"uniprot","main_gene","protein_name","V24_1","V24_2","V24_3","V24_4","I24_1","I24_2","I24_3","I24_4","V36_1","V36_2","V36_3","V36_4","I36_1","I36_2","I36_3","I36_4","veh_pval","INK_pval"
"Q8CC86","Naprt","Nicotinate phosphoribosyltransferase",222441.311452172,164448.93670422,283824.618970728,14103.0089246509,238502.028879549,142819.517458669,348644.830700183,21394.4400058983,266786.958749329,168342.260976807,263343.338893843,20528.5225503148,255214.240242155,142708.626257581,306652.112988497,20580.5880139249,0.45,1
"Q8CC88","Vwa8","von Willebrand factor A domain-containing protein 8",1251537.71763603,1270610.62439737,1007263.4278625,1428709.06842406,1404537.23432088,1420481.92538596,1036335.73717786,1368628.2323841,1305500.15077991,1291444.38221096,1046708.59878312,1525467.19137946,1440358.80935569,1382808.48271025,1023440.0234694,1387274.9303504,0.89,1
"Q8CCA0","Dcun1d4","DCN1-like protein 4",21395.403691849,36572.5135666311,41996.0269377381,39622.6963901349,21111.677683581,45868.9512953059,37552.3080244106,44350.9960312464,27006.6772541783,36363.4050574901,33287.7069301894,36913.02461165,27015.6291903092,53819.4178014282,36656.371980655,35771.0220242029,0.93,1
"Q8CCB4","Vps53","Vacuolar protein sorting-associated protein 53 homolog",438407.004862844,347694.864218368,500947.322273982,421845.008777595,438227.248886453,338794.103871612,502329.055086294,485900.298681475,440415.697674402,342394.376419494,447421.642946505,416602.761533165,436467.823433519,332807.894480352,472144.310549093,437292.886178227,0.91,1
"Q8CCF0","Prpf31","U4/U6 small nuclear ribonucleoprotein Prp31",488707.996484021,514625.333481267,593582.548156881,556892.440837435,593751.711208725,911656.292628157,678300.442801044,703021.883864763,494801.148016523,576211.276034503,580403.47825857,661795.552769444,669281.4795385,925092.523978875,767113.660208069,747813.522858916,0.79,1
"Q8CCH2","Nhlrc3","NHL repeat-containing protein 3",100649.879825501,155520.366069505,211545.239365189,200387.433098549,158887.56345045,269540.737391944,282304.068829423,229551.625231006,113815.29265743,182026.222541588,231851.888352677,226437.610787104,131055.285888986,256086.577731495,252758.899400802,224294.643681171,0.47,0.97
"Q8CCH7","Zfpm2","Zinc finger protein ZFPM2",244722.801932244,327735.427924142,260129.882716838,174155.782357004,220460.12921823,246052.649503271,157797.976495836,121824.146983368,270095.542838208,359261.417772726,258472.939699505,165023.973810786,230977.133032943,231362.581055053,163150.198384982,124171.194789897,0.91,1
"Q8CCJ3","Ufl1","E3 UFM1-protein ligase 1",1518800.65159734,1915809.08965392,2137079.29463622,2158539.10350357,1313000.19609527,1625505.06543115,1766049.40254855,1586781.00923054,1559158.26426061,2112728.19051448,2251871.31560425,2244628.64181403,1526812.82063803,1707780.55190531,1822265.98646821,1730421.98940611,0.85,1
"Q8CCJ9","Phf20l1","PHD finger protein 20-like protein 1",22031.4703160437,32325.0531871247,30828.7679338534,28356.7122309267,24158.69787866,45205.4459877163,28379.6822759534,27916.0305242077,21440.5839058153,33362.449937348,28788.5213976422,29058.2489337478,23203.9068142625,38635.2700596554,30234.9370317018,24901.4957815544,0.95,1
"Q8CCK0","H2afy2","Core histone macro-H2A.2",4132996.15977088,3229207.60102652,4178734.63142051,5195797.90057839,4858543.23885884,5115708.85967953,5292593.77441733,6179764.41699716,5296611.57184854,4107731.65173962,5291740.9414035,6509884.81792968,7433046.03360448,5469692.28933091,6608522.55751685,8010699.46424361,0.04,0.1
"Q8CCM6","Timm21","Mitochondrial import inner membrane translocase subunit Tim21",231168.06890159,436576.600148994,270820.021931464,285046.995278518,299278.070695919,466668.164276824,312271.971856599,298279.156077805,250781.083838203,397958.807881283,307907.966219811,297685.682352016,303538.5344098,506519.911649853,334633.556627383,321652.327276455,0.89,1
"Q8CCN5","Bcas3","Breast carcinoma-amplified sequence 3 homolog",158758.01449967,100745.275305839,141646.715964504,96624.8765533056,105115.875111565,85252.1382089231,95206.4570541923,84748.6261863297,189826.415812367,106436.28137978,125937.320298033,96799.9171972919,104252.043720613,86541.1443723731,93248.3311300174,69480.416517599,0.91,1
"Q8CCP0","Nemf","Nuclear export mediator factor Nemf",362921.989822875,186766.241143902,215073.838999475,288096.977373682,284586.628925454,352545.251371407,196583.542272973,407014.136450387,1285840.4482228,459651.488317228,558083.188773408,716302.488930797,640359.364492456,354338.524002854,467705.405134846,540319.359189112,0,0
"Q8CCS6","Pabpn1","Polyadenylate-binding protein 2",327928.746175539,372147.440859703,398115.202286626,442978.316667755,392054.14617928,528481.977495143,433150.324987938,468718.415969776,400645.557916199,448584.543382642,438402.385179212,491544.886450035,411905.889014286,545010.272611767,445483.645515059,462630.865018901,0.33,1
"Q8CD10","Micu2","Calcium uptake protein 2, mitochondrial",293653.951275411,326812.066972076,437574.811100149,607569.066418623,295927.612805064,333013.313879237,395466.967054547,503179.7265505,295960.039324313,338571.399147799,459004.268710817,685993.567146771,322378.512590981,337951.272949583,379049.843318404,502957.507399127,0.85,1
"Q8CD15","Mina","Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA",97431.2294380104,254913.577124103,162211.242865397,158057.652008564,61982.2066570771,226014.789214064,104293.162663649,110005.854422304,82354.9735166564,232668.365670722,129355.144294059,107196.319476662,58818.7117221492,225700.392235883,101345.929442448,100407.574656172,0.07,1
"Q8CD26","Slc35e1","Solute carrier family 35 member E1",270845.59838072,332731.47021836,261097.401971401,255287.110811502,229133.39002248,211865.538529715,196574.863471053,168474.421722993,256803.665889843,374889.683228906,247251.084245885,254221.607806626,182902.705949929,186816.451008498,159147.013747593,147443.428335055,0.96,0.42
"Q8CD54","Piezo2","Piezo-type mechanosensitive ion channel component 2",23455.9146988411,20318.0630925729,20518.9965830318,21839.8569968216,32828.1657117127,23776.7126974745,19530.7758390843,24067.1773166072,32848.9654482216,18400.3341688538,20914.2346690189,23248.9570533931,37809.8872463705,20459.0177996953,19909.7162475814,23721.0698984027,0.73,1
"Q8CD92","Ttc27","Tetratricopeptide repeat protein 27",120134.209849778,91420.9785488093,107536.919499737,67074.3399697452,87757.974589474,89548.335075566,77564.1885127372,63889.2910434721,100859.069167357,89060.6035655077,81297.690723263,60041.1389623061,93890.0557209635,73576.252627498,87876.7109278079,72572.857813809,0.32,1
"Q8CD94","Lin52","Protein lin-52 homolog",8101.41984694405,6966.09851776264,7612.76418657799,9740.09075005959,6983.74524758478,8108.44954956257,7221.97856810189,6221.15129766376,6348.7414057653,5420.42407215062,7184.74092285379,7063.10879771237,7482.64440589292,9200.83320600146,8456.11454819711,8970.68781069967,0.07,0.39
"Q8CDA1","Inpp5f","Phosphatidylinositide phosphatase SAC2",117231.676911058,59828.8431173874,120048.271428833,85528.5363686213,118135.8809078,69418.413424931,146394.030773939,125887.599537084,129897.888359023,64241.6054108715,103417.657746436,92258.0000041784,144673.042001378,68242.3455297548,119206.396411367,133836.961149378,0.92,1
"Q8CDD9","Lrif1","Ligand-dependent nuclear receptor-interacting factor 1",21083.1179697293,15858.724351744,26619.1106282185,22811.7004040677,17859.8370438534,21735.6044950019,27628.9659099381,18844.3308929697,26066.8475709606,20964.8463901672,29491.0741079366,21550.2819880907,22364.3534099022,19117.2668946785,22293.9258734544,22080.8269561165,0.4,1
"Q8CDG3","Vcpip1","Deubiquitinating protein VCIP135",876239.250727922,832014.172165735,953860.15920381,769750.510786625,937040.891029416,991691.620356157,1055863.04149617,1031749.06405049,883861.866572242,810594.238807767,878494.694445349,778394.02399564,914725.916771581,981267.16186891,1094489.7426459,1104741.3678063,0.92,1
"Q8CDJ8","Ston1","Stonin-1",984945.33583878,628479.036588766,1099557.17636143,853859.632410958,1446133.48511677,1073717.46400693,1622328.44276574,1320454.85968795,1076104.98728431,667642.781813573,1116204.35336899,915466.982417268,1569789.95919457,1259725.19969005,1836835.39994442,1531122.17750655,0.84,0.77
"Q8CDM1","Atad2","ATPase family AAA domain-containing protein 2",196213.142520772,113466.2212794,86936.3477638699,154538.441898759,79397.0017471264,128346.80793687,60408.8007589522,99682.7897728087,97924.4989320034,111735.945151273,65411.4549106208,100800.498380584,77258.9025679208,117277.974104497,46299.4174235063,80149.544877759,0,0.59
"Q8CDM8","Fam160b1","Protein FAM160B1",348466.801029054,215530.583659619,272214.38791598,246173.258988675,249274.06707958,190069.389175396,252388.238613762,263023.549216004,330244.642564143,240347.135469665,275286.734968847,252040.544391374,264296.908768493,200269.740082799,258804.525179715,287941.560194823,0.92,1
"Q8CDN6","Txnl1","Thioredoxin-like protein 1",1974297.1573271,1794782.85057947,1607315.0753489,1280090.11840231,1779788.51809659,1798514.07438515,1794776.23690127,1293727.48658086,1796992.71470755,1622878.46327641,1469189.62051418,1115977.44747081,1829526.79366855,1910742.73880417,1698902.54152013,1333373.39031393,0.59,1
"Q8CE33","Klhl11","Kelch-like protein 11",115287.075635282,76406.469924669,108447.525856973,78754.5080880304,106145.034629737,80705.4680886651,101802.346512824,84447.6297008692,108281.805645015,69110.5689532562,93408.1804158503,76315.6053918809,107279.183450918,77357.3066778352,90330.3635524927,97231.405477552,0.7,1
"Q8CE46","Pus7l","Pseudouridylate synthase 7 homolog-like protein",27989.8052595539,21684.1426439785,30981.4842083481,32217.9173744791,27614.0946393036,31566.2650085768,31668.0803231579,33087.3173646877,31433.46686411,28420.4724513622,34220.9627602155,29517.0582197491,31180.9134911088,35025.9601251603,38632.0933782231,39148.9616735472,0.62,0.61
"Q8CE50","Snx30","Sorting nexin-30",80893.4972089493,103210.319276088,150705.352122416,189405.692832824,116071.240252794,166514.950755964,213099.302325309,253491.99384309,78321.3779578668,106739.822493628,158786.406482065,188180.57953038,117988.486698205,164919.076238624,260697.187304194,260997.653117769,0.94,1
"Q8CE64","Znf276","Zinc finger protein 276",390.836118481057,129.468390815373,773.161687032045,229.768330113648,247.314366066045,1001.06363282586,164.836478495805,418.872835473472,579.999564757859,843.598222135909,965.630195254336,572.303199662937,768.141425124264,1414.74213241126,900.730172983749,692.566856404084,0,0
"Q8CE90","Map2k7","Dual specificity mitogen-activated protein kinase kinase 7",17465.9680104537,14154.6287375282,14560.2162328744,13119.4348170388,13958.1340056734,14154.2269741559,9599.62280288442,12445.3685724404,18807.142773044,15005.5959820993,15243.4950222783,12422.23685696,10596.6129481074,13925.5853928671,12850.2232179016,12587.8699917431,0.91,1
"Q8CE96","Trmt6","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6",548693.67721756,265993.908548903,517233.896392448,547327.408231299,588213.973260822,405094.871732506,543995.983100622,558223.06532683,502396.506272731,284007.832980316,481742.292239938,501733.006997858,586837.834964485,423438.695611216,487476.235384804,532289.718007209,0.88,1
"Q8CEC0","Nup88","Nuclear pore complex protein Nup88",1081888.02012869,1134579.76985185,1087700.3227516,1041956.90097219,1344228.9922855,1655031.05161889,1377325.86458526,1167392.57282233,1026428.27545709,1076996.68718495,1071677.7018652,882043.659270021,1392634.19619116,1651069.21365327,1270234.99473695,1165080.34667065,0.78,1
"Q8CEC6","Ppwd1","Peptidylprolyl isomerase domain and WD repeat-containing protein 1",318905.029910609,429461.774241552,404223.853266412,372603.138087327,434257.272366724,617673.67846788,502910.534814884,530297.280286889,346806.743206154,447477.028507794,427816.624747075,401227.246916633,428709.450455725,633306.427167902,506688.798389412,460832.774429449,0.81,1
"Q8CEE6","Pask","PAS domain-containing serine/threonine-protein kinase",59022.0014806172,35301.2433986966,37214.3950139649,27230.5649957892,40218.1379275788,32610.456486396,28972.4444470383,32915.9165882449,53292.1790779691,30436.9699049733,33378.8489034168,23856.1179500715,37485.0600363502,29987.2382265208,25633.9979535609,21093.9360142723,0.47,0.39
"Q8CEE7","Rdh13","Retinol dehydrogenase 13",203330.574776444,305739.650958841,299788.686671006,477746.307829493,299429.789543806,465697.787764474,381910.678456675,574206.536105678,201651.007643055,327832.606768723,287913.695843056,445968.520759243,309285.477356314,472027.968384889,355343.909802442,613135.165120733,0.94,1
"Q8CEF1","Fem1c","Protein fem-1 homolog C",14488.7164020245,15888.4038109176,14060.3312846838,12731.4193433936,6807.24553107291,20449.2335799125,9468.57289390371,12814.2288895226,14966.3082003021,19743.2985022799,13268.7522690185,16465.0638631599,11626.4398934034,19268.4374966437,11667.921058673,12318.429848638,0.54,0.5
"Q8CEI1","Bola3","BolA-like protein 3",35510.5267453254,31500.6237656367,49745.6664571247,84874.3242328242,46322.2929075961,37512.1019462144,59490.5835158953,62734.0776802929,48274.6393814434,28962.7445493431,53522.1743822208,55683.9244367906,59209.7537095968,41639.8975862895,42978.4081273874,61879.0228653971,0.91,1
"Q8CES0","Naa30","N-alpha-acetyltransferase 30",396133.480577136,353136.098400189,322145.969837707,298952.38702008,340267.44610026,290540.680377156,283406.276673168,264319.506306181,373668.609968326,347817.097399303,304518.624090418,312933.477038826,338544.91296661,288825.299813904,295323.372790174,264950.707238091,0.93,1
"Q8CF89","Tab1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1",277828.92020358,266760.627910887,310459.854919856,217965.43641624,239412.341966876,233877.327109001,266769.013393962,234874.803816464,291539.003773666,264679.647460757,286432.638778111,246990.694862366,259661.874348588,219412.052994371,238706.904347113,224020.126033926,0.93,1
"Q8CFD4","Snx8","Sorting nexin-8",71815.1788392312,173501.171752159,81594.1238014237,50057.6055464893,116040.896483216,178673.685517544,112963.285780981,77591.5986431593,70774.9292055807,182502.043747078,106968.397120085,72549.832387078,116009.539387927,183793.038969193,162060.896442835,106495.00348382,0.22,0.41
"Q8CFE2",NA,"UPF0609 protein C4orf27 homolog",39516.5969597562,24851.6004813356,43047.0184417137,25189.4231321024,25847.8343851437,27098.3861435951,30553.722156726,19924.2951347837,41291.1294292071,27691.1533967405,30204.0701693299,23072.114073778,27502.8700053397,27225.9148639964,24601.8843633771,22666.9221329836,0.77,1
"Q8CFE3","Rcor1","REST corepressor 1",800888.346120765,951309.109455055,956516.094412412,869524.629207423,682406.091324469,876905.20214315,754456.929642478,661133.206304853,881924.666612956,984703.780947668,988605.59085067,795587.091458215,719292.376527405,837914.495176921,637976.91496661,554017.789786616,0.93,1
"Q8CFE4","Scyl2","SCY1-like protein 2",546969.400224261,363227.114519203,500292.823954719,523126.071014642,502530.753916213,442433.632917113,554453.939413321,630713.052241884,568338.025678907,371025.686887772,473615.46629383,546788.668359784,537788.92625141,420191.658421076,475167.123438549,582361.736864617,0.94,1
"Q8CFE6","Slc38a2","Sodium-coupled neutral amino acid transporter 2",520089.837762059,417499.303335761,334552.981455035,318741.176175982,362747.122062296,614928.425257728,354077.760701635,326372.161387445,506616.149748403,457641.553914727,426753.301726089,443738.334294098,346728.059988277,740825.39968991,383475.132458374,352645.369650366,0.26,1
"Q8CFG0","Sulf2","Extracellular sulfatase Sulf-2",54930.6753481844,3491.70576780694,46096.6011901626,69271.5903844566,9322.23792915157,1535.10248752064,8140.6297512547,8698.65880741338,79318.7482339347,4614.31723942409,42030.6905911361,56742.0349314874,10671.6987390715,3308.93658821517,7608.63777017862,9328.38443910115,0.69,0.15
"Q8CFG9","C1rb","Complement C1r-B subcomponent;Complement C1r-B subcomponent heavy chain;Complement C1r-B subcomponent light chain;Complement C1r-A subcomponent;Complement C1r-A subcomponent heavy chain;Complement C1r-A subcomponent light chain",30541.7352096361,148504.471692641,171042.227434001,89483.5871151018,63371.6984389824,96822.0120100173,194891.175898718,74095.3015041768,56369.6417855668,185291.340468916,245959.906291831,158716.574204515,74220.5188188072,106937.547129834,215395.84278518,78104.388405787,0,0.93
"Q8CFH6","Sik2","Serine/threonine-protein kinase SIK2",227355.500883073,147993.325451319,202202.038720641,203112.565029731,260273.683551442,182986.470016876,264217.445629702,260487.37512555,200768.718552687,137233.398714426,217838.809968968,199478.881005787,277989.625006275,188685.957269488,287031.061755584,265170.321355886,0.9,1
"Q8CFI0","Nedd4l","E3 ubiquitin-protein ligase NEDD4-like",1593136.14864178,421225.724320887,413377.344253202,415402.147191952,1249847.22566199,465714.375397164,497703.253663333,450616.821774725,1653620.7375228,405366.851821929,423496.874974319,383051.718456196,1370396.025659,477788.552270428,420729.258879782,413258.866161966,0.94,1
"Q8CFI5","Pars2","Probable proline--tRNA ligase, mitochondrial",17480.3369853978,21185.3628439783,31936.6723351562,24472.9480482088,27078.0213767669,34391.9682372742,31894.5970532504,29051.7348559219,19869.7257210085,22068.2593580707,29586.9630589362,17955.4571969157,28972.0884629703,33219.9634070078,32024.1154716773,23121.2488391734,0.85,1
"Q8CFI7","Polr2b","DNA-directed RNA polymerase II subunit RPB2",1323574.1786894,1738226.99226539,1438758.04443152,1542226.15350443,1633253.39751167,2003039.58544966,1645500.84389014,1704671.29936921,1205859.02416121,1624683.30233172,1320419.33713158,1381143.67079361,1552299.2632704,2030069.11929033,1530605.3914585,1557613.13046565,0.68,1
"Q8CFJ9","Wdr24","WD repeat-containing protein 24",62602.750036701,86837.1509653357,64132.2983531511,71330.7794794757,85747.6998549613,98182.1978905761,84094.9869569742,93772.9467411527,71849.0202721153,80517.9721641846,72602.1768400389,84422.8735462335,95044.4416519589,113771.531739386,100813.533118224,100620.325832786,0.69,0.78
"Q8CFK2","Brf1","Transcription factor IIIB 90 kDa subunit",41606.8038482995,39633.6200086162,60747.8780587605,33294.4347234527,35378.3066799594,41973.3457581202,40791.2369006754,29334.6158121648,55181.428543213,44260.3963058466,62895.5566913235,34545.2936068039,45803.1352837178,46369.1222761719,46289.8860315125,36158.0919068177,0.52,0.42
"Q8CFQ3","Aqr","Intron-binding protein aquarius",630319.034216998,791303.847332655,722547.173500308,827339.225968097,646284.36228986,1103824.0173388,750907.299657504,692096.826244348,610783.803004638,807312.713252663,673197.39975069,728789.568213615,705499.713455771,1087533.83354624,724208.779961777,701529.847533482,0.86,1
