"uniprot","main_gene","protein_name","V24_1","V24_2","V24_3","V24_4","I24_1","I24_2","I24_3","I24_4","V36_1","V36_2","V36_3","V36_4","I36_1","I36_2","I36_3","I36_4","veh_pval","INK_pval"
"O09061","Psmb1","Proteasome subunit beta type-1",3258691.9310021,2874785.39272881,3034880.24997274,2552329.69117506,3221117.57303025,3114825.66647954,2924409.09471109,2741297.62128595,3652772.73511025,2798813.14594773,2768912.13455871,2485135.09409051,2815377.37608036,2734846.14466546,2497905.51608453,2389127.08396944,0.95,0.68
"O09106","Hdac1","Histone deacetylase 1",2318194.62432391,2933484.76753876,2167148.27539076,1836576.49653477,2096375.18068904,2419140.35147181,1897706.8276636,1497318.16494091,2162759.0832578,2848118.06741316,2532512.6415002,1948318.40485902,1877251.40683308,2217288.09557033,2014800.10474259,1245239.49966606,0.92,1
"O09110","Map2k3","Dual specificity mitogen-activated protein kinase kinase 3",723794.005887051,556176.576324265,685582.246686294,335037.826069078,647902.696667329,579671.411975684,702314.687711613,384244.309726204,712237.458298112,527505.23298288,684922.43484817,331285.848478877,693281.213017312,633503.217300637,706235.297916361,425612.160287971,0.93,1
"O09111","Ndufb11","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",693370.096271957,648595.114473074,813143.020562317,831553.254484196,760516.011512014,552675.039773131,807961.743474666,689686.067356169,699290.824906848,697644.129201106,833398.405608888,803672.745470614,752024.964614072,561880.553990844,716079.864218509,724369.71578423,0.94,1
"O09117","Sypl1","Synaptophysin-like protein 1",168155.324113149,179272.177702575,215481.714763653,437203.202641409,134751.623398973,192864.405283617,221595.849404256,354047.116022835,157402.291741355,200780.141089005,199572.439501315,418665.929628674,162001.324320541,188739.627305688,225431.036927204,350984.537884537,0.94,1
"O09126","Sema4d","Semaphorin-4D",240824.020064063,256958.162089394,289876.357053186,293646.501008374,287292.281712786,307377.127557243,341545.570730235,313022.409856376,215029.195480695,235990.910295265,249064.429754888,278056.111614744,309997.598547513,321698.196986814,312670.506218856,332317.337871906,0.61,1
"O09131","Gsto1","Glutathione S-transferase omega-1",7676385.38099987,4577726.80575452,4451916.53859105,4994300.5627529,8906528.53287735,5864723.41378477,6829262.44224005,7231022.51251267,7362702.45911823,4212576.39322518,3775935.99916574,4325579.28138434,9816153.35327313,6349523.08278055,5621614.99793219,6346573.48664706,0.57,1
"O09159","Man2b1","Lysosomal alpha-mannosidase",481351.081312613,1352394.02300899,1188910.42516513,1029053.13056957,654767.97453425,1400991.45697551,1398068.20117227,1051508.92592007,531876.470009582,1571932.77903343,1342825.07221664,1213241.08625909,708173.291261323,1442024.42265166,1265959.48461403,1104851.17486519,0.4,1
"O09164","Sod3","Extracellular superoxide dismutase [Cu-Zn]",66141.3495996153,31963.1286710915,20747.5967206294,18060.7667558313,15322.3393129307,6668.64303209306,6425.78494101403,3215.50643611089,77321.1306521565,44633.6698377396,24124.1410386205,12476.2722118424,20830.1695102675,5837.42140001226,2865.81718055878,1130.68329887509,0.79,0
"O09167","Rpl21","60S ribosomal protein L21",10346619.8914556,9182494.89653384,9914226.71439759,8965052.40049259,5459223.4441211,4203389.06174378,5750747.72773463,4556752.34933157,9457755.44478912,8551655.59659959,9809154.8685961,8916128.29389192,4649151.91018764,3646163.35935283,6086883.08997148,5044810.80341334,0.88,1
"O09172","Gclm","Glutamate--cysteine ligase regulatory subunit",914412.827496231,1087834.62165347,962681.658289525,447372.817497178,973503.987471773,1312413.4984123,1260595.97877132,578052.602308783,913619.943174534,916530.087540394,837195.987826696,370554.814563399,1104262.59381846,1222424.52453059,946957.410856445,461889.66737134,0.46,0.86
"O09174","Amacr","Alpha-methylacyl-CoA racemase",334394.78490041,844380.613488055,579183.585133101,1208803.5546396,345855.756997459,926668.100212373,562429.758377113,1238907.10816414,369746.259555714,858611.161492818,560950.363347852,1244679.83819066,341643.264816035,924913.623858207,548368.21395079,1216195.53258759,0.92,1
"O35066","Kif3c","Kinesin-like protein KIF3C",20760.2949993173,13560.2151246354,27184.4454083353,20663.1775139535,27402.9525759931,20884.6589380182,24264.1944058442,22955.1625231006,35589.8156876464,19309.3167476175,27901.7859497843,24419.0681018461,40787.0535597495,20730.0514825086,29336.262929431,26171.1399000605,0.01,0.4
"O35071","Kif1c","Kinesin-like protein KIF1C",712164.715498913,416493.499441545,729063.700244272,603030.187738542,757671.283114119,568308.883583211,822004.044980015,622811.894498548,831969.841920291,458831.106928452,778304.98158405,660400.458152481,926919.430501576,603859.467305801,894194.348033727,659693.358093411,0.6,0.94
"O35074","Ptgis","Prostacyclin synthase",129253.719281002,16993963.6651331,19745929.7276708,22852306.6745654,200357.381873103,10566322.0233649,12801232.8308964,13203573.1453063,66120.8542538913,19469291.1184288,19807239.4525281,22520953.4539778,405634.225190047,10004989.2484082,13398141.5629155,13782158.4799133,0.39,0.35
"O35075","Dscr3","Down syndrome critical region protein 3 homolog",412696.119029433,309161.033058017,444262.076536094,271583.760704598,483603.827642216,403942.031260569,492938.591409664,370058.456846633,416603.482333284,332574.411195847,369210.437170765,244161.207188525,499384.355343617,386012.790367283,450181.260140566,349035.4625891,0.86,1
"O35083","Agpat1","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha",224874.457876049,174943.923239763,235154.606273087,273054.610058183,184262.540759677,149869.261351809,182619.349984896,194198.47321188,252210.008560646,200386.358022392,248171.997933703,293873.733680314,221619.61071351,151268.997031587,190246.584195874,201646.937783494,0.65,1
"O35099","Map3k5","Mitogen-activated protein kinase kinase kinase 5",1982.24803690355,6423.04709936052,2651.09751969801,5240.0136173426,1063.56179471103,3959.79959470064,1755.89516192607,3079.63996697944,2829.17514310295,6420.4689850684,2961.82926486611,8099.99755919459,865.377146206001,4244.9421505852,2819.24958901773,5129.36223876467,0.05,0.21
"O35114","Scarb2","Lysosome membrane protein 2",1680882.68896743,2318790.19087727,2833313.73860559,2615314.52852489,2538762.05465508,3598272.22122203,3682589.23037692,3082566.32169919,2624714.14285574,2442029.27996911,3635425.45710687,3498838.35168394,2959425.75037016,4031961.46957531,3695456.83873176,3294486.28458201,0.02,1
"O35126","Atn1","Atrophin-1",102383.73613543,85328.4451240126,88641.8375871082,101163.755233387,116637.657284908,63883.1203963645,82518.0486482461,79957.7654594178,87254.5549978395,74107.51199229,101120.120504662,116667.243496046,94267.3550187564,73062.8092811783,115592.637218296,102449.985951671,0.95,0.78
"O35127","Grcc10","Protein C10",575841.460545386,428076.732813452,536119.492822189,393907.894675145,634753.72985039,400010.762313101,623650.027115515,446728.950504194,617592.773158563,459700.711200555,503065.716392925,415050.473156544,612761.544994956,463583.882689317,624782.745192362,394358.326149178,0.91,1
"O35129","Phb2","Prohibitin-2",6273973.4264502,7779068.69233474,8362022.29462719,12132251.2631602,7343065.80539405,10231251.8430322,8997313.94968834,12836942.7039885,5824162.90729556,8454030.21133527,8010335.11157626,10582087.4079656,7701903.01666749,10647240.6816095,9807121.54788708,13870004.1270316,0.89,1
"O35130","Emg1","Ribosomal RNA small subunit methyltransferase NEP1",135825.130488797,183847.760991834,169619.405000821,189098.889900175,167156.240660333,249444.820388323,173506.607969682,213456.674272358,145999.664258233,176956.265558954,160001.632791764,183209.326881201,176681.015542616,250317.048839923,188027.131488751,205023.504844602,0.94,1
"O35134","Polr1a","DNA-directed RNA polymerase I subunit RPA1",473381.089876921,426073.369319236,565192.497873498,820679.797606466,482807.303690805,597527.99856619,594107.385382382,833718.459657977,444836.733225049,467018.513188435,534804.009778249,681415.298896737,539650.436031911,585763.720100142,608715.541545702,767318.001695642,0.85,1
"O35143","Atpif1","ATPase inhibitor, mitochondrial",149868.408667552,162206.488677773,97653.046330581,146092.337635228,347891.31820662,190293.322216707,132056.650003335,361906.468698747,209102.514417139,174240.803162106,190012.026267985,243168.921580685,235899.514600175,206361.289191575,377552.053147953,460503.353252755,0,0.09
"O35144","Terf2","Telomeric repeat-binding factor 2",124262.895317065,167919.784568685,146787.847689727,127106.650273614,130149.485013045,193362.034264309,143165.516459978,120929.518540472,191015.588064601,204192.927666312,193296.934886389,170083.647949772,154242.951342747,194061.905895588,173770.892320909,157655.484812553,0,0.53
"O35153","Bet1l","BET1-like protein",83904.2764255815,54452.7388598639,77763.8858113034,84897.7856335563,83904.3158531251,43149.4089158229,63183.413732537,61776.7416362591,86928.4916383558,57777.0000673177,83905.6803113421,88599.3152481424,72821.2631448733,38494.8334649303,74365.2819629091,61221.5531002463,0.85,1
"O35166","Gosr2","Golgi SNAP receptor complex member 2",902754.799158205,785442.154145875,760261.453462464,780822.487209011,934044.443783633,627949.716919175,734183.248359106,605462.791517148,876410.359798158,816230.258948657,842901.855108951,845957.866818571,821862.814768451,597544.293046189,764581.033192579,609154.659235687,0.87,1
"O35177","Nedd9","Enhancer of filamentation 1",12656.193130813,20252.9331682753,13527.2471463858,6123.15505883276,8399.78782787048,16331.3537646844,11470.7724966751,8039.95070327179,11019.0235307876,20871.3229118467,10892.4151962256,8251.88660512471,8801.0684439649,15717.2701013661,9690.29418053473,10560.2823811111,0.95,1
"O35188","Cx3cl1","Fractalkine;Processed fractalkine",28513.7938791841,24629.8289669553,19093.3285049856,5119.99952898259,33666.4123462926,13422.7123725383,17056.4494119056,4141.90679829233,27033.5295308417,26558.206698841,19562.2953994796,5198.29948172812,32743.832105476,12800.3036338597,15355.0725019816,4290.29898294076,0.94,1
"O35206","Col15a1","Collagen alpha-1(XV) chain;Restin",425743.148278727,54665.4416506078,33590.9405508,9738.28602692635,59848.0281967893,11897.4795467166,6306.71160917405,9081.45414697059,875297.90833639,59318.4966968275,34009.2475515728,12664.9047234318,50618.0740045582,9438.7703664911,11169.9749721407,8306.08031863694,0.01,1
"O35207","Cdk2ap1","Cyclin-dependent kinase 2-associated protein 1;Cyclin-dependent kinase 2-associated protein 2",107537.408482067,107258.267735595,97387.4528097207,113724.62824069,87226.9586218669,71697.5541565014,64126.7995011596,66789.1692205238,101779.718652958,107256.662768556,108971.621739979,108601.238703603,67723.9746183999,63465.7123078952,79636.1417354701,71444.5902836339,0.96,1
"O35215","Ddt","D-dopachrome decarboxylase",438205.839213626,506504.70367961,413102.265249454,359419.635599058,440996.117860405,481514.095534142,487219.260944877,497633.587605442,499490.706333803,472785.79435153,382416.529333189,428559.311877138,482430.8736514,497190.27035697,452999.82891587,456701.283838418,0.89,1
"O35218","Cpsf2","Cleavage and polyadenylation specificity factor subunit 2",1016461.28754963,1597496.89001738,1332046.36194303,1476895.17608139,1211196.84916259,2029496.85958979,1356409.95195986,1423183.8453738,1050691.2254422,1623534.76838743,1297064.20649206,1412877.16102454,1179222.71920778,2104133.76924725,1393081.02126252,1417746.38919455,0.96,1
"O35231","Kifc3","Kinesin-like protein KIFC3",16389.2528213049,29013.3202010073,23828.4815626083,22168.31660707,23407.6895816156,24132.5174186695,16041.0295873531,20880.2376765701,14739.0228585443,30377.0820635927,19018.2917467787,26257.2526288448,27872.6732905937,34892.679535262,23648.745163999,24296.1843693801,0.91,0.05
"O35239","Ptpn9","Tyrosine-protein phosphatase non-receptor type 9",586934.309202275,421629.694737416,480989.866277912,528242.461097358,583561.261925597,536253.283410287,505600.963409852,536233.599861248,579385.819506119,490243.51030468,439854.960377524,478998.859507345,606489.881170717,520322.055959459,491642.815313514,499608.392102743,0.94,1
"O35242","Nsmaf","Protein FAN",195667.121472894,143698.048165366,268884.983422339,124931.958898068,117033.390613149,95801.8725995983,151210.765839124,97398.8395891529,234362.834678317,147980.39490739,245447.232692427,120331.823018069,125695.63692365,93072.7877779946,142548.775404137,89037.0537073017,0.93,1
"O35245","Pkd2","Polycystin-2",749868.90575238,911818.940165777,567924.316945204,709174.978819653,707781.068633696,667502.927067862,508977.017356441,496936.836481691,777488.490590087,993974.090640835,678162.738500473,748301.243631144,817352.71389086,662458.201830899,615196.888101473,454738.482660619,0.69,1
"O35250","Exoc7","Exocyst complex component 7",932766.798158233,616904.047511074,895486.497511882,681445.407877524,1029298.59378249,716851.134319841,894437.325798091,918791.771867974,980491.702165119,613768.336012662,789764.185926283,726372.714158876,1038659.99074858,683103.27575609,927064.034137996,954566.488881159,0.96,1
"O35286","Dhx15","Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15",1630687.06982917,1955629.03071179,1867027.59681867,2151771.39175395,1814557.42073754,2652528.34341646,2100964.36861248,2047890.90292895,1660717.41064098,1738880.39164932,1840783.04052662,1759194.66277069,1870504.99554804,2545122.56669609,1820768.19629776,1935486.6718978,0.74,1
"O35295","Purb","Transcriptional activator protein Pur-beta",862224.710499054,1284543.48162052,1078404.54952149,865229.388150328,955790.811980878,1232046.4180305,1172419.35127173,769840.316632485,877925.595409877,1317942.70106842,1121900.7266957,898607.951693965,1024904.80773964,1262855.95180176,1153979.24496137,772575.014640375,0.91,1
"O35309","Nmi","N-myc-interactor",500758.776803854,469875.304482896,1110275.77202472,431364.9233054,472111.124914718,485461.952114301,1126421.70109969,508948.825855159,601749.929927178,443580.216911109,1051550.51611083,542957.070468124,483155.48819683,472251.593535725,984483.862763389,597968.065110471,0.76,1
"O35316","Slc6a6","Sodium- and chloride-dependent taurine transporter",96703.2013741732,89978.2270612052,56183.4636931194,200369.385867216,88149.9149465174,71136.8921715881,39288.068408261,187704.752738521,106296.655191688,81113.5690524359,56360.8670900317,207741.377997801,80370.9971070005,52161.0136828275,51223.0622020082,210555.03543658,0.95,1
"O35317","Pbx3","Pre-B-cell leukemia transcription factor 3",194651.713910173,259538.626178651,267983.862547992,116928.011802179,302312.447653674,340469.454773276,390051.394656934,130451.319397653,166781.408375915,259872.21252253,297825.385431533,149599.336144361,292869.209896054,371808.120786172,356337.897824651,144162.942450483,0.86,1
"O35326","Srsf5","Serine/arginine-rich splicing factor 5",3667058.19891503,5268268.8891929,5033376.63961724,5053946.66230626,4958551.24609152,6788820.43093024,5899502.3926306,5537359.88089873,4453929.58955933,5725851.90296113,5834890.13810538,5718512.48415229,5426863.21110178,6891769.34852799,6428651.57431992,5594395.13319696,0.39,1
"O35343","Kpna4","Importin subunit alpha-3",746171.289533417,581016.634793699,755480.770086979,723991.755743497,666564.114957523,541602.794952728,721746.525208818,720036.546306763,652740.485291145,533190.476007097,726306.587066724,733790.29469273,643632.623301123,539240.743720195,836801.751956887,824266.687616526,0.82,1
"O35344","Kpna3","Importin subunit alpha-4",281047.570591072,267222.30838692,276435.42780108,317676.389527374,234127.468765452,212935.440838203,261197.222561802,292788.757222647,270709.309161942,212749.505551245,228377.100623383,267710.797307264,261036.143314058,224269.191270531,205360.648643156,232667.43192213,0.28,1
"O35345","Kpna6","Importin subunit alpha-7",726399.580010258,767230.508225204,875216.020580512,596695.609540893,665881.380142028,791113.96587181,717919.173562428,714490.407361705,760571.556292168,785876.14756395,776672.021230393,606512.472419781,651403.489633148,724482.873666806,646568.78403529,684797.996933926,0.95,1
"O35350","Capn1","Calpain-1 catalytic subunit",1470137.7231198,1041089.4734551,2144288.261631,913821.558512632,1335378.72615871,969464.192551904,2112507.17516508,947372.502964241,1736191.48826265,1010463.75655523,1996768.73012305,924633.343527315,1499702.24195556,947812.839303826,1932693.9708533,957352.843000691,0.93,1
"O35375","Nrp2","Neuropilin-2",251648.647855327,288805.870641477,203387.724081624,73356.5811965299,146648.909720838,86769.9066000344,50547.9460182983,43884.1727783333,257091.368854093,294623.568151076,200474.365278044,80178.642035472,166174.10463388,78252.701781783,39936.5324539435,44091.6519121856,0.92,1
"O35379","Abcc1","Multidrug resistance-associated protein 1",721552.445795762,651241.532916051,760678.81470953,614824.053414221,933766.292562505,797243.09615067,985130.805854272,678900.359960504,700671.799135249,660292.164570141,848218.470213881,625306.95130887,972082.906048638,840866.347167958,1155694.89552025,770502.406403679,0.92,0.97
"O35381","Anp32a","Acidic leucine-rich nuclear phosphoprotein 32 family member A",2836148.27447761,2350200.95183597,3481172.21984684,2873570.40889056,4076938.30749043,3240891.67492157,5749185.54338916,4122397.69878519,3297843.17821343,2185824.17225441,3604665.04114263,2811213.89928072,4456879.18856404,3891614.32491055,4813761.44508784,3898562.36734367,0.92,1
"O35382","Exoc4","Exocyst complex component 4",1997766.48306922,1158982.88072789,1964348.65124818,1543760.16816768,1732376.37813167,1191572.59426753,1687332.66914094,1620225.06317059,1725642.37957347,1132208.35464957,1758280.56684475,1555334.00571444,1663365.1823889,1174389.84213099,1557157.12629832,1615810.8716815,0.79,1
"O35386","Phyh","Phytanoyl-CoA dioxygenase, peroxisomal",8292.52721370133,7402.63389644056,6045.85689780472,4991.50333001764,6982.85997403387,5789.41548037905,7576.94156659929,2786.02911147287,9425.82060306395,7974.92748029016,6822.26142202086,4159.64152290209,6486.79962811752,5555.02782159712,7414.87845316218,3488.43300236029,0.9,1
"O35387","Hax1","HCLS1-associated protein X-1",108648.609211082,109426.517114108,99493.230010827,108003.655908341,93462.6032700536,112671.495045065,82455.5612744275,81628.5746541727,86797.1072846815,115690.183445172,81006.2262880463,97079.9185816824,92750.6618150459,106034.101520456,70751.5227698383,85748.3322933119,0.49,1
"O35405","Pld3","Phospholipase D3",104108.013128729,82723.2481521104,240902.808903134,167676.826308697,132008.04089967,73540.4401483316,223730.834676392,149787.556583991,163338.56290372,95935.3996034494,270387.853907876,192798.146220329,126207.864447144,75593.3514880398,234404.161675635,112106.144193499,0.08,1
"O35425","Bok","Bcl-2-related ovarian killer protein",36125.5188729353,19313.0836277789,20868.0623533053,34377.2686033926,44667.2931418871,17630.9947859255,16877.666092369,24404.4048605027,39042.2512586504,21004.2246968284,21010.1236200186,24412.190874861,33650.8496226867,17779.0939920752,13757.8835293094,21452.1815439264,0.89,0.58
"O35427","Crcp","DNA-directed RNA polymerase III subunit RPC9",43251.572513574,25502.0752948897,47234.8591367066,37866.700781499,39962.7445336344,24471.7345071747,37806.5969206447,38471.8100490355,38600.1477035857,23685.2310753479,36986.5520103336,34442.1352020285,51582.560951234,26922.6791594626,45742.5118055839,33216.6353165922,0.42,0.94
"O35435","Dhodh","Dihydroorotate dehydrogenase (quinone), mitochondrial",574921.84614896,900606.70003354,761674.790412756,852587.302602029,656082.871215944,1139238.6131314,815121.755058048,929410.25899394,625993.699714673,922436.83353958,730180.120928887,795125.33478922,655413.856341477,1135568.51594583,711613.726255709,873666.138238186,0.96,1
"O35445","Rnf5","E3 ubiquitin-protein ligase RNF5",18811.8619968897,37073.7666548959,28354.953996698,30661.3436720655,11859.7356600743,17484.1942366213,16397.7283462344,14057.6506728003,23032.5403080004,35058.9986493365,28686.9360733159,31111.5924192782,14449.8135042136,17042.9199955226,15523.9143030143,14071.7745977563,0.89,1
"O35448","Ppt2","Lysosomal thioesterase PPT2",50235.852268097,52829.4373289539,55536.5537601669,87592.2372714734,50605.8217129603,61536.7997524006,60159.7191438696,63167.4568792661,69294.2179495724,60740.2176435761,59612.5468640292,78104.6668689865,60830.1417534292,59711.4932756583,46317.1185800662,53911.1481541236,0.59,1
"O35450","Fkbpl","FK506-binding protein-like",144848.846753727,104826.200942205,126906.27555676,70535.7989392864,129163.312501774,97012.7697859494,107000.948862455,97079.7275744749,145932.533566575,99889.6378973491,122965.712212598,84702.874930624,136252.521249312,87669.1096331905,139144.70683493,120124.804669512,0.92,0.9
"O35459","Ech1","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",1564302.40558717,1286192.3404635,1633115.5888039,1545023.47436094,1936438.2285407,1308266.59023986,1968612.63934389,1491604.80572615,1630988.10433511,1302027.30212617,1720969.3215548,1611432.52869233,1847892.02438893,1309996.13359801,1879726.66391643,1555691.50693494,0.9,1
"O35465","Fkbp8","Peptidyl-prolyl cis-trans isomerase FKBP8",3305822.16881894,4222727.49686176,3006139.23682251,4059814.92436475,2356193.70769682,2477860.57119349,1875575.88276951,1987134.20493786,3269360.58475265,4419804.73202996,3126264.62125437,4041746.29910217,2341879.25070452,2257987.87302251,1938140.48056404,1698715.20114936,0.94,1
"O35473","C1d","Nuclear nucleic acid-binding protein C1D",106071.773037763,112617.058975267,106028.727720567,115475.209679926,83402.3793313631,141567.151190593,87942.2998477785,103124.740324139,88192.4666612956,129751.52044879,121218.824392407,125922.026095901,114271.713814318,155813.060096577,108561.193181741,117614.340785461,0.88,0.33
"O35492","Clk3","Dual specificity protein kinase CLK3",100669.03845876,126005.792780233,117202.626562473,125563.6119947,104797.265531001,133488.974070689,88332.8459341448,106027.405505685,120729.753898246,143566.743035776,130465.937092768,141346.663762325,98756.2171941532,146939.6141114,111942.114084678,121089.734199577,0.4,0.93
"O35495","Cdk14","Cyclin-dependent kinase 14",66854.0507568454,25041.2192482779,34800.339619003,27216.1272107233,61795.0867446822,23656.4523604739,36885.7760370121,31073.7066170473,80178.9800970431,23222.5359720783,35867.2146516349,27768.2776435557,70887.291909829,24703.4231625649,40940.0518681459,39234.062144193,0.9,0.76
"O35516","Notch2","Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain",545666.613162657,1052301.71358734,1288128.57617221,1279368.22914902,573939.758322049,1144214.90293832,1333150.76281627,1129823.75222968,623672.895803053,1138115.10064875,1265259.45541793,1241437.71689771,676677.545243579,1195857.85661125,1380145.56069953,1050112.35600463,0.89,1
"O35551","Rabep1","Rab GTPase-binding effector protein 1",821455.138924168,515383.808549036,653360.061316213,610826.591674109,896380.239795498,681818.054079108,865215.79973597,790784.65541244,818399.852106484,478799.189931257,620515.440434159,587275.886081654,1007751.43237972,694910.683720237,859581.778822024,863714.87352557,0.89,1
"O35566","Cd151","CD151 antigen",37230.9720119724,35878.3439937382,22790.7697346758,31154.9354490048,58737.9519597439,32500.9781106437,32982.0509337326,21211.8912114756,40769.4280540332,34739.0499077139,41882.5848846416,38832.7534014712,60891.3591891638,48150.9674780341,59873.4812500785,52542.6776826095,0.06,0
"O35593","Psmd14","26S proteasome non-ATPase regulatory subunit 14",3260990.96699317,2241293.8252574,2789206.24317701,2471478.09480621,2964080.55823375,2036878.35613673,2800215.43924659,2554289.61967118,2679377.70606331,1914277.9325696,2404344.24164921,2161021.21089602,2599991.94912839,1867896.15990397,2551689.79947801,2220847.76620852,0.26,0.86
"O35594","Ift81","Intraflagellar transport protein 81 homolog",97153.4292557568,79630.8133921087,71790.8772368142,59820.2553357143,96581.6899178793,75344.3452033409,61663.755516476,68719.1698333141,144369.347460815,93006.6380455196,85629.7826382266,82699.6369559845,120017.407425409,72534.1594246017,94547.323696027,92929.7139452297,0.02,0.15
"O35598","Adam10","Disintegrin and metalloproteinase domain-containing protein 10",1441016.60056631,1639048.13286038,1257111.04712889,2000986.77397231,835793.846538988,861146.951087896,784902.166775214,775832.376296743,1576899.94705605,1594329.19094701,1290323.49805546,1828654.6553195,953130.487679373,919188.819996802,801767.078242603,746386.031093244,0.96,1
"O35604","Npc1","Niemann-Pick C1 protein",183578.023886543,348972.729821674,292361.553569807,343520.024795274,276507.600275431,507880.137694485,354372.83996689,389386.333019486,218625.482533824,365225.590469126,351067.48812519,355424.915196333,301339.704065047,520876.646333532,337806.148533885,434767.323823577,0.56,1
"O35607","Bmpr2","Bone morphogenetic protein receptor type-2",42752.4901171803,49807.0790697787,52665.2980900099,83506.3440978335,52283.5793058524,93587.4236355179,69193.4840616188,127412.090995851,52685.1258234009,53410.1099348638,59625.8384017915,90198.7617526609,62784.102355244,114612.36230653,80641.0227771002,165863.562465165,0.49,0.27
"O35609","Scamp3","Secretory carrier-associated membrane protein 3",1232283.29121086,1189569.2122651,1232828.21093595,1302829.62988105,960178.015332298,1031584.87697498,931842.962070066,890949.596962884,1222353.99411156,1181923.46680939,1173642.78441333,1118531.84606525,850222.728874075,975274.007826502,951396.316270692,830937.466444569,0.85,1
"O35613","Daxx","Death domain-associated protein 6",19543.7217873787,23220.0546562108,28393.8444765382,29764.3962748486,25564.6258690865,31990.0790237997,32508.1883489415,31543.3168744555,21761.8522158948,23213.5117768018,27316.9582882419,24173.4528523807,24736.841378474,34103.7300031122,35794.4618189317,28389.2424897965,0.91,1
"O35615","Zfpm1","Zinc finger protein ZFPM1",75283.8493907506,137795.133507512,230554.147072472,117018.247958841,78919.08737628,70019.7151099341,165357.212967505,57415.0796015778,80779.3202824455,116961.774597775,219386.324722724,115124.779729403,70177.6693894768,69819.3500934511,149098.203331293,52240.7082706404,0.89,1
"O35618","Mdm4","Protein Mdm4",1523.78184947065,2123.81271320604,2225.57889629585,1075.43455915429,1839.08527027878,1514.69971956084,2157.11621703003,1677.49807358503,1889.44122039334,1683.66876424239,2336.27262675222,1720.58399352647,1749.19449545832,1562.87141048672,2424.37763498965,1958.13434428502,0.46,1
"O35621","Pmm1","Phosphomannomutase 1",173491.003475745,60641.7305269746,133052.868468097,120754.024844634,76046.5438562718,44741.821654038,70707.0671163363,86837.4860553352,187467.251505514,63819.1089956519,106740.542187017,95649.4553687961,78102.2039785505,53602.0541548154,78891.3315325275,74431.3422856547,0.73,1
"O35623","Bet1","BET1 homolog",46151.2316573048,71567.8936499557,79870.6115606985,72951.4208531191,41055.1202384262,77030.478066253,63300.5775584469,59255.8960705279,55713.6790270761,82431.9219441987,77587.4528964653,73950.8217700284,42474.9057164322,63664.2914418377,72686.3953445759,68648.628046448,0.74,1
"O35625","Axin1","Axin-1",36573.830891193,29129.5647494371,39975.6190826227,33009.2884684019,35990.23936644,34457.4893863987,37850.8588104329,38866.1711850785,42280.8276262282,31758.6043222912,39662.8980783333,34531.5391528339,49512.4121550658,34450.7962372098,40385.8695050789,44620.0983831314,0.8,0.76
"O35632","Hyal2","Hyaluronidase-2",53990.9443868365,66256.9193167297,64206.2851196765,91192.6599222737,75162.7815673257,99335.0383625131,80143.5284431388,81850.1415115255,58380.6855056766,75288.8611921273,69145.4276262798,79947.7637009746,92402.0972319856,108690.768312389,84388.2214580839,112749.888076287,0.9,0.46
"O35638","Stag2","Cohesin subunit SA-2",724033.488802787,952710.639471584,751534.809205627,878837.000574906,941857.964449852,1332899.22478413,1008129.63094029,931152.136803317,772674.260988298,926702.816761215,804546.274709098,827792.162968113,975755.952192715,1372074.47547012,844576.644568957,820492.069966914,0.94,1
"O35639","Anxa3","Annexin A3",7287369.33267841,4866441.98915963,4364839.80568044,5480944.15562923,7864978.64212792,5926678.22188096,6367376.60409747,7828138.22556728,7521994.00032483,4579779.10284125,3930117.83720871,5035309.10623945,8286841.86178878,5905492.98328035,5863848.517317,7213088.44017453,0.85,1
"O35640","Anxa8","Annexin A8",3824733.75063558,1364265.80667842,3372942.86009629,4274216.03259285,3911311.8985463,1807554.33420106,3849742.95534171,6175026.50935565,4197586.24841229,1168961.44086673,2553494.28325359,3813815.34759832,4001871.2274509,1878361.8169631,3661824.64126799,5505588.67431334,0.53,1
"O35643","Ap1b1","AP-1 complex subunit beta-1",2596856.94507426,3207195.33547279,3386412.24579706,3075157.98287271,2544198.64670439,3062823.4379972,3479244.90140885,2711476.67318941,2526799.23402255,3400480.85647595,3458742.94442339,3150457.68184228,2347876.06073566,3011694.08140058,3160881.9106234,2852787.3901655,0.93,1
"O35648","Cetn3","Centrin-3",16999.4552906001,19776.4129626552,21791.9483865835,24795.091127491,11241.6085281196,24353.9623150775,19021.3301664242,12495.5346533505,13656.3007030822,19353.6173426114,18371.753374197,18131.3177155329,16371.2913850264,22022.6048543414,17378.4508595186,15228.8664808922,0.17,0.96
"O35654","Pold2","DNA polymerase delta subunit 2",238103.494141303,138091.928099247,196235.669984173,165899.174022462,193138.093361111,107189.282441105,156010.14330047,109918.063780711,213072.815323793,118725.594583643,150621.60471378,129783.097817496,157716.103819119,101221.688274463,137578.835293094,102926.27406964,0.13,0.86
