uniprot,Mean Diff.,Discovery?,q value,Individual P Value
Q3U3N6,-0.1757,No,0.81,0.17
Q3U3R4,-0.1079,No,1.00,0.39
Q3U3T8,0.1441,No,0.94,0.26
Q3U3W5,0.02902,No,1.00,0.82
Q3U487,0.1653,No,0.86,0.19
Q3U4G0,-0.1685,No,0.85,0.18
Q3U4G3,-0.03335,No,1.00,0.79
Q3U4I7,-0.2103,No,0.63,0.10
Q3U564,-0.2291,No,0.52,0.07
Q3U5C8,-0.2359,No,0.49,0.06
Q3U5F4,-0.1119,No,1.00,0.38
Q3U6N9,-0.09497,No,1.00,0.45
Q3U6U5,-0.1899,No,0.75,0.13
Q3U7R1,0.03782,No,1.00,0.77
Q3U7U3,-0.009992,No,1.00,0.94
Q3U821,0.02657,No,1.00,0.83
Q3U829,-0.02623,No,1.00,0.84
Q3U898,-0.04714,No,1.00,0.71
Q3U962,-0.09365,No,1.00,0.46
Q3U9F6,-0.07129,No,1.00,0.57
Q3U9G9,-0.2119,No,0.62,0.09
Q3UA06,0.1895,No,0.75,0.13
Q3UA37,0.07215,No,1.00,0.57
Q3UBX0,-0.3682,No,0.07,0.00
Q3UBZ5,0.00326,No,1.00,0.98
Q3UC65,-0.1924,No,0.73,0.13
Q3UCQ1,0.07294,No,1.00,0.56
Q3UCV8,-0.06442,No,1.00,0.61
Q3UD01,0.05222,No,1.00,0.68
Q3UDE2,0.06129,No,1.00,0.63
Q3UDK1,-0.3607,No,0.08,0.00
Q3UDP0,-0.06807,No,1.00,0.59
Q3UDR8,-0.03165,No,1.00,0.80
Q3UDW8,0.1008,No,1.00,0.43
Q3UE17,-0.01682,No,1.00,0.89
Q3UE31,0.07813,No,1.00,0.54
Q3UE37,0.01353,No,1.00,0.92
Q3UEB3,0.09701,No,1.00,0.44
Q3UFB2,-0.09984,No,1.00,0.43
Q3UFF7,-0.05197,No,1.00,0.68
Q3UFK8,-0.00589,No,1.00,0.96
Q3UFM5,-0.2162,No,0.60,0.09
Q3UFS0,-0.0693,No,1.00,0.58
Q3UFS4,0.159,No,0.88,0.21
Q3UFY0,-0.1172,No,1.00,0.36
Q3UFY7,-0.02443,No,1.00,0.85
Q3UFY8,-0.1601,No,0.88,0.21
Q3UG20,-0.3586,No,0.09,0.00
Q3UG98,-0.1398,No,0.95,0.27
Q3UGC7,0.007931,No,1.00,0.95
Q3UGF1,-0.02095,No,1.00,0.87
Q3UGP9,-0.1202,No,1.00,0.34
Q3UGR5,-0.471,Yes,0.01,0.00
Q3UGS4,0.1274,No,1.00,0.31
Q3UH06,-0.6685,Yes,0.00,0.00
Q3UH60,0.004323,No,1.00,0.97
Q3UH68,-0.09853,No,1.00,0.44
Q3UH93,0.0007686,No,1.00,1.00
Q3UHA3,-0.05777,No,1.00,0.65
Q3UHB1,0.1349,No,0.97,0.29
Q3UHC0,-0.0655,No,1.00,0.61
Q3UHC2,-0.1548,No,0.90,0.22
Q3UHC7,-0.06877,No,1.00,0.59
Q3UHD2,0.1044,No,1.00,0.41
Q3UHD6,0.07304,No,1.00,0.56
Q3UHF3,-0.02008,No,1.00,0.87
Q3UHH1,0.02145,No,1.00,0.87
Q3UHH2,-0.119,No,1.00,0.35
Q3UHH8,0.1548,No,0.90,0.22
Q3UHI0,-0.2604,No,0.39,0.04
Q3UHI4,-0.09767,No,1.00,0.44
Q3UHJ0,0.05205,No,1.00,0.68
Q3UHK1,-0.2076,No,0.65,0.10
Q3UHK8,0.269,No,0.35,0.03
Q3UHN9,-0.1168,No,1.00,0.36
Q3UHQ6,-0.03709,No,1.00,0.77
Q3UHU5,0.1164,No,1.00,0.36
Q3UHX0,-0.1059,No,1.00,0.40
Q3UHX2,0.1179,No,1.00,0.35
Q3UHX9,-0.1039,No,1.00,0.41
Q3UHZ5,-0.05072,No,1.00,0.69
Q3UI43,-0.1607,No,0.88,0.20
Q3UIA2,0.04426,No,1.00,0.73
Q3UIL6,-0.2521,No,0.42,0.05
Q3UIR3,-0.03691,No,1.00,0.77
Q3UIU2,0.09793,No,1.00,0.44
Q3UJB9,0.1054,No,1.00,0.41
Q3UJD6,0.03459,No,1.00,0.78
Q3UJK4,-0.1067,No,1.00,0.40
Q3UJP5,-0.1402,No,0.95,0.27
Q3UJU9,-0.1104,No,1.00,0.38
Q3UJV1,-0.1537,No,0.90,0.23
Q3UKC1,0.03237,No,1.00,0.80
Q3UKJ7,-0.1008,No,1.00,0.43
Q3UL36,-0.1124,No,1.00,0.38
Q3ULD5,0.03004,No,1.00,0.81
Q3ULF4,-0.05292,No,1.00,0.68
Q3ULJ0,-0.02753,No,1.00,0.83
Q3ULW8,-0.08927,No,1.00,0.48
Q3ULZ2,-0.4,Yes,0.04,0.00
Q3UM18,-0.06454,No,1.00,0.61
Q3UM29,0.009807,No,1.00,0.94
Q3UM45,-0.01077,No,1.00,0.93
Q3UMB5,-0.1004,No,1.00,0.43
Q3UMB9,-0.109,No,1.00,0.39
Q3UMC0,-0.05452,No,1.00,0.67
Q3UMF0,-0.2827,No,0.30,0.03
Q3UMG5,-0.2058,No,0.66,0.10
Q3UMM4,0.0937,No,1.00,0.46
Q3UMQ8,0.1044,No,1.00,0.41
Q3UMR0,0.1138,No,1.00,0.37
Q3UMR5,0.009449,No,1.00,0.94
Q3UMT1,0.02451,No,1.00,0.85
Q3UMU9,0.03016,No,1.00,0.81
Q3UMW7,-0.1538,No,0.90,0.22
Q3UMW8,-0.0404,No,1.00,0.75
Q3UMY5,-0.03348,No,1.00,0.79
Q3UN02,-0.05108,No,1.00,0.69
Q3UN04,-0.2235,No,0.56,0.08
Q3UN90,-0.05278,No,1.00,0.68
Q3UPF5,-0.1517,No,0.91,0.23
Q3UPH1,0.17,No,0.84,0.18
Q3UPH7,-0.1032,No,1.00,0.42
Q3UPI1,-0.004492,No,1.00,0.97
Q3UPL0,0.0972,No,1.00,0.44
Q3UQ28,0.001097,No,1.00,0.99
Q3UQ84,-0.01475,No,1.00,0.91
Q3UQA7,-0.08881,No,1.00,0.48
Q3UQI9,-0.1142,No,1.00,0.37
Q3UQN2,0.07449,No,1.00,0.56
Q3UQU0,-0.006879,No,1.00,0.96
Q3UR70,-0.06872,No,1.00,0.59
Q3UR85,-0.02768,No,1.00,0.83
Q3UR97,-0.3717,No,0.07,0.00
Q3URD3,0.0005309,No,1.00,1.00
Q3URE1,-0.01112,No,1.00,0.93
Q3URQ0,0.02531,No,1.00,0.84
Q3URQ7,-0.1121,No,1.00,0.38
Q3URS9,0.01503,No,1.00,0.91
Q3URU2,-0.1871,No,0.76,0.14
Q3USB7,-0.034,No,1.00,0.79
Q3USH5,0.01294,No,1.00,0.92
Q3USJ8,-0.1691,No,0.85,0.18
Q3USW5,-0.0376,No,1.00,0.77
Q3USZ8,-0.2933,No,0.26,0.02
Q3UTJ2,0.01392,No,1.00,0.91
Q3UTZ3,-0.1148,No,1.00,0.37
Q3UU96,-0.03245,No,1.00,0.80
Q3UUG6,-0.06027,No,1.00,0.63
Q3UUJ4,-0.07599,No,1.00,0.55
Q3UUQ7,-0.1193,No,1.00,0.35
Q3UV16,0.1379,No,0.96,0.28
Q3UV17,0.2862,No,0.28,0.02
Q3UV70,-0.01282,No,1.00,0.92
Q3UVG3,0.09882,No,1.00,0.44
Q3UVK0,0.02516,No,1.00,0.84
Q3UVL4,0.005745,No,1.00,0.96
Q3UVR3,0.05059,No,1.00,0.69
Q3UW53,0.1014,No,1.00,0.42
Q3UWM4,-0.4104,Yes,0.03,0.00
Q3UWW6,-1.247,Yes,0.00,0.00
Q3UX10,-0.02663,No,1.00,0.83
Q3UXZ9,-0.8756,Yes,0.00,0.00
Q3UY34,-0.3865,Yes,0.05,0.00
Q3UYI5,0.03498,No,1.00,0.78
Q3UYV9,0.08876,No,1.00,0.48
Q3UZ01,-0.0823,No,1.00,0.52
Q3UZ09,0.1585,No,0.88,0.21
Q3UZ39,-0.03094,No,1.00,0.81
Q3V009,0.1089,No,1.00,0.39
Q3V038,0.06389,No,1.00,0.61
Q3V0C5,0.1169,No,1.00,0.36
Q3V0J1,-0.0761,No,1.00,0.55
Q3V1G4,-0.1465,No,0.93,0.25
Q3V1H1,-0.2635,No,0.37,0.04
Q3V1L4,0.1496,No,0.92,0.24
Q3V1L6,-0.07675,No,1.00,0.54
Q3V1T4,0.1921,No,0.73,0.13
Q3V1V3,0.05135,No,1.00,0.69
Q3V209,-0.2401,No,0.47,0.06
Q3V300,-0.01867,No,1.00,0.88
Q3V384,0.03359,No,1.00,0.79
Q3V3Q7,-0.02614,No,1.00,0.84
Q3V3R1,0.01349,No,1.00,0.92
Q3V3R4,-0.08316,No,1.00,0.51
Q3V4B5,-0.04395,No,1.00,0.73
Q3ZK22,-0.04484,No,1.00,0.72
Q3ZT31,-0.1886,No,0.75,0.14
Q45VK7,0.1373,No,0.97,0.28
Q497H0,0.1826,No,0.78,0.15
Q497V5,-0.477,Yes,0.01,0.00
Q497V6,0.0166,No,1.00,0.90
Q499E4,-0.08614,No,1.00,0.50
Q499E6,0.1664,No,0.85,0.19
Q499X9,0.04648,No,1.00,0.71
Q4FK66,0.1014,No,1.00,0.42
Q4FZC9,-0.04941,No,1.00,0.70
Q4G0F8,-0.5901,Yes,0.00,0.00
Q4JIM5,-0.1122,No,1.00,0.38
Q4KML4,-0.04504,No,1.00,0.72
Q4KMM3,-0.009308,No,1.00,0.94
Q4KWH5,-0.07691,No,1.00,0.54
Q4LDD4,-0.01096,No,1.00,0.93
Q4PJX1,0.08667,No,1.00,0.49
Q4PZA2,-0.01365,No,1.00,0.91
Q4U2R1,0.03213,No,1.00,0.80
Q4VA53,-0.4556,Yes,0.01,0.00
Q4VAA2,0.06638,No,1.00,0.60
Q4VAA7,-0.04815,No,1.00,0.70
Q4VAE3,0.1266,No,1.00,0.32
Q4VBD2,-0.2328,No,0.50,0.07
Q4VBE8,0.05622,No,1.00,0.66
Q4VBF2,-0.1629,No,0.86,0.20
Q4VC33,0.009061,No,1.00,0.94
Q4VGL6,0.0001565,No,1.00,1.00
Q501J2,-0.0883,No,1.00,0.49
Q501J6,-0.0419,No,1.00,0.74
Q501J7,-0.06,No,1.00,0.64
Q505B7,-0.1636,No,0.86,0.20
Q505D1,-0.03874,No,1.00,0.76
Q505D7,-0.2791,No,0.31,0.03
Q505F1,0.06519,No,1.00,0.61
Q505F5,-0.08397,No,1.00,0.51
Q52KB6,-0.1676,No,0.85,0.19
Q52KE7,0.009649,No,1.00,0.94
Q52KG4,0.005311,No,1.00,0.97
Q52KI8,-0.007325,No,1.00,0.95
Q562D6,-0.362,No,0.08,0.00
Q566J8,0.001772,No,1.00,0.99
Q569L8,-0.06307,No,1.00,0.62
Q569Z5,0.04324,No,1.00,0.73
Q569Z6,-0.005054,No,1.00,0.97
Q56A08,0.011,No,1.00,0.93
Q570Y9,-0.1892,No,0.75,0.14
Q571E4,-0.132,No,0.98,0.30
Q571G4,0.01761,No,1.00,0.89
Q571H0,-0.04871,No,1.00,0.70
Q571I4,-0.1473,No,0.93,0.24
Q571I9,0.06053,No,1.00,0.63
Q58A65,-0.01311,No,1.00,0.92
Q59J78,0.0966,No,1.00,0.45
Q5BL07,0.04209,No,1.00,0.74
Q5BLK4,-0.4611,Yes,0.01,0.00
Q5DTM8,0.02728,No,1.00,0.83
Q5DTT3,-0.2797,No,0.30,0.03
Q5DTU0,-0.1296,No,0.99,0.31
Q5DTW7,0.07247,No,1.00,0.57
Q5DTX6,0.1166,No,1.00,0.36
Q5DTZ0,0.2446,No,0.45,0.05
Q5DTZ6,0.03808,No,1.00,0.76
Q5DU25,-0.2207,No,0.57,0.08
Q5DU37,-0.097,No,1.00,0.44
Q5DU57,-0.3121,No,0.19,0.01
Q5DW34,0.1027,No,1.00,0.42
Q5EBG8,0.1009,No,1.00,0.43
Q5EBP3,-0.3542,No,0.09,0.01
Q5EE38,0.2783,No,0.31,0.03
Q5EG47,-0.1283,No,1.00,0.31
Q5F293,-0.522,Yes,0.00,0.00
Q5F2E7,0.04961,No,1.00,0.70
Q5F2E8,-0.1325,No,0.98,0.30
Q5F2F2,-0.1128,No,1.00,0.37
Q5FWH2,-0.4419,Yes,0.01,0.00
Q5FWI3,0.06807,No,1.00,0.59
Q5FWK3,0.1329,No,0.98,0.29
Q5H8C4,0.0114,No,1.00,0.93
Q5HZH2,-0.1508,No,0.91,0.23
Q5HZI1,-0.1032,No,1.00,0.42
Q5HZI9,-0.05241,No,1.00,0.68
Q5HZJ0,-0.1893,No,0.75,0.14
Q5I012,0.1257,No,1.00,0.32
Q5I043,0.009071,No,1.00,0.94
Q5I1X5,-0.06266,No,1.00,0.62
Q5IRJ6,0.1183,No,1.00,0.35
Q5KU39,-0.003006,No,1.00,0.98
Q5M8N0,-0.104,No,1.00,0.41
Q5M8N4,-0.08,No,1.00,0.53
Q5M9N4,-0.4451,Yes,0.01,0.00
Q5NBU8,-0.2351,No,0.49,0.06
Q5NBX1,-0.126,No,1.00,0.32
Q5NC05,0.0789,No,1.00,0.53
Q5NCC3,-0.1328,No,0.98,0.29
Q5NCE8,0.3576,No,0.09,0.00
Q5NCF2,-0.06197,No,1.00,0.62
Q5NCI0,-0.03579,No,1.00,0.78
Q5NCQ5,-0.02091,No,1.00,0.87
Q5NCR9,-0.006242,No,1.00,0.96
Q5NCX5,-0.1319,No,0.98,0.30
Q5NCY0,0.173,No,0.83,0.17
Q5ND29,-0.05246,No,1.00,0.68
Q5ND34,-0.04277,No,1.00,0.74
Q5ND52,-0.2563,No,0.40,0.04
Q5PRE5,-0.5689,Yes,0.00,0.00
Q5PRF0,0.1038,No,1.00,0.41
Q5PSV9,-0.1711,No,0.84,0.18
Q5QNV8,-0.7599,Yes,0.00,0.00
Q5RJ54,-0.1595,No,0.88,0.21
Q5RJG1,-0.4512,Yes,0.01,0.00
Q5RJH6,-0.04005,No,1.00,0.75
Q5RKZ7,-0.007649,No,1.00,0.95
Q5S006,-0.07443,No,1.00,0.56
Q5SF07,-0.09831,No,1.00,0.44
Q5SFM8,-0.1628,No,0.86,0.20
Q5SNZ0,0.05398,No,1.00,0.67
Q5SPL2,-0.3149,No,0.18,0.01
Q5SQF8,-0.1875,No,0.76,0.14
Q5SQY2,0.02938,No,1.00,0.82
Q5SRX1,0.1196,No,1.00,0.35
Q5SRY7,0.1172,No,1.00,0.36
Q5SS80,-0.001986,No,1.00,0.99
Q5SSH7,0.04531,No,1.00,0.72
Q5SSH8,-0.4172,Yes,0.02,0.00
Q5SSI6,-0.03657,No,1.00,0.77
Q5SSK3,0.003182,No,1.00,0.98
Q5SSL4,-0.00001037,No,1.00,1.00
Q5SSM3,-0.04303,No,1.00,0.73
Q5SSW2,0.1273,No,1.00,0.32
Q5SSZ5,0.02227,No,1.00,0.86
Q5SU73,0.04187,No,1.00,0.74
Q5SUC9,-0.01838,No,1.00,0.88
Q5SUE8,0.02098,No,1.00,0.87
Q5SUF2,-0.09163,No,1.00,0.47
Q5SUQ9,0.05876,No,1.00,0.64
Q5SUR0,-0.03707,No,1.00,0.77
Q5SV77,-0.1896,No,0.75,0.13
Q5SV80,-0.02457,No,1.00,0.85
Q5SV85,-0.05557,No,1.00,0.66
Q5SVD0,-0.08318,No,1.00,0.51
Q5SVQ0,0.01314,No,1.00,0.92
Q5SVR0,-0.1333,No,0.98,0.29
Q5SW19,0.05404,No,1.00,0.67
Q5SW75,-0.1139,No,1.00,0.37
Q5SWD9,-0.1948,No,0.72,0.12
Q5SWP3,-0.1522,No,0.90,0.23
Q5SWU9,0.1672,No,0.85,0.19
Q5SWW4,-0.1061,No,1.00,0.40
Q5SX79,0.1516,No,0.91,0.23
Q5SXA9,-0.2219,No,0.57,0.08
Q5SXI5,-0.05338,No,1.00,0.67
Q5SXY1,-0.1189,No,1.00,0.35
Q5SYD0,0.02032,No,1.00,0.87
Q5SYH2,-0.2549,No,0.40,0.04
Q5SYL3,-0.1228,No,1.00,0.33
Q5U3K5,-0.05005,No,1.00,0.69
Q5U419,-0.1801,No,0.79,0.16
Q5U430,-0.05586,No,1.00,0.66
Q5U431,-0.2544,No,0.41,0.04
Q5U458,0.03665,No,1.00,0.77
Q5U464,0.01815,No,1.00,0.89
Q5U4C3,-0.287,No,0.28,0.02
Q5U4C9,-0.335,No,0.13,0.01
Q5U4D9,0.1291,No,0.99,0.31
Q5U4F6,-0.02105,No,1.00,0.87
Q5U5M8,-0.0002412,No,1.00,1.00
Q5U5Q9,-0.3192,No,0.17,0.01
Q5U5V2,-0.06058,No,1.00,0.63
Q5U680,0.1849,No,0.77,0.14
Q5UAK0,-0.01965,No,1.00,0.88
Q5XF89,-0.08853,No,1.00,0.48
Q5XFZ0,-0.09204,No,1.00,0.47
Q5XG71,-0.05059,No,1.00,0.69
Q5XG73,0.03292,No,1.00,0.80
Q5XJE5,0.1167,No,1.00,0.36
Q5XJV7,-0.4368,Yes,0.02,0.00
Q5XJY4,-0.03793,No,1.00,0.76
Q5XJY5,0.1128,No,1.00,0.37
Q5XKN4,-0.2421,No,0.46,0.06
Q5XPI3,-0.01541,No,1.00,0.90
Q5Y5T1,-0.0002691,No,1.00,1.00
Q60520,-0.009699,No,1.00,0.94
Q60575,-0.1411,No,0.95,0.27
Q60596,-0.05085,No,1.00,0.69
Q60597,0.02895,No,1.00,0.82
Q60598,0.05811,No,1.00,0.65
Q60605,0.09741,No,1.00,0.44
Q60610,-0.3344,No,0.13,0.01
Q60631,-0.02737,No,1.00,0.83
Q60632,-0.03707,No,1.00,0.77
Q60634,-0.04854,No,1.00,0.70
Q60648,0.1105,No,1.00,0.38
Q60649,0.1465,No,0.93,0.25
Q60668,-0.0843,No,1.00,0.51
Q60675,-0.1764,No,0.81,0.16
Q60676,0.02712,No,1.00,0.83
Q60680,0.009303,No,1.00,0.94
Q60692,0.05569,No,1.00,0.66
Q60698,-0.229,No,0.52,0.07
Q60710,-0.07096,No,1.00,0.58
Q60714,-0.2316,No,0.51,0.07
Q60715,0.2673,No,0.35,0.03
Q60716,0.1517,No,0.91,0.23
Q60737,0.02738,No,1.00,0.83
Q60738,-0.1203,No,1.00,0.34
Q60739,-0.06068,No,1.00,0.63
Q60749,-0.01301,No,1.00,0.92
Q60750,-0.08838,No,1.00,0.49
Q60751,-0.32,No,0.17,0.01
Q60759,0.0009957,No,1.00,0.99
Q60760,-0.032,No,1.00,0.80
Q60766,-0.06114,No,1.00,0.63
Q60767,-0.003402,No,1.00,0.98
Q60769,-0.1564,No,0.89,0.22
Q60770,-0.0819,No,1.00,0.52
Q60772,-0.2006,No,0.68,0.11
Q60774,-0.744,Yes,0.00,0.00
Q60775,0.1681,No,0.85,0.18
Q60778,0.04007,No,1.00,0.75
Q60779,0.5246,Yes,0.00,0.00
Q60780,0.1448,No,0.94,0.25
Q60790,-0.08193,No,1.00,0.52
Q60793,0.1251,No,1.00,0.32
Q60803,0.01696,No,1.00,0.89
Q60809,-0.07632,No,1.00,0.55
Q60823,0.05269,No,1.00,0.68
Q60838,-0.01436,No,1.00,0.91
Q60847,-0.2526,No,0.41,0.05
Q60848,0.03626,No,1.00,0.77
Q60854,-0.001734,No,1.00,0.99
Q60855,0.0829,No,1.00,0.51
Q60864,0.1168,No,1.00,0.36
Q60865,0.05105,No,1.00,0.69
Q60866,-0.02835,No,1.00,0.82
Q60870,-0.005069,No,1.00,0.97
Q60872,0.02943,No,1.00,0.82
Q60875,-0.07149,No,1.00,0.57
Q60876,0.07423,No,1.00,0.56
Q60902,0.001337,No,1.00,0.99
Q60930,0.1137,No,1.00,0.37
Q60931,0.06069,No,1.00,0.63
Q60932,0.09931,No,1.00,0.43
Q60943,0.003649,No,1.00,0.98
Q60949,0.1135,No,1.00,0.37
Q60952,-0.7369,Yes,0.00,0.00
Q60953,-0.01353,No,1.00,0.91
Q60954,0.01154,No,1.00,0.93
Q60960,0.118,No,1.00,0.35
Q60967,0.2635,No,0.37,0.04
Q60972,0.2217,No,0.57,0.08
Q60973,0.1616,No,0.87,0.20
Q60989,-0.01036,No,1.00,0.93
Q60992,-0.08098,No,1.00,0.52
Q60996,0.01366,No,1.00,0.91
Q61001,-0.4696,Yes,0.01,0.00
Q61016,0.2313,No,0.51,0.07
Q61024,0.3381,No,0.12,0.01
Q61025,0.017,No,1.00,0.89
Q61026,-0.03301,No,1.00,0.79
Q61029,-0.6139,Yes,0.00,0.00
Q61033,-0.2259,No,0.54,0.07
Q61035,0.1184,No,1.00,0.35
Q61036,0.1579,No,0.88,0.21
Q61037,-0.05387,No,1.00,0.67
Q61048,-0.02922,No,1.00,0.82
Q61062,0.01037,No,1.00,0.93
Q61069,0.2404,No,0.47,0.06
Q61070,-0.3915,Yes,0.04,0.00
Q61072,-0.1696,No,0.85,0.18
Q61074,0.06632,No,1.00,0.60
Q61081,0.1158,No,1.00,0.36
Q61083,-0.08004,No,1.00,0.53
Q61089,-0.0009197,No,1.00,0.99
Q61090,-0.1693,No,0.85,0.18
Q61091,-0.3209,No,0.16,0.01
Q61097,-0.08996,No,1.00,0.48
Q61102,0.03363,No,1.00,0.79
Q61103,0.02653,No,1.00,0.83
Q61107,-0.4724,Yes,0.01,0.00
Q61112,0.04324,No,1.00,0.73
Q61122,0.2151,No,0.60,0.09
Q61127,0.2805,No,0.30,0.03
Q61136,0.07264,No,1.00,0.57
Q61140,-0.08185,No,1.00,0.52
Q61142,-0.2018,No,0.68,0.11
Q61144,0.1356,No,0.97,0.28
Q61147,-0.175,No,0.82,0.17
Q61151,0.05057,No,1.00,0.69
Q61160,-0.1156,No,1.00,0.36
Q61164,-0.7207,Yes,0.00,0.00
Q61165,-0.03547,No,1.00,0.78
Q61166,0.123,No,1.00,0.33
Q61169,-0.02793,No,1.00,0.83
Q61171,-0.003678,No,1.00,0.98
Q61179,-0.2044,No,0.66,0.11
Q61183,0.1013,No,1.00,0.42
Q61187,0.01866,No,1.00,0.88
Q61188,-0.1841,No,0.77,0.15
Q61189,0.1899,No,0.75,0.13
Q61191,0.04079,No,1.00,0.75
Q61193,-0.281,No,0.30,0.03
Q61194,-0.1441,No,0.94,0.26
Q61205,-0.04117,No,1.00,0.75
Q61207,0.0812,No,1.00,0.52
Q61210,-0.1006,No,1.00,0.43
Q61211,-0.08798,No,1.00,0.49
Q61214,-0.0931,No,1.00,0.46
Q61216,-0.03829,No,1.00,0.76
Q61234,-0.02797,No,1.00,0.83
Q61235,0.00943,No,1.00,0.94
Q61239,0.001544,No,1.00,0.99
Q61245,-0.3489,No,0.10,0.01
Q61249,0.008673,No,1.00,0.95
Q61263,-0.004351,No,1.00,0.97
Q61286,-0.1321,No,0.98,0.30
Q61292,0.02021,No,1.00,0.87
Q61301,0.06553,No,1.00,0.61
Q61315,-0.04395,No,1.00,0.73
Q61316,0.0009215,No,1.00,0.99
Q61329,-0.1053,No,1.00,0.41
Q61333,0.05682,No,1.00,0.65
Q61334,0.137,No,0.97,0.28
Q61335,0.02425,No,1.00,0.85
Q61337,0.2024,No,0.68,0.11
Q61371,-0.0634,No,1.00,0.62
Q61382,-0.1211,No,1.00,0.34
Q61387,-0.1311,No,0.99,0.30
Q61391,-0.04628,No,1.00,0.71
Q61398,0.1377,No,0.96,0.28
Q61409,-0.03455,No,1.00,0.79
Q61411,-0.02273,No,1.00,0.86
Q61418,0.09265,No,1.00,0.46
Q61425,-0.07266,No,1.00,0.57
Q61458,-0.02766,No,1.00,0.83
Q61464,-0.6518,Yes,0.00,0.00
Q61466,-0.0764,No,1.00,0.55
Q61468,-0.3109,No,0.19,0.01
Q61475,0.2409,No,0.47,0.06
Q61481,0.1683,No,0.85,0.18
Q61490,-0.03477,No,1.00,0.78
Q61493,-0.1162,No,1.00,0.36
Q61503,-0.4893,Yes,0.00,0.00
Q61508,0.3276,No,0.15,0.01
Q61510,-0.07663,No,1.00,0.55
Q61542,0.03896,No,1.00,0.76
Q61543,0.1048,No,1.00,0.41
Q61545,-0.09796,No,1.00,0.44
Q61550,0.0822,No,1.00,0.52
Q61553,-0.04314,No,1.00,0.73
Q61554,-0.3551,No,0.09,0.01
Q61559,0.02274,No,1.00,0.86
Q61572,0.1079,No,1.00,0.39
Q61576,0.1225,No,1.00,0.33
Q61578,0.08287,No,1.00,0.51
Q61581,-0.2563,No,0.40,0.04
Q61584,-0.01284,No,1.00,0.92
Q61586,0.05094,No,1.00,0.69
Q61592,-0.0836,No,1.00,0.51
Q61595,-0.354,No,0.09,0.01
Q61598,-0.01604,No,1.00,0.90
Q61599,0.06177,No,1.00,0.63
Q61602,-0.09668,No,1.00,0.45
Q61624,-0.1803,No,0.79,0.15
Q61646,-0.2726,No,0.33,0.03
Q61655,0.0191,No,1.00,0.88
Q61656,-0.009496,No,1.00,0.94
Q61666,0.01532,No,1.00,0.90
Q61672,-0.1034,No,1.00,0.41
Q61686,-0.1617,No,0.87,0.20
Q61687,0.08077,No,1.00,0.52
Q61699,-0.06626,No,1.00,0.60
Q61703,-0.04069,No,1.00,0.75
Q61712,0.05428,No,1.00,0.67
Q61730,-0.06263,No,1.00,0.62
Q61733,-0.07939,No,1.00,0.53
Q61735,-0.08166,No,1.00,0.52
Q61738,-0.893,Yes,0.00,0.00
Q61739,0.0009127,No,1.00,0.99
Q61749,-0.01604,No,1.00,0.90
Q61753,0.01733,No,1.00,0.89
Q61768,-0.03796,No,1.00,0.76
Q61771,-0.1865,No,0.76,0.14
Q61772,-0.05296,No,1.00,0.68
Q61792,-0.2157,No,0.60,0.09
Q61810,-0.1269,No,1.00,0.32
Q61818,-0.3281,No,0.14,0.01
Q61823,-0.03583,No,1.00,0.78
Q61827,-0.3513,No,0.10,0.01
Q61838,-0.3273,No,0.15,0.01
Q61846,0.04971,No,1.00,0.69
Q61850,0.1586,No,0.88,0.21
Q61879,-0.1386,No,0.96,0.27
Q61881,0.2053,No,0.66,0.11
Q61937,-0.0198,No,1.00,0.88
Q61941,0.2723,No,0.33,0.03
Q61982,-0.09095,No,1.00,0.47
Q61990,0.1028,No,1.00,0.42
Q62000,-0.5989,Yes,0.00,0.00
Q62018,0.08551,No,1.00,0.50
Q62036,-0.2788,No,0.31,0.03
Q62048,-0.03518,No,1.00,0.78
Q62059,0.09538,No,1.00,0.45
Q62073,-0.3126,No,0.19,0.01
Q62074,-0.1227,No,1.00,0.33
Q62077,-0.01607,No,1.00,0.90
Q62084,-0.004254,No,1.00,0.97
Q62086,0.1067,No,1.00,0.40
Q62087,-0.1204,No,1.00,0.34
Q62093,-0.03195,No,1.00,0.80
Q62095,-0.0754,No,1.00,0.55
Q62101,0.2007,No,0.68,0.11
Q62108,-0.1452,No,0.94,0.25
Q62120,-0.06351,No,1.00,0.62
Q62130,-0.0727,No,1.00,0.57
Q62136,-0.08356,No,1.00,0.51
Q62141,-0.1704,No,0.84,0.18
Q62147,-0.06241,No,1.00,0.62
Q62159,0.06282,No,1.00,0.62
Q62165,-0.01502,No,1.00,0.91
Q62167,0.05238,No,1.00,0.68
Q62172,-0.1143,No,1.00,0.37
Q62179,0.2014,No,0.68,0.11
Q62181,-0.2334,No,0.50,0.07
Q62186,0.01294,No,1.00,0.92
Q62187,-0.1124,No,1.00,0.38
Q62188,0.07535,No,1.00,0.55
Q62189,0.1035,No,1.00,0.41
Q62190,-0.1485,No,0.92,0.24
Q62191,-0.3716,No,0.07,0.00
Q62193,0.0551,No,1.00,0.66
Q62203,0.08223,No,1.00,0.52
Q62210,-0.1898,No,0.75,0.13
Q62219,-0.1301,No,0.99,0.30
Q62241,-0.07129,No,1.00,0.57
Q62245,-0.1107,No,1.00,0.38
Q62261,-0.003909,No,1.00,0.98
Q62266,0.2662,No,0.36,0.04
Q62276,0.02527,No,1.00,0.84
Q62280,0.1957,No,0.71,0.12
Q62311,0.05516,No,1.00,0.66
Q62312,-0.1888,No,0.75,0.14
