uniprot,Mean Diff.,Discovery?,q value,Individual P Value
P70202,-0.1631,No,0.54,0.16
P70206,0.09186,No,0.81,0.43
P70207,-0.02414,No,0.94,0.83
P70210,-0.3003,No,0.09,0.01
P70213,-0.02489,No,0.94,0.83
P70227,-0.197,No,0.39,0.09
P70232,0.05178,No,0.90,0.65
P70245,-0.0446,No,0.91,0.70
P70255,0.09243,No,0.81,0.42
P70261,-0.1962,No,0.39,0.09
P70265,0.09428,No,0.80,0.41
P70268,-0.01718,No,0.94,0.88
P70271,-0.3248,No,0.05,0.00
P70275,0.2105,No,0.33,0.07
P70279,0.1431,No,0.62,0.21
P70280,-0.006143,No,0.96,0.96
Q8C0Y1,0.03129,No,0.93,0.79
P70288,-0.09521,No,0.80,0.41
P70290,-0.2051,No,0.36,0.07
P70295,-0.008499,No,0.96,0.94
P70296,0.04445,No,0.91,0.70
P70297,0.01368,No,0.95,0.91
P70302,-0.02427,No,0.94,0.83
P70303,-0.05439,No,0.90,0.64
P70312,0.5159,Yes,0.00,0.00
P70318,0.06825,No,0.87,0.55
P70333,-0.06086,No,0.89,0.60
P70335,-0.08666,No,0.83,0.45
P70336,0.04647,No,0.91,0.69
P70340,-0.07346,No,0.86,0.52
P70345,-0.5871,Yes,0.00,0.00
P70349,0.141,No,0.63,0.22
P70353,0.02375,No,0.94,0.84
P70362,-0.02843,No,0.93,0.81
P70365,0.1542,No,0.58,0.18
P70372,-0.02814,No,0.93,0.81
P70380,0.2154,No,0.31,0.06
P70388,0.05896,No,0.89,0.61
P70392,-0.3496,Yes,0.03,0.00
P70398,0.03807,No,0.92,0.74
P70399,-0.09614,No,0.80,0.40
P70403,0.05906,No,0.89,0.61
P70404,0.02934,No,0.93,0.80
P70408,0.6313,Yes,0.00,0.00
P70424,-0.1314,No,0.67,0.25
P70428,-0.1108,No,0.75,0.34
P70429,0.006665,No,0.96,0.95
P70441,-0.06375,No,0.88,0.58
P70444,0.1256,No,0.70,0.28
P70445,0.05236,No,0.90,0.65
P70451,-0.01901,No,0.94,0.87
P70452,-0.1663,No,0.52,0.15
P70453,0.3633,Yes,0.02,0.00
P70459,0.1707,No,0.50,0.14
P70460,0.06202,No,0.89,0.59
P70662,-0.004058,No,0.96,0.97
P70665,-0.342,Yes,0.04,0.00
P70670,0.2591,No,0.17,0.02
P70671,0.003463,No,0.96,0.98
P70677,0.168,No,0.51,0.14
Q91WR5,-0.6166,Yes,0.00,0.00
P70697,-0.1221,No,0.71,0.29
P70698,0.3776,Yes,0.02,0.00
P70699,-0.2068,No,0.35,0.07
P70700,0.2339,No,0.25,0.04
P80313,0.1495,No,0.59,0.19
P80314,0.2124,No,0.33,0.07
P80315,0.1469,No,0.60,0.20
P80316,0.117,No,0.73,0.31
P80317,0.1048,No,0.77,0.36
P80318,0.1013,No,0.78,0.38
P81069,-0.2017,No,0.37,0.08
P81117,0.04341,No,0.91,0.71
P81122,0.1661,No,0.52,0.15
P81269,0.08656,No,0.83,0.45
P82343,-0.1976,No,0.39,0.09
P82347,-0.3183,No,0.06,0.01
P82349,-0.2894,No,0.11,0.01
P83093,-0.08336,No,0.84,0.47
P83741,-0.00471,No,0.96,0.97
P83870,-0.06785,No,0.87,0.56
P83877,0.05012,No,0.91,0.66
P83882,-0.2493,No,0.20,0.03
P83887,0.1245,No,0.70,0.28
P83917,-0.07484,No,0.86,0.52
P83940,0.02924,No,0.93,0.80
P84084,-0.01667,No,0.94,0.88
P84089,-0.01675,No,0.94,0.88
P84091,-0.1892,No,0.42,0.10
P84096,-0.06306,No,0.89,0.58
P84099,0.1598,No,0.55,0.17
P84102,-0.6048,Yes,0.00,0.00
P84104,-0.05413,No,0.90,0.64
P85094,-0.3173,No,0.06,0.01
P86448,-0.1581,No,0.56,0.17
P97287,0.03865,No,0.92,0.74
P97298,-0.1959,No,0.40,0.09
P97300,-0.1618,No,0.54,0.16
P97302,-0.1219,No,0.71,0.29
P97304,0.1486,No,0.60,0.20
P97305,0.05856,No,0.89,0.61
P97310,0.3349,Yes,0.04,0.00
P97311,0.2579,No,0.18,0.03
P97313,-0.03066,No,0.93,0.79
P97314,-0.1219,No,0.71,0.29
P97315,0.05744,No,0.89,0.62
P97329,0.8543,Yes,0.00,0.00
P97333,-0.164,No,0.53,0.15
P97346,0.1266,No,0.69,0.27
P97348,-0.08608,No,0.83,0.45
P97351,0.09902,No,0.79,0.39
P97352,0.1734,No,0.49,0.13
P97355,0.07678,No,0.85,0.50
P97360,0.2248,No,0.28,0.05
P97363,-0.08382,No,0.84,0.47
P97364,-0.08084,No,0.84,0.48
P97366,0.004331,No,0.96,0.97
P97367,0.1847,No,0.44,0.11
P97370,0.1316,No,0.67,0.25
P97371,-0.02896,No,0.93,0.80
P97372,0.001543,No,0.96,0.99
P97376,-0.1033,No,0.78,0.37
P97377,0.3152,No,0.07,0.01
P97379,-0.04247,No,0.91,0.71
P97384,-0.1113,No,0.75,0.33
P97386,-0.2817,No,0.12,0.01
P97390,-0.09242,No,0.81,0.42
P97393,-0.2694,No,0.15,0.02
P97401,-0.2114,No,0.33,0.07
P97411,0.01466,No,0.95,0.90
P97412,-0.4839,Yes,0.00,0.00
P97429,-0.2391,No,0.23,0.04
P97432,-0.03075,No,0.93,0.79
P97434,-0.04621,No,0.91,0.69
P97447,0.3441,Yes,0.04,0.00
P97449,-0.3947,Yes,0.01,0.00
P97450,-0.2016,No,0.37,0.08
P97452,0.1876,No,0.43,0.10
P97454,-0.09712,No,0.79,0.40
P97461,-0.1629,No,0.54,0.16
P97464,-0.02802,No,0.93,0.81
P97465,0.1438,No,0.62,0.21
P97467,-0.04746,No,0.91,0.68
P97470,0.05747,No,0.89,0.62
P97471,0.1676,No,0.52,0.15
P97473,0.01493,No,0.95,0.90
P97478,0.0231,No,0.94,0.84
P97479,-0.1743,No,0.49,0.13
P97480,0.05996,No,0.89,0.60
P97494,0.09842,No,0.79,0.39
P97496,0.1381,No,0.64,0.23
P97499,0.07514,No,0.86,0.51
P97501,-1.52,Yes,0.00,0.00
P97504,-0.06385,No,0.88,0.58
P97742,-0.05987,No,0.89,0.60
P97760,0.06211,No,0.89,0.59
P97762,-0.03541,No,0.92,0.76
P97765,-0.06462,No,0.88,0.57
P97770,0.04119,No,0.92,0.72
P97789,-0.7181,Yes,0.00,0.00
P97792,-0.152,No,0.59,0.19
P97797,-0.4565,Yes,0.00,0.00
P97798,-0.1309,No,0.67,0.26
P97801,0.0186,No,0.94,0.87
P97807,0.04556,No,0.91,0.69
P97813,-0.1327,No,0.67,0.25
P97814,0.1709,No,0.50,0.14
P97819,0.2438,No,0.22,0.03
P97820,-0.03463,No,0.92,0.76
P97821,-0.06014,No,0.89,0.60
P97822,0.1212,No,0.71,0.29
P97823,0.1117,No,0.75,0.33
P97855,0.1077,No,0.76,0.35
P97857,0.007855,No,0.96,0.95
P97863,-0.1303,No,0.68,0.26
P97864,0.1494,No,0.59,0.19
P97872,-0.1582,No,0.56,0.17
P97873,-0.5832,Yes,0.00,0.00
P97875,-0.1004,No,0.78,0.38
P97927,-0.3642,Yes,0.02,0.00
P97930,0.08989,No,0.82,0.44
P97946,-0.1487,No,0.60,0.20
P98063,-0.142,No,0.63,0.22
P98078,-0.08967,No,0.82,0.44
P98083,0.04788,No,0.91,0.68
P98156,-0.2017,No,0.37,0.08
P98192,0.02464,No,0.94,0.83
P98195,-0.07056,No,0.86,0.54
P98197,-0.03469,No,0.92,0.76
P98199,-0.06068,No,0.89,0.60
P98203,-0.191,No,0.41,0.10
P99024,0.06321,No,0.89,0.58
P99026,0.08125,No,0.84,0.48
P99027,0.2451,No,0.21,0.03
P99028,-0.0204,No,0.94,0.86
P99029,-0.07425,No,0.86,0.52
Q00175,-0.2871,No,0.11,0.01
Q00262,0.04621,No,0.91,0.69
Q00420,-0.02203,No,0.94,0.85
Q00422,-0.07161,No,0.86,0.53
Q00493,-0.1129,No,0.74,0.33
Q00519,-0.2013,No,0.37,0.08
Q00547,0.6919,Yes,0.00,0.00
Q00558,0.05597,No,0.90,0.63
Q00560,-0.06308,No,0.89,0.58
Q00609,-0.01616,No,0.94,0.89
Q00612,0.1568,No,0.56,0.17
Q00731,-0.2901,No,0.11,0.01
Q00780,0.06128,No,0.89,0.59
Q00899,-0.2892,No,0.11,0.01
Q00915,-0.1855,No,0.44,0.11
Q00993,0.179,No,0.46,0.12
Q00PI9,-0.102,No,0.78,0.38
Q01063,0.1354,No,0.65,0.24
Q01147,-0.03187,No,0.92,0.78
Q01149,0.1312,No,0.67,0.25
Q01237,-0.2983,No,0.09,0.01
Q01279,-0.1705,No,0.50,0.14
Q01320,0.2443,No,0.22,0.03
Q01341,-0.1263,No,0.69,0.27
Q01405,0.01721,No,0.94,0.88
Q01705,-0.0321,No,0.92,0.78
Q01721,-0.4299,Yes,0.00,0.00
Q01730,-0.01534,No,0.95,0.89
Q01768,0.08808,No,0.82,0.44
Q01853,0.01526,No,0.95,0.89
Q01887,-0.08036,No,0.85,0.49
Q01965,-0.04541,No,0.91,0.69
Q02053,0.07259,No,0.86,0.53
Q02248,-0.04397,No,0.91,0.70
Q02257,0.05506,No,0.90,0.63
Q02357,0.1853,No,0.44,0.11
Q02395,-0.3812,Yes,0.02,0.00
Q02614,0.008258,No,0.96,0.94
Q02780,-0.3368,Yes,0.04,0.00
Q02788,-0.2131,No,0.32,0.06
Q02819,-0.1058,No,0.77,0.36
Q03137,0.427,Yes,0.00,0.00
Q03141,-0.1964,No,0.39,0.09
Q03145,0.1408,No,0.63,0.22
Q03146,-0.04695,No,0.91,0.68
Q03147,-0.1567,No,0.56,0.17
Q03157,-0.08152,No,0.84,0.48
Q03173,0.1346,No,0.66,0.24
Q03249,0.1249,No,0.70,0.28
Q03265,-0.02329,No,0.94,0.84
Q03347,0.07454,No,0.86,0.52
Q03350,-0.7104,Yes,0.00,0.00
Q03958,0.1411,No,0.63,0.22
Q03963,-0.04689,No,0.91,0.68
Q04207,-0.03544,No,0.92,0.76
Q04447,0.2487,No,0.20,0.03
Q04519,-0.1192,No,0.72,0.30
Q04573,-0.1634,No,0.53,0.16
Q04592,-0.2355,No,0.24,0.04
Q04690,-0.001331,No,0.96,0.99
Q04692,0.1401,No,0.63,0.22
Q04735,-0.07042,No,0.86,0.54
Q04736,-0.05223,No,0.90,0.65
Q04750,-0.8138,Yes,0.00,0.00
Q04841,-0.3743,Yes,0.02,0.00
Q04857,-0.117,No,0.73,0.31
Q04863,0.1081,No,0.76,0.35
Q04899,0.225,No,0.28,0.05
Q05186,-0.001036,No,0.96,0.99
Q05512,-0.1674,No,0.52,0.15
Q05769,0.6816,Yes,0.00,0.00
Q05793,-0.1761,No,0.48,0.13
Q05816,0.114,No,0.74,0.32
Q05895,-0.3164,No,0.06,0.01
Q05909,-0.1154,No,0.73,0.32
Q05920,-0.03506,No,0.92,0.76
Q05A36,0.1197,No,0.72,0.30
Q05AH6,-0.1021,No,0.78,0.38
Q05BC3,-0.0155,No,0.95,0.89
Q05CL8,0.06685,No,0.88,0.56
Q05D44,-0.4767,Yes,0.00,0.00
Q06138,-0.02186,No,0.94,0.85
Q06180,0.1709,No,0.50,0.14
Q06185,0.04313,No,0.91,0.71
Q06186,0.2791,No,0.13,0.02
Q06335,-0.2694,No,0.15,0.02
Q06348,0.08108,No,0.84,0.48
Q06649,0.1418,No,0.63,0.22
Q06890,-0.4096,Yes,0.01,0.00
Q07076,-0.08805,No,0.82,0.44
Q07113,-0.0214,No,0.94,0.85
Q07139,0.605,Yes,0.00,0.00
Q07231,-0.5354,Yes,0.00,0.00
Q07235,-0.2344,No,0.25,0.04
Q07417,-0.06163,No,0.89,0.59
Q07797,-0.6688,Yes,0.00,0.00
Q07813,-0.1018,No,0.78,0.38
Q07832,0.9367,Yes,0.00,0.00
Q08024,0.1631,No,0.54,0.16
Q08091,0.1039,No,0.77,0.37
Q08093,0.2192,No,0.30,0.06
Q08122,0.04754,No,0.91,0.68
Q08288,-0.3288,No,0.05,0.00
Q08297,0.9031,Yes,0.00,0.00
Q08376,-0.2207,No,0.29,0.06
Q08509,-0.1711,No,0.50,0.14
Q08639,0.1145,No,0.74,0.32
Q08761,-0.1206,No,0.72,0.30
Q08879,-0.249,No,0.20,0.03
Q08943,0.08582,No,0.83,0.46
Q09143,-0.1108,No,0.75,0.34
Q09200,-0.2374,No,0.24,0.04
Q09324,-0.1942,No,0.40,0.09
Q09XV5,-1.293,Yes,0.00,0.00
Q0GNC1,0.1034,No,0.78,0.37
Q0HA38,-0.02909,No,0.93,0.80
Q0KL01,0.2273,No,0.27,0.05
Q0KL02,-0.08026,No,0.85,0.49
Q0P5V9,0.1702,No,0.50,0.14
Q0P5W1,-0.08226,No,0.84,0.48
Q0P678,0.07262,No,0.86,0.53
Q0PHV7,-0.3832,Yes,0.01,0.00
Q0VBD0,0.2616,No,0.17,0.02
Q0VBL3,-0.1952,No,0.40,0.09
Q0VBN2,-0.3115,No,0.07,0.01
Q0VEJ0,0.366,Yes,0.02,0.00
Q0VFX2,-0.3681,Yes,0.02,0.00
Q0VG62,0.1301,No,0.68,0.26
Q0VGB7,0.1154,No,0.73,0.32
Q0VGT2,-0.08,No,0.85,0.49
Q0VGY8,-0.259,No,0.17,0.02
Q11011,-0.03299,No,0.92,0.77
Q11136,0.04944,No,0.91,0.67
Q11204,-0.205,No,0.36,0.08
Q148V7,0.02496,No,0.94,0.83
Q148V8,0.08684,No,0.83,0.45
Q149F1,0.6538,Yes,0.00,0.00
Q149F3,0.06788,No,0.87,0.56
Q149L6,-0.3961,Yes,0.01,0.00
Q14AI0,0.2463,No,0.21,0.03
Q14AI6,0.03642,No,0.92,0.75
Q14AX6,-0.626,Yes,0.00,0.00
Q14BA6,0.4152,Yes,0.01,0.00
Q14C51,-0.07021,No,0.86,0.54
Q14CH1,0.01593,No,0.95,0.89
Q14CH7,-0.01367,No,0.95,0.91
Q14DQ1,0.4127,Yes,0.01,0.00
Q1HFZ0,0.08677,No,0.83,0.45
Q1W617,0.1637,No,0.53,0.16
Q2EMV9,-0.1265,No,0.69,0.27
Q2HXL6,-0.02602,No,0.94,0.82
Q2KN98,-0.02768,No,0.93,0.81
Q91VK1,0.1595,No,0.55,0.17
Q2MV57,-0.2416,No,0.23,0.04
Q2NL51,0.07856,No,0.85,0.50
Q2PFD7,-0.163,No,0.54,0.16
Q2PZL6,-0.1187,No,0.72,0.30
Q2TBA3,-0.006932,No,0.96,0.95
Q2TBE6,-0.03317,No,0.92,0.77
Q2TPA8,-0.08426,No,0.84,0.46
Q2VPQ9,0.008231,No,0.96,0.94
Q2VPU4,-0.1797,No,0.46,0.12
Q2YDW2,0.01932,No,0.94,0.87
Q31125,-0.65,Yes,0.00,0.00
Q32MD9,-0.208,No,0.34,0.07
Q32NY4,-0.2337,No,0.25,0.04
Q33DR3,-0.08364,No,0.84,0.47
Q3B7Z2,0.01287,No,0.95,0.91
Q3KNM2,0.09758,No,0.79,0.40
Q3SXD3,0.07729,No,0.85,0.50
Q62293,-0.3266,No,0.05,0.00
Q3T9X0,0.3292,Yes,0.05,0.00
Q3TAA7,-0.03501,No,0.92,0.76
Q3TAP4,-0.1039,No,0.77,0.37
Q3TAS6,0.08583,No,0.83,0.46
Q3TB48,-0.08102,No,0.84,0.48
Q3TB82,-0.2184,No,0.30,0.06
Q3TBT3,-0.1159,No,0.73,0.31
Q3TBW2,-0.07959,No,0.85,0.49
Q3TC33,0.1215,No,0.71,0.29
Q3TC46,0.03634,No,0.92,0.75
Q3TC72,0.02247,No,0.94,0.85
Q3TC93,-0.1122,No,0.75,0.33
Q3TCH7,-0.08988,No,0.82,0.44
Q3TCJ1,-0.01878,No,0.94,0.87
Q3TCJ8,0.0376,No,0.92,0.74
Q3TCN2,-0.175,No,0.48,0.13
Q3TCT4,0.03634,No,0.92,0.75
Q3TCX3,-0.09929,No,0.79,0.39
Q3TDD9,-0.0451,No,0.91,0.70
Q3TDE8,-0.6235,Yes,0.00,0.00
Q3TDN0,0.1294,No,0.68,0.26
Q3TDN2,-0.05286,No,0.90,0.65
Q3TDQ1,-0.3178,No,0.06,0.01
Q3TEA8,-0.4413,Yes,0.00,0.00
Q3TEW6,0.06248,No,0.89,0.59
Q3TFD2,-0.02191,No,0.94,0.85
Q3TFK5,0.1913,No,0.41,0.10
Q3TFQ1,-0.02058,No,0.94,0.86
Q3TGF2,0.1245,No,0.70,0.28
Q3TH73,-0.03448,No,0.92,0.76
Q3THE2,0.07547,No,0.86,0.51
Q3THG9,0.1881,No,0.43,0.10
Q3THJ3,0.2078,No,0.34,0.07
Q3THK3,0.1181,No,0.73,0.31
Q3THK7,0.1529,No,0.58,0.18
Q3THS6,0.1388,No,0.64,0.23
Q3TIR1,-0.003224,No,0.96,0.98
Q3TIR3,0.1744,No,0.49,0.13
Q3TIU4,0.02675,No,0.93,0.82
Q3TIV5,-0.2421,No,0.22,0.04
Q3TIX9,-0.0006963,No,0.96,1.00
Q3TJ91,-0.09676,No,0.80,0.40
Q3TJD7,0.1178,No,0.73,0.31
Q3TJZ6,-0.1399,No,0.64,0.22
Q3TKT4,-0.6954,Yes,0.00,0.00
Q3TKY6,0.07015,No,0.86,0.54
Q3TL26,0.1601,No,0.55,0.16
Q3TL44,-0.09402,No,0.80,0.41
Q3TLD5,0.06017,No,0.89,0.60
Q3TLH4,-0.6025,Yes,0.00,0.00
Q3TLI0,-0.0588,No,0.89,0.61
Q3TLP5,0.013,No,0.95,0.91
Q3TLS3,0.07182,No,0.86,0.53
Q3TMH2,-0.1419,No,0.63,0.22
Q3TMV7,0.01096,No,0.95,0.92
Q3TMW1,-0.08326,No,0.84,0.47
Q3TMX7,0.01197,No,0.95,0.92
Q3TN34,-0.01016,No,0.95,0.93
Q3TNH5,-0.04987,No,0.91,0.66
Q3TNL8,0.04239,No,0.91,0.71
Q3TP92,-0.1111,No,0.75,0.33
Q3TPE9,0.02548,No,0.94,0.82
Q3TPJ7,0.2476,No,0.21,0.03
Q3TPX4,0.0509,No,0.90,0.66
Q3TQB2,-0.08808,No,0.82,0.44
Q3TQI7,0.1126,No,0.74,0.33
Q3TRM4,-0.234,No,0.25,0.04
Q3TSG4,-0.1617,No,0.54,0.16
Q3TT38,-0.7779,Yes,0.00,0.00
Q3TTL0,0.1695,No,0.51,0.14
Q3TUA9,-0.07048,No,0.86,0.54
Q3TUD9,-0.1514,No,0.59,0.19
Q3TUF7,-0.05803,No,0.89,0.61
Q3TUH1,-0.16,No,0.55,0.16
Q3TV70,0.01799,No,0.94,0.88
Q3TVA9,0.06521,No,0.88,0.57
Q3TVI4,-0.037,No,0.92,0.75
Q3TVI8,-0.1486,No,0.60,0.20
Q3TVW5,-0.1863,No,0.43,0.11
Q3TW96,-0.2526,No,0.19,0.03
Q3TWF6,-0.03039,No,0.93,0.79
Q3TWI9,-0.1139,No,0.74,0.32
Q3TWL2,-0.1072,No,0.76,0.35
Q3TWN3,-0.309,No,0.07,0.01
Q3TWW8,0.02174,No,0.94,0.85
Q3TX08,0.02975,No,0.93,0.80
Q3TXS7,0.03504,No,0.92,0.76
Q3TXT3,0.1115,No,0.75,0.33
Q3TXU5,0.06222,No,0.89,0.59
Q3TXX3,-0.06944,No,0.87,0.55
Q3TY60,0.2147,No,0.32,0.06
Q3TYA6,-0.4558,Yes,0.00,0.00
Q3TYD6,0.2716,No,0.14,0.02
Q3TYS2,-0.1412,No,0.63,0.22
Q3TYX2,-0.2136,No,0.32,0.06
Q3TYX3,0.1668,No,0.52,0.15
Q3TZM9,-0.05043,No,0.91,0.66
Q3TZW0,0.1322,No,0.67,0.25
Q3TZX8,-0.1009,No,0.78,0.38
Q3TZZ7,-0.2193,No,0.30,0.06
Q3U0J8,-0.06157,No,0.89,0.59
Q3U0K8,0.01686,No,0.94,0.88
Q3U0M1,0.06987,No,0.87,0.54
Q3U0V1,0.03501,No,0.92,0.76
Q3U0V2,-0.2405,No,0.23,0.04
Q3U133,-0.2323,No,0.25,0.04
Q3U182,0.1666,No,0.52,0.15
Q3U186,0.01668,No,0.94,0.88
Q3U1C6,-0.5892,Yes,0.00,0.00
Q3U1F9,-0.1927,No,0.41,0.09
Q3U1G5,-0.06434,No,0.88,0.58
Q3U1J4,0.03906,No,0.92,0.73
Q3U1N2,-0.1501,No,0.59,0.19
Q3U1T3,0.02149,No,0.94,0.85
Q3U1T9,-0.1095,No,0.75,0.34
Q3U1V6,0.09813,No,0.79,0.39
Q3U1Z5,-0.2737,No,0.14,0.02
Q3U214,0.3648,Yes,0.02,0.00
Q3U269,-0.278,No,0.13,0.02
Q3U276,-0.179,No,0.46,0.12
Q3U2A8,0.003081,No,0.96,0.98
Q3U2C5,-0.1532,No,0.58,0.18
Q3U2E2,-0.1628,No,0.54,0.16
Q3U2I3,0.3068,No,0.08,0.01
Q3U2P1,0.132,No,0.67,0.25
Q3U2U7,-0.1858,No,0.44,0.11
Q3U308,0.1812,No,0.46,0.12
Q3U319,0.02951,No,0.93,0.80
Q3U3C9,0.01681,No,0.94,0.88
Q3U3E2,0.1332,No,0.67,0.25
Q3U3N6,-0.007959,No,0.96,0.94
Q3U3R4,-0.1956,No,0.40,0.09
Q3U3T8,0.3509,Yes,0.03,0.00
Q3U3W5,0.1307,No,0.67,0.26
Q3U487,0.001527,No,0.96,0.99
Q3U4G0,-0.06355,No,0.89,0.58
Q3U4G3,-0.05203,No,0.90,0.65
Q3U4I7,-0.3286,No,0.05,0.00
Q3U564,-0.1804,No,0.46,0.12
Q3U5C8,0.1601,No,0.55,0.16
Q3U5F4,0.2318,No,0.25,0.04
Q3U6N9,-0.1703,No,0.50,0.14
Q3U6U5,-0.1738,No,0.49,0.13
Q3U7R1,-0.0337,No,0.92,0.77
Q3U7U3,0.04489,No,0.91,0.70
Q3U821,0.04722,No,0.91,0.68
Q3U829,-0.044,No,0.91,0.70
Q3U898,-0.05673,No,0.89,0.62
Q3U962,0.1534,No,0.58,0.18
Q3U9F6,0.00892,No,0.96,0.94
Q3U9G9,-0.1449,No,0.61,0.21
Q3UA06,0.2234,No,0.28,0.05
Q3UA37,0.04169,No,0.92,0.72
Q3UBX0,-0.1683,No,0.51,0.14
Q3UBZ5,-0.04282,No,0.91,0.71
Q3UC65,-0.05538,No,0.90,0.63
Q3UCQ1,-0.01495,No,0.95,0.90
Q3UCV8,0.09541,No,0.80,0.41
Q3UD01,0.2257,No,0.28,0.05
Q3UDE2,0.08018,No,0.85,0.49
Q3UDK1,-0.221,No,0.29,0.06
Q3UDP0,0.1116,No,0.75,0.33
Q3UDR8,-0.02421,No,0.94,0.83
Q3UDW8,0.03868,No,0.92,0.74
Q3UE17,0.0162,No,0.94,0.89
Q3UE31,0.1979,No,0.39,0.09
Q3UE37,0.09752,No,0.79,0.40
Q3UEB3,0.1649,No,0.53,0.15
Q3UFB2,0.2945,No,0.10,0.01
Q3UFF7,-0.1817,No,0.45,0.11
Q3UFK8,-0.09091,No,0.81,0.43
Q3UFM5,-0.2653,No,0.16,0.02
Q3UFS0,0.03848,No,0.92,0.74
Q3UFS4,0.1835,No,0.44,0.11
Q3UFY0,0.05667,No,0.89,0.62
Q3UFY7,-0.0343,No,0.92,0.77
Q3UFY8,-0.1993,No,0.38,0.08
Q3UG20,-0.2661,No,0.15,0.02
Q3UG98,0.03146,No,0.93,0.78
Q3UGC7,0.007958,No,0.96,0.94
Q3UGF1,-0.1226,No,0.71,0.29
Q3UGP9,-0.2757,No,0.14,0.02
Q3UGR5,-0.2334,No,0.25,0.04
Q3UGS4,0.03394,No,0.92,0.77
Q3UH06,-1.547,Yes,0.00,0.00
Q3UH60,-0.03801,No,0.92,0.74
Q3UH68,0.1083,No,0.76,0.35
Q3UH93,-0.3108,No,0.07,0.01
Q3UHA3,-0.04216,No,0.91,0.71
Q3UHB1,0.01281,No,0.95,0.91
Q3UHC0,-0.06928,No,0.87,0.55
Q3UHC2,0.07547,No,0.86,0.51
Q3UHC7,-0.06729,No,0.88,0.56
Q3UHD2,-0.02606,No,0.94,0.82
Q3UHD6,0.04724,No,0.91,0.68
Q3UHF3,0.2273,No,0.27,0.05
Q3UHH1,-0.02407,No,0.94,0.83
Q3UHH2,-0.212,No,0.33,0.07
Q3UHH8,0.1299,No,0.68,0.26
Q3UHI0,-0.3855,Yes,0.01,0.00
Q3UHI4,-0.02276,No,0.94,0.84
Q3UHJ0,0.0187,No,0.94,0.87
Q3UHK1,-0.2386,No,0.23,0.04
Q3UHK8,0.1549,No,0.58,0.18
Q3UHN9,-0.08078,No,0.84,0.48
Q3UHQ6,0.01527,No,0.95,0.89
Q3UHU5,-0.09645,No,0.80,0.40
Q3UHX0,0.08267,No,0.84,0.47
Q3UHX2,0.09558,No,0.80,0.41
Q3UHX9,0.07941,No,0.85,0.49
Q3UHZ5,-0.1603,No,0.55,0.16
Q3UI43,0.02755,No,0.93,0.81
Q3UIA2,-0.03986,No,0.92,0.73
Q3UIL6,-0.2388,No,0.23,0.04
Q3UIR3,-0.147,No,0.60,0.20
Q3UIU2,-0.01977,No,0.94,0.86
Q3UJB9,0.05102,No,0.90,0.66
Q3UJD6,0.03965,No,0.92,0.73
Q3UJK4,-0.4329,Yes,0.00,0.00
Q3UJP5,-0.04726,No,0.91,0.68
Q3UJU9,-0.0966,No,0.80,0.40
Q3UJV1,-0.1954,No,0.40,0.09
Q3UKC1,0.1345,No,0.66,0.24
Q3UKJ7,-0.07419,No,0.86,0.52
Q3UL36,-0.04332,No,0.91,0.71
Q3ULD5,-0.07632,No,0.85,0.51
Q3ULF4,0.03202,No,0.92,0.78
Q3ULJ0,-0.01906,No,0.94,0.87
Q3ULW8,-0.1957,No,0.40,0.09
Q3ULZ2,0.09047,No,0.81,0.43
Q3UM18,0.07031,No,0.86,0.54
Q3UM29,-0.07977,No,0.85,0.49
Q3UM45,0.03367,No,0.92,0.77
Q3UMB5,-0.02988,No,0.93,0.80
Q3UMB9,-0.02169,No,0.94,0.85
Q3UMC0,0.09596,No,0.80,0.40
Q3UMF0,-0.1108,No,0.75,0.34
Q3UMG5,0.174,No,0.49,0.13
Q3UMM4,-0.2071,No,0.35,0.07
Q3UMQ8,0.1161,No,0.73,0.31
Q3UMR0,-0.001146,No,0.96,0.99
Q3UMR5,0.02657,No,0.93,0.82
Q3UMT1,-0.006536,No,0.96,0.95
Q3UMU9,-0.04491,No,0.91,0.70
Q3UMW7,-0.2318,No,0.25,0.04
Q3UMW8,-0.1943,No,0.40,0.09
Q3UMY5,-0.0537,No,0.90,0.64
Q3UN02,-0.03306,No,0.92,0.77
Q3UN04,-0.07793,No,0.85,0.50
Q3UN90,-0.1154,No,0.73,0.32
Q3UPF5,-0.06609,No,0.88,0.57
Q3UPH1,-0.04029,No,0.92,0.73
Q3UPH7,0.05209,No,0.90,0.65
Q3UPI1,0.067,No,0.88,0.56
Q3UPL0,0.05893,No,0.89,0.61
Q3UQ28,-0.03912,No,0.92,0.73
Q3UQ84,-0.001257,No,0.96,0.99
Q3UQA7,-0.01099,No,0.95,0.92
Q3UQI9,-0.208,No,0.34,0.07
Q3UQN2,-0.05547,No,0.90,0.63
Q3UQU0,0.0185,No,0.94,0.87
Q3UR70,-0.071,No,0.86,0.54
Q3UR85,0.01609,No,0.94,0.89
Q3UR97,0.1247,No,0.70,0.28
Q3URD3,-0.04763,No,0.91,0.68
Q3URE1,-0.01126,No,0.95,0.92
Q3URQ0,-0.1475,No,0.60,0.20
Q3URQ7,-0.0007637,No,0.96,0.99
Q3URS9,0.06002,No,0.89,0.60
Q3URU2,0.01825,No,0.94,0.87
Q3USB7,-0.08775,No,0.82,0.45
Q3USH5,0.05929,No,0.89,0.61
Q3USJ8,-0.1507,No,0.59,0.19
Q3USW5,-0.2827,No,0.12,0.01
