uniprot,Mean Diff.,Discovery?,q value,Individual P Value
Q8BMI3,-0.01932,No,0.94,0.87
Q8BMJ2,-0.06645,No,0.88,0.56
Q8BMJ3,0.1031,No,0.78,0.37
Q8BMJ7,-0.01861,No,0.94,0.87
Q8BMK0,0.07915,No,0.85,0.49
Q8BMK1,-0.1545,No,0.58,0.18
Q8BMK4,0.05535,No,0.90,0.63
Q8BML1,-0.08967,No,0.82,0.44
Q8BML9,0.07415,No,0.86,0.52
Q8BMP6,-0.004633,No,0.96,0.97
Q8BMQ2,-0.03255,No,0.92,0.78
Q8BMQ3,-0.2745,No,0.14,0.02
Q8BMQ8,-0.05417,No,0.90,0.64
Q8BMS1,-0.1379,No,0.64,0.23
Q8BMS4,-0.08837,No,0.82,0.44
Q8BMS9,-0.27,No,0.15,0.02
Q8BMZ5,0.1281,No,0.68,0.27
Q8BN21,-0.3518,Yes,0.03,0.00
Q8BN57,-0.0566,No,0.89,0.62
Q8BNA6,0.1948,No,0.40,0.09
Q8BND3,-0.1598,No,0.55,0.17
Q8BND5,0.004432,No,0.96,0.97
Q8BNE1,0.05736,No,0.89,0.62
Q8BNI4,-0.05623,No,0.90,0.63
Q8BNJ2,0.07596,No,0.85,0.51
Q8BNU0,0.2554,No,0.18,0.03
Q8BNV1,0.1967,No,0.39,0.09
Q8BNY6,0.1083,No,0.76,0.35
Q8BP00,-0.2504,No,0.20,0.03
Q8BP01,-0.2788,No,0.13,0.02
Q8BP22,-0.2195,No,0.30,0.06
Q8BP27,0.1907,No,0.41,0.10
Q8BP40,-0.07787,No,0.85,0.50
Q8BP47,0.1703,No,0.50,0.14
Q8BP48,0.06056,No,0.89,0.60
Q8BP56,-0.3317,Yes,0.05,0.00
Q8BP67,0.1923,No,0.41,0.10
Q8BP71,-0.03241,No,0.92,0.78
Q8BP78,0.008632,No,0.96,0.94
Q8BP92,-0.06841,No,0.87,0.55
Q8BPB5,-0.3327,Yes,0.05,0.00
Q8BPE4,0.02531,No,0.94,0.83
Q8BPG6,-0.1284,No,0.68,0.26
Q8BPM0,-0.02783,No,0.93,0.81
Q8BPM2,-0.008788,No,0.96,0.94
Q8BPS4,-0.2289,No,0.27,0.05
Q8BPU7,-0.007901,No,0.96,0.95
Q8BPY9,0.8875,Yes,0.00,0.00
Q8BPZ8,-0.09677,No,0.80,0.40
Q8BQ30,-0.03238,No,0.92,0.78
Q8BQ33,-0.7775,Yes,0.00,0.00
Q8BQ47,-0.01598,No,0.95,0.89
Q8BQ48,0.07284,No,0.86,0.53
Q8BQ89,-0.08474,No,0.83,0.46
Q8BQM4,0.115,No,0.74,0.32
Q8BQR4,-0.07999,No,0.85,0.49
Q8BQS4,-0.09892,No,0.79,0.39
Q8BQU3,-0.05726,No,0.89,0.62
Q8BQX5,-0.1692,No,0.51,0.14
Q8BQZ4,-0.06723,No,0.88,0.56
Q8BQZ5,0.05237,No,0.90,0.65
Q8BR07,-0.1325,No,0.67,0.25
Q8BR63,0.1838,No,0.44,0.11
Q8BR65,-0.154,No,0.58,0.18
Q8BR76,-0.2439,No,0.22,0.03
Q8BR90,-0.1021,No,0.78,0.38
Q8BR92,0.1888,No,0.42,0.10
Q8BRF7,-0.06163,No,0.89,0.59
Q8BRG6,-0.3614,Yes,0.02,0.00
Q8BRG8,-0.1442,No,0.62,0.21
Q8BRH0,-0.154,No,0.58,0.18
Q8BRH4,-1.617,Yes,0.00,0.00
Q8BRK9,-0.4875,Yes,0.00,0.00
Q8BRM2,-0.1011,No,0.78,0.38
Q8BRN9,-0.0238,No,0.94,0.84
Q8BRT1,0.116,No,0.73,0.31
Q8BRV5,0.2242,No,0.28,0.05
Q8BS45,-0.0292,No,0.93,0.80
Q8BS90,0.488,Yes,0.00,0.00
Q8BSE0,-0.1586,No,0.56,0.17
Q8BSF4,0.06467,No,0.88,0.57
Q8BSI6,-0.187,No,0.43,0.10
Q8BSK8,-0.003026,No,0.96,0.98
Q8BSM7,-0.1405,No,0.63,0.22
Q8BSN5,0.03831,No,0.92,0.74
Q8BSP2,0.3486,Yes,0.03,0.00
Q8BSQ9,-0.7511,Yes,0.00,0.00
Q8BSS9,-0.03762,No,0.92,0.74
Q8BSY0,-0.2239,No,0.28,0.05
Q8BSZ2,0.1032,No,0.78,0.37
Q8BT07,0.3658,Yes,0.02,0.00
Q8BT14,0.07918,No,0.85,0.49
Q8BT60,-0.03025,No,0.93,0.79
Q8BTE5,-0.06232,No,0.89,0.59
Q8BTH8,-0.05271,No,0.90,0.65
Q8BTI7,0.4748,Yes,0.00,0.00
Q8BTI8,0.05307,No,0.90,0.64
Q8BTI9,0.07327,No,0.86,0.52
Q8BTJ4,-0.04472,No,0.91,0.70
Q8BTM8,0.06045,No,0.89,0.60
Q8BTS4,0.0353,No,0.92,0.76
Q8BTT6,0.2143,No,0.32,0.06
Q8BTU1,0.003469,No,0.96,0.98
Q8BTV1,-0.393,Yes,0.01,0.00
Q8BTV2,-0.005538,No,0.96,0.96
Q8BTW3,0.1098,No,0.75,0.34
Q8BTW8,-0.1247,No,0.70,0.28
Q8BTW9,-0.3128,No,0.07,0.01
Q8BTX9,-0.1248,No,0.70,0.28
Q8BTY2,0.2359,No,0.24,0.04
Q5DTL9,0.1522,No,0.59,0.19
Q8BTY8,-0.01245,No,0.95,0.91
Q8BTZ4,-0.0467,No,0.91,0.69
Q8BTZ5,-0.07289,No,0.86,0.53
Q8BTZ7,0.066,No,0.88,0.57
Q8BU03,0.1896,No,0.42,0.10
Q8BU04,0.2751,No,0.14,0.02
Q8BU11,0.03487,No,0.92,0.76
Q8BU14,-0.07404,No,0.86,0.52
Q8BU30,0.1406,No,0.63,0.22
Q8BU31,-0.07707,No,0.85,0.50
Q8BU33,-0.02174,No,0.94,0.85
Q8BU85,0.07265,No,0.86,0.53
Q8BU88,-0.1998,No,0.38,0.08
Q8BUE4,0.0488,No,0.91,0.67
Q8BUH7,-0.1329,No,0.67,0.25
Q8BUH8,-0.4324,Yes,0.00,0.00
Q8BUI3,0.1078,No,0.76,0.35
Q8BUK6,0.07887,No,0.85,0.49
Q8BUL5,0.2776,No,0.13,0.02
Q8BUL6,0.02391,No,0.94,0.84
Q8BUN5,0.09905,No,0.79,0.39
Q8BUR4,0.005262,No,0.96,0.96
Q8BUR9,0.2366,No,0.24,0.04
Q8BUV3,0.09518,No,0.80,0.41
Q8BUV6,-0.01076,No,0.95,0.93
Q8BUV8,-0.1185,No,0.72,0.30
Q8BUY5,0.09736,No,0.79,0.40
Q8BUY9,-0.07324,No,0.86,0.52
Q8BV13,0.1412,No,0.63,0.22
Q8BV57,-0.5088,Yes,0.00,0.00
Q8BVA2,0.3744,Yes,0.02,0.00
Q8BVA4,-0.06106,No,0.89,0.60
Q8BVA5,-0.004203,No,0.96,0.97
Q8BVD5,-0.03084,No,0.93,0.79
Q8BVE3,-0.1008,No,0.78,0.38
Q8BVE8,0.1996,No,0.38,0.08
Q8BVF2,0.22,No,0.30,0.06
Q8BVF7,-0.1288,No,0.68,0.26
Q8BVG4,-0.006943,No,0.96,0.95
Q8BVH9,0.1915,No,0.41,0.10
Q8BVI4,0.006242,No,0.96,0.96
Q8BVI5,-0.09492,No,0.80,0.41
Q8BVL3,-0.1135,No,0.74,0.32
Q8BVN4,0.0984,No,0.79,0.39
Q8BVP5,-0.2408,No,0.23,0.04
Q8BVQ5,0.04087,No,0.92,0.72
Q8BVR6,-0.07485,No,0.86,0.52
Q8BVU0,0.03436,No,0.92,0.77
Q8BVU5,0.01323,No,0.95,0.91
Q8BVW0,-0.2368,No,0.24,0.04
Q8BVY0,0.1169,No,0.73,0.31
Q8BVZ5,-0.1879,No,0.43,0.10
Q8BW00,0.06303,No,0.89,0.58
Q8BW10,0.1088,No,0.76,0.34
Q8BW22,-0.1372,No,0.65,0.23
Q8BW41,-0.2176,No,0.31,0.06
Q8BW72,-0.1561,No,0.57,0.18
Q8BW75,0.006235,No,0.96,0.96
Q8BW96,0.1205,No,0.72,0.30
Q8BWA8,0.1406,No,0.63,0.22
Q8BWB6,-0.02791,No,0.93,0.81
Q8BWC0,-0.0307,No,0.93,0.79
Q8BWD8,-0.09628,No,0.80,0.40
Q8BWF0,-0.02081,No,0.94,0.86
Q8BWG8,-0.05687,No,0.89,0.62
Q8BWG9,-0.1114,No,0.75,0.33
Q8BWH0,-0.2619,No,0.17,0.02
Q8BWL5,-0.1711,No,0.50,0.14
Q8BWM0,-0.000007725,No,0.97,>0.9999
Q8BWP8,-0.2326,No,0.25,0.04
Q8BWQ6,0.01288,No,0.95,0.91
Q8BWR2,0.07352,No,0.86,0.52
Q8BWR4,-0.2385,No,0.23,0.04
Q8BWR8,0.102,No,0.78,0.38
Q8BWS5,-0.08557,No,0.83,0.46
Q8BWT1,-0.04267,No,0.91,0.71
Q8BWT5,-0.07413,No,0.86,0.52
Q8BWU5,0.01921,No,0.94,0.87
Q8BWW4,0.03621,No,0.92,0.75
Q8BWW9,-0.08118,No,0.84,0.48
Q8BWY3,0.01652,No,0.94,0.89
Q8BWY7,-0.3506,Yes,0.03,0.00
Q8BWY9,0.3381,Yes,0.04,0.00
Q8BWZ3,0.1293,No,0.68,0.26
Q8BX02,0.001503,No,0.96,0.99
Q8BX07,-0.09221,No,0.81,0.42
Q8BX09,-0.04027,No,0.92,0.73
Q8BX10,0.03161,No,0.92,0.78
Q8BX17,0.1673,No,0.52,0.15
Q8BX57,-0.2198,No,0.30,0.06
Q8BX65,-0.338,Yes,0.04,0.00
Q8BX70,-0.00547,No,0.96,0.96
Q8BX80,0.0006706,No,0.96,1.00
Q8BX90,-0.04195,No,0.91,0.72
Q8BX94,-0.07004,No,0.86,0.54
Q8BXA1,0.06731,No,0.88,0.56
Q8BXA5,-0.05211,No,0.90,0.65
Q8BXC6,0.1337,No,0.66,0.25
Q8BXG3,-0.03616,No,0.92,0.75
Q8BXJ2,0.1382,No,0.64,0.23
Q8BXK8,-0.2741,No,0.14,0.02
Q8BXL7,-0.02679,No,0.93,0.82
Q8BXN9,0.02406,No,0.94,0.83
Q8BXQ2,-0.08162,No,0.84,0.48
Q8BXV2,-0.1019,No,0.78,0.38
Q8BXZ1,-0.1026,No,0.78,0.37
Q8BY02,-0.1323,No,0.67,0.25
Q8BY71,0.4692,Yes,0.00,0.00
Q8BY87,0.09066,No,0.81,0.43
Q8BY98,-0.3892,Yes,0.01,0.00
Q8BYA0,0.06765,No,0.87,0.56
Q8BYB9,-0.2297,No,0.26,0.05
Q8BYC6,-0.1667,No,0.52,0.15
Q8BYH7,0.004467,No,0.96,0.97
Q8BYH8,-1.268,Yes,0.00,0.00
Q8BYJ6,0.004076,No,0.96,0.97
Q8BYK6,0.1302,No,0.68,0.26
Q8BYK8,-0.2515,No,0.19,0.03
Q8BYL4,0.02734,No,0.93,0.81
Q8BYM8,-0.01057,No,0.95,0.93
Q8BYR2,-0.01684,No,0.94,0.88
Q8BYU6,-0.1214,No,0.71,0.29
Q8BYW9,0.1334,No,0.67,0.25
Q8BYY4,0.1813,No,0.46,0.12
Q8BZ03,-0.108,No,0.76,0.35
Q8BZ20,-0.0651,No,0.88,0.57
Q8BZ21,-0.01333,No,0.95,0.91
Q8BZ36,-0.0755,No,0.86,0.51
Q8BZ47,-0.2614,No,0.17,0.02
Q8BZ98,0.04686,No,0.91,0.68
Q8BZA9,0.0473,No,0.91,0.68
Q8BZB2,-0.4984,Yes,0.00,0.00
Q8BZF8,-0.6273,Yes,0.00,0.00
Q8BZH0,-0.2738,No,0.14,0.02
Q8BZH4,-0.3599,Yes,0.03,0.00
Q8BZJ7,-0.05873,No,0.89,0.61
Q8BZM1,0.005768,No,0.96,0.96
Q8BZQ7,0.04924,No,0.91,0.67
Q8BZR9,-0.1352,No,0.66,0.24
Q8BZS9,-0.05182,No,0.90,0.65
Q8BZW8,0.1311,No,0.67,0.25
Q8BZX4,-0.0266,No,0.93,0.82
Q8BZZ3,-0.01951,No,0.94,0.87
Q8C006,-0.04161,No,0.92,0.72
Q8C025,-0.1415,No,0.63,0.22
Q8C031,0.2617,No,0.17,0.02
Q8C033,0.06008,No,0.89,0.60
Q8C050,-0.1519,No,0.59,0.19
Q8C052,-0.04075,No,0.92,0.72
Q8C078,-0.1429,No,0.62,0.21
Q8C079,-0.003443,No,0.96,0.98
Q8C080,-0.01726,No,0.94,0.88
Q8C092,-0.06677,No,0.88,0.56
Q8C0C0,-0.05217,No,0.90,0.65
Q8C0C4,-0.4528,Yes,0.00,0.00
Q8C0C7,0.05178,No,0.90,0.65
Q8C0D0,0.1411,No,0.63,0.22
Q8C0D4,-0.1587,No,0.55,0.17
Q8C0D5,0.1858,No,0.44,0.11
Q8C0D9,-0.2453,No,0.21,0.03
Q8C0E2,-0.001179,No,0.96,0.99
Q8C0E3,0.006722,No,0.96,0.95
Q8C0I1,0.1023,No,0.78,0.37
Q8C0I4,-0.4888,Yes,0.00,0.00
Q8C0J2,0.004702,No,0.96,0.97
Q8C0J6,-0.01787,No,0.94,0.88
Q8C0K5,-0.1698,No,0.51,0.14
Q8C0L0,-0.1031,No,0.78,0.37
Q8C0L6,-0.1015,No,0.78,0.38
Q8C0L8,-0.1459,No,0.61,0.21
Q8C0L9,0.01516,No,0.95,0.90
Q8C0M0,-0.2179,No,0.30,0.06
Q8C0M9,-0.144,No,0.62,0.21
Q8C0N2,-0.5813,Yes,0.00,0.00
Q8C0P7,-0.08452,No,0.83,0.46
Q8C0Q2,-0.1624,No,0.54,0.16
Q8C0S1,0.009729,No,0.95,0.93
Q8C0T5,-0.0396,No,0.92,0.73
Q8C0V0,0.02794,No,0.93,0.81
Q8C0V9,0.05029,No,0.91,0.66
Q8C0Z1,-0.2093,No,0.34,0.07
Q8C115,-0.09007,No,0.82,0.43
Q8C129,-0.04855,No,0.91,0.67
Q8C142,0.06653,No,0.88,0.56
Q8C145,-0.1895,No,0.42,0.10
Q8C156,0.2944,No,0.10,0.01
Q8C163,-0.1412,No,0.63,0.22
Q8C166,-0.01939,No,0.94,0.87
Q8C167,0.05787,No,0.89,0.62
Q8C172,0.02787,No,0.93,0.81
Q8C180,-0.09656,No,0.80,0.40
Q8C181,0.1076,No,0.76,0.35
Q8C1A5,0.1032,No,0.78,0.37
Q8C1B1,-0.1458,No,0.61,0.21
Q8C1B7,-0.02412,No,0.94,0.83
Q8C1D8,0.2093,No,0.34,0.07
Q8C1E7,-0.1311,No,0.67,0.26
Q8C1M2,0.07099,No,0.86,0.54
Q8C1S0,0.1067,No,0.76,0.35
Q8C1Y8,0.02573,No,0.94,0.82
Q8C1Z8,-0.1334,No,0.67,0.25
Q8C263,0.8713,Yes,0.00,0.00
Q8C267,-0.3562,Yes,0.03,0.00
Q8C2A2,0.03277,No,0.92,0.78
Q8C2B3,0.173,No,0.49,0.13
Q8C2E4,0.1095,No,0.75,0.34
Q8C2E7,0.003707,No,0.96,0.97
Q8C2K1,0.01718,No,0.94,0.88
Q8C2L6,-0.07065,No,0.86,0.54
Q8C2Q3,0.01792,No,0.94,0.88
Q8C2R7,-0.1233,No,0.70,0.28
Q8C341,-0.2208,No,0.29,0.06
Q8C351,-0.1309,No,0.67,0.26
Q8C398,-0.1287,No,0.68,0.26
Q8C3B8,-0.2749,No,0.14,0.02
Q8C3F2,-0.2766,No,0.13,0.02
Q8C3I8,0.2787,No,0.13,0.02
Q8C3P7,-0.1839,No,0.44,0.11
Q8C3Q9,0.108,No,0.76,0.35
Q8C3R1,0.04586,No,0.91,0.69
Q8C3S2,-0.0939,No,0.80,0.41
Q8C3W1,0.09222,No,0.81,0.42
Q8C3X2,-0.09331,No,0.80,0.42
Q8C3X4,-0.1229,No,0.71,0.29
Q8C3X8,-0.04293,No,0.91,0.71
Q8C3Y4,0.2036,No,0.36,0.08
Q8C460,-0.028,No,0.93,0.81
Q8C4B4,0.005007,No,0.96,0.97
Q8C4J7,0.2422,No,0.22,0.04
Q8C4Q6,-0.1565,No,0.57,0.17
Q8C4S8,-0.3499,Yes,0.03,0.00
Q8C4U3,-0.5709,Yes,0.00,0.00
Q8C4V1,0.1185,No,0.72,0.30
Q8C4V4,-0.288,No,0.11,0.01
Q8C4X2,-0.02804,No,0.93,0.81
Q8C4Y3,0.0000129,No,0.97,>0.9999
Q8C522,-0.04721,No,0.91,0.68
Q8C547,-0.006294,No,0.96,0.96
Q8C561,-0.005204,No,0.96,0.96
Q8C569,-0.09579,No,0.80,0.41
Q8C570,-0.03166,No,0.92,0.78
Q8C5D8,-0.1164,No,0.73,0.31
Q8C5H8,-0.07701,No,0.85,0.50
Q8C5K5,0.05979,No,0.89,0.60
Q8C5L3,0.006922,No,0.96,0.95
Q8C5L6,-0.03808,No,0.92,0.74
Q8C5L7,0.4225,Yes,0.01,0.00
Q8C5N3,-0.01095,No,0.95,0.92
Q8C5N5,0.1334,No,0.67,0.25
Q8C5P7,0.07696,No,0.85,0.50
Q8C5Q4,0.1285,No,0.68,0.26
Q8C5W0,-0.2044,No,0.36,0.08
Q8C5W3,-0.003759,No,0.96,0.97
Q8C650,-0.04843,No,0.91,0.67
Q8C669,-0.03247,No,0.92,0.78
Q8C6B2,0.06892,No,0.87,0.55
Q8C6B9,0.1554,No,0.57,0.18
Q8C6E0,0.01652,No,0.94,0.89
Q8C6G8,0.01112,No,0.95,0.92
Q8C6I2,-0.1424,No,0.62,0.22
Q8C6P8,-0.1973,No,0.39,0.09
Q8C735,-0.5047,Yes,0.00,0.00
Q8C754,-0.1129,No,0.74,0.33
Q8C761,-0.517,Yes,0.00,0.00
Q8C7D2,-0.07076,No,0.86,0.54
Q8C7E7,-0.01766,No,0.94,0.88
Q8C7E9,0.1235,No,0.70,0.28
Q8C7H1,-0.1294,No,0.68,0.26
Q8C7K6,-0.06328,No,0.89,0.58
Q8C7Q4,-0.01322,No,0.95,0.91
Q8C7R4,0.07841,No,0.85,0.50
Q8C7V3,0.07545,No,0.86,0.51
Q8C7V8,-0.08132,No,0.84,0.48
Q8C7X2,-0.02938,No,0.93,0.80
Q8C850,-0.4391,Yes,0.00,0.00
Q8C854,-0.006308,No,0.96,0.96
Q8C863,-0.03301,No,0.92,0.77
Q8C878,0.08456,No,0.83,0.46
Q8C8M1,0.0232,No,0.94,0.84
Q8C8N2,-0.2153,No,0.31,0.06
Q8C8R3,-0.1794,No,0.46,0.12
Q8C8T8,0.0998,No,0.79,0.39
Q8C8U0,0.01109,No,0.95,0.92
Q8C8V1,-0.7291,Yes,0.00,0.00
Q8C9B9,-0.3433,Yes,0.04,0.00
Q8C9S4,0.03085,No,0.93,0.79
Q8C9W3,-0.1304,No,0.68,0.26
Q8C9X6,-0.5426,Yes,0.00,0.00
Q8CA71,0.1238,No,0.70,0.28
Q8CA72,0.04392,No,0.91,0.70
Q8CA95,-0.04392,No,0.91,0.70
Q8CAF4,-0.2276,No,0.27,0.05
Q8CAK1,-0.1093,No,0.76,0.34
Q8CAQ8,-0.06356,No,0.89,0.58
Q8CAS9,-0.0629,No,0.89,0.58
Q8CAV0,-0.04945,No,0.91,0.67
Q8CAY6,-0.02431,No,0.94,0.83
Q8CB44,-0.1295,No,0.68,0.26
Q8CB77,-0.3398,Yes,0.04,0.00
Q8CBC4,-0.2939,No,0.10,0.01
Q8CBD1,-0.7415,Yes,0.00,0.00
Q8CBE3,-0.1745,No,0.49,0.13
Q8CBG9,-0.008707,No,0.96,0.94
Q8CBQ5,0.09415,No,0.80,0.41
Q8CBR6,-0.05275,No,0.90,0.65
Q8CBW3,0.03749,No,0.92,0.74
Q8CBW7,-0.07052,No,0.86,0.54
Q8CBY0,-0.01094,No,0.95,0.92
Q8CBY1,0.02475,No,0.94,0.83
Q8CBY3,-0.1984,No,0.38,0.08
Q8CBY8,-0.1337,No,0.66,0.25
Q8CC12,0.1615,No,0.54,0.16
Q8CC21,0.1191,No,0.72,0.30
Q8CC27,0.2565,No,0.18,0.03
Q8CC35,0.06939,No,0.87,0.55
Q8CC84,0.04533,No,0.91,0.69
Q8CC86,-0.1824,No,0.45,0.11
Q8CC88,-0.05858,No,0.89,0.61
Q8CCA0,0.02743,No,0.93,0.81
Q8CCB4,0.04916,No,0.91,0.67
Q8CCF0,-0.09939,No,0.79,0.39
Q8CCH2,-0.1782,No,0.47,0.12
Q8CCH7,-0.04698,No,0.91,0.68
Q8CCJ3,-0.07772,No,0.85,0.50
Q8CCJ9,0.01429,No,0.95,0.90
Q8CCK0,-0.3428,Yes,0.04,0.00
Q8CCM6,-0.05791,No,0.89,0.62
Q8CCN5,-0.04254,No,0.91,0.71
Q8CCP0,-1.453,Yes,0.00,0.00
Q8CCS6,-0.2119,No,0.33,0.07
Q8CD10,-0.0766,No,0.85,0.51
Q8CD15,0.3152,No,0.07,0.01
Q8CD26,-0.002664,No,0.96,0.98
Q8CD54,-0.1151,No,0.73,0.32
Q8CD92,0.2133,No,0.32,0.06
Q8CD94,0.3152,No,0.07,0.01
Q8CDA1,-0.0362,No,0.92,0.75
Q8CDD9,-0.1936,No,0.40,0.09
Q8CDG3,0.03194,No,0.92,0.78
Q8CDJ8,-0.08428,No,0.84,0.46
Q8CDM1,0.5129,Yes,0.00,0.00
Q8CDM8,-0.03248,No,0.92,0.78
Q8CDN6,0.1521,No,0.59,0.19
Q8CE33,0.124,No,0.70,0.28
Q8CE46,-0.1437,No,0.62,0.21
Q8CE50,-0.01697,No,0.94,0.88
Q8CE64,-1.228,Yes,0.00,0.00
Q8CE90,-0.04459,No,0.91,0.70
Q8CE96,0.06517,No,0.88,0.57
Q8CEC0,0.1032,No,0.78,0.37
Q8CEC6,-0.09223,No,0.81,0.42
Q8CEE6,0.1773,No,0.47,0.12
Q8CEE7,0.01723,No,0.94,0.88
Q8CEF1,-0.1619,No,0.54,0.16
Q8CEI1,0.04517,No,0.91,0.69
Q8CES0,0.03034,No,0.93,0.79
Q8CF89,-0.03059,No,0.93,0.79
Q8CFD4,-0.2445,No,0.22,0.03
Q8CFE2,0.1046,No,0.77,0.36
Q8CFE3,-0.02706,No,0.93,0.81
Q8CFE4,-0.01768,No,0.94,0.88
Q8CFE6,-0.2308,No,0.26,0.05
Q8CFG0,-0.1278,No,0.69,0.27
Q8CFG9,-0.6386,Yes,0.00,0.00
Q8CFH6,0.05172,No,0.90,0.65
Q8CFI0,0.02092,No,0.94,0.86
Q8CFI5,0.07832,No,0.85,0.50
Q8CFI7,0.1287,No,0.68,0.26
Q8CFJ9,-0.128,No,0.69,0.27
Q8CFK2,-0.1675,No,0.52,0.15
Q8CFQ3,0.07539,No,0.86,0.51
Q8CFT2,0.07879,No,0.85,0.49
Q8CFV9,0.04892,No,0.91,0.67
Q8CFW7,-0.3495,Yes,0.03,0.00
Q8CFX1,-0.07759,No,0.85,0.50
Q8CG03,0.1946,No,0.40,0.09
Q8CG14,-0.5321,Yes,0.00,0.00
Q8CG19,-0.4723,Yes,0.00,0.00
Q8CG46,-0.1973,No,0.39,0.09
Q8CG47,0.1135,No,0.74,0.32
Q8CG48,0.1836,No,0.44,0.11
Q8CG50,-0.2425,No,0.22,0.04
Q8CG64,-0.02265,No,0.94,0.84
Q8CG70,-0.1984,No,0.38,0.08
Q8CG72,-0.1007,No,0.78,0.38
Q8CG73,-0.08065,No,0.84,0.48
Q8CG76,-0.009169,No,0.95,0.94
Q8CG79,0.01814,No,0.94,0.87
Q8CGA0,-0.04277,No,0.91,0.71
Q8CGB3,-0.1625,No,0.54,0.16
Q8CGB6,-0.05735,No,0.89,0.62
Q8CGC4,0.01885,No,0.94,0.87
Q8CGC6,-0.1537,No,0.58,0.18
Q8CGC7,0.06028,No,0.89,0.60
Q8CGE9,-0.2574,No,0.18,0.03
Q8CGF1,-0.04343,No,0.91,0.71
Q8CGF6,-0.02119,No,0.94,0.85
Q8CGF7,0.1245,No,0.70,0.28
Q8CGI1,-0.05999,No,0.89,0.60
Q8CGK3,-0.02396,No,0.94,0.84
Q8CGM2,-0.261,No,0.17,0.02
Q8CGN4,0.02269,No,0.94,0.84
Q8CGU1,-0.1361,No,0.65,0.24
Q8CGV9,0.3075,No,0.08,0.01
Q8CGY8,0.07294,No,0.86,0.53
Q8CGZ0,0.04329,No,0.91,0.71
Q8CH02,-0.07211,No,0.86,0.53
Q8CH09,-0.1052,No,0.77,0.36
Q8CH18,0.03185,No,0.92,0.78
Q8CH25,0.02374,No,0.94,0.84
Q8CH72,0.001517,No,0.96,0.99
Q8CH77,-0.1028,No,0.78,0.37
Q8CHC4,-0.04502,No,0.91,0.70
Q8CHD8,0.09652,No,0.80,0.40
Q8CHG3,0.04739,No,0.91,0.68
Q8CHG7,-0.05549,No,0.90,0.63
Q8CHH9,-0.08449,No,0.83,0.46
Q8CHI8,-0.7965,Yes,0.00,0.00
Q8CHK3,-0.2211,No,0.29,0.05
Q8CHK4,-0.171,No,0.50,0.14
Q8CHP0,-0.3913,Yes,0.01,0.00
Q8CHP5,-0.2647,No,0.16,0.02
Q8CHP6,-0.2996,No,0.09,0.01
Q8CHP8,0.05996,No,0.89,0.60
Q8CHQ0,0.05713,No,0.89,0.62
Q8CHS8,-0.007777,No,0.96,0.95
Q8CHT0,0.1039,No,0.77,0.37
Q8CHT3,-0.0983,No,0.79,0.39
Q8CHU3,-0.0487,No,0.91,0.67
Q8CHV6,0.05018,No,0.91,0.66
Q8CHW4,0.05691,No,0.89,0.62
Q8CHX6,-0.5641,Yes,0.00,0.00
Q8CHY3,0.01074,No,0.95,0.93
Q8CHY6,0.004022,No,0.96,0.97
Q8CHY7,-0.1565,No,0.57,0.17
Q8CI03,0.426,Yes,0.00,0.00
Q8CI04,0.01015,No,0.95,0.93
Q8CI08,-0.06129,No,0.89,0.59
Q8CI11,0.1998,No,0.38,0.08
Q8CI32,0.02468,No,0.94,0.83
Q8CI33,0.031,No,0.93,0.79
Q8CI43,-0.2429,No,0.22,0.03
Q8CI51,0.1032,No,0.78,0.37
Q8CI59,-0.4058,Yes,0.01,0.00
Q8CI61,0.01184,No,0.95,0.92
Q8CI70,0.09706,No,0.80,0.40
Q8CI71,-0.02173,No,0.94,0.85
Q8CI75,-0.06097,No,0.89,0.60
Q8CI78,-0.4139,Yes,0.01,0.00
Q8CI94,-0.146,No,0.61,0.20
Q8CI95,0.07373,No,0.86,0.52
Q8CIA9,-0.09835,No,0.79,0.39
Q8CIB5,-0.1256,No,0.70,0.28
Q8CIB6,-0.07863,No,0.85,0.49
Q8CIC2,0.09485,No,0.80,0.41
Q8CID0,-0.2398,No,0.23,0.04
Q8CID3,-0.2798,No,0.13,0.02
Q8CIE4,-0.006501,No,0.96,0.96
Q8CIE6,0.01055,No,0.95,0.93
Q8CIF4,-0.3743,Yes,0.02,0.00
Q8CIF6,-0.1113,No,0.75,0.33
Q8CIG3,-0.07357,No,0.86,0.52
Q8CIG8,0.1701,No,0.50,0.14
Q8CIG9,-0.09456,No,0.80,0.41
Q8CII2,0.323,No,0.06,0.01
Q8CIL4,0.07136,No,0.86,0.54
Q8CIM3,-0.2955,No,0.10,0.01
Q8CIM8,-0.00187,No,0.96,0.99
Q8CIN4,0.1217,No,0.71,0.29
Q8CIT9,-0.2426,No,0.22,0.04
Q8CIV2,-0.3783,Yes,0.02,0.00
Q8CIV8,0.1843,No,0.44,0.11
Q8CJ12,-0.1179,No,0.73,0.31
Q8CJ19,-0.1734,No,0.49,0.13
Q8CJ26,-0.0182,No,0.94,0.87
Q8CJ40,-0.04938,No,0.91,0.67
Q8CJ53,-0.1832,No,0.45,0.11
Q8CJ61,0.1225,No,0.71,0.29
Q8CJ67,-0.1589,No,0.55,0.17
Q8CJ69,-0.03326,No,0.92,0.77
Q8CJ78,-1.34,Yes,0.00,0.00
Q8CJ96,-0.01553,No,0.95,0.89
Q8CJF7,-1.249,Yes,0.00,0.00
