"uniprot","main_gene","protein_name","I3_1","I3_2","I3_3","I3_4","I9_1","I9_2","I9_3","I9_4","I15_1","I15_2","I15_3","I15_4","I21_1","I21_2","I21_3","I21_4","pval","Phase","Amplitude"
"P35564","Canx","Calnexin",7277144.99928665,6781960.85935111,6132010.47372115,6132038.13892875,6663674.60316834,6450104.41653984,6246051.50615261,5845681.18000709,6498831.44182749,6269672.50457208,6400400.08089029,6364592.14383793,7015868.04221393,6088092.85005829,5650133.19254959,6584689.68080715,0.288162133531305,2.61,76236
"P35569","Irs1","Insulin receptor substrate 1",157214.159229111,177335.788909623,148931.029121231,169794.82276548,131837.899574045,179651.805015752,183702.515435346,150936.019037528,162230.392113765,173697.302988356,171942.882810389,141637.499380972,128308.489190935,177959.751925044,154540.045508288,135860.64242854,0.184125796212024,9.96,4454
"P35576","G6pc","Glucose-6-phosphatase",964965.837145071,1231114.55595141,1479979.0465427,1145883.78364596,1034344.91761114,1103860.06936534,1315031.21434862,1339336.27246716,1265956.48136728,1078605.20921059,1198500.21554696,1155097.45546584,1094866.48525419,1121099.58740163,1508309.70215966,1402614.23212648,0.262374995672894,23.5,35003
"P35601","Rfc1","Replication factor C subunit 1",29102.0055784319,30544.9981325497,30170.9181928036,32052.8463909473,35919.1734863053,33451.6608383515,35256.7651847066,33424.096453276,29890.6108433361,24382.4390728199,44110.9786264064,38991.8283545751,23795.2799202763,24506.6827985857,42723.3779562483,38375.8650496922,0.184125796212024,12.69,1982
"P35700","Prdx1","Peroxiredoxin-1",49768599.6900994,40814478.4216674,43384795.4919101,45939847.2022581,42255284.1534311,45893510.8986286,40898844.8604288,44217112.6812414,46462029.4109182,46831647.9667923,45991500.0205214,41992051.8716682,43845735.4516512,39864212.2193496,41837387.0771993,43720756.3732859,0.114972930685014,13.65,393388
"P35762","Cd81","CD81 antigen",954753.392337084,1179914.85521688,815338.179735961,734890.693977452,994545.318854092,856854.606811053,807394.029418034,773396.646054947,1015368.18745125,887001.189968996,840701.956570159,873263.695687955,895180.494417669,969608.353048218,975986.047921247,750977.052317289,0.219906178338852,22.02,19532
"P35821","Ptpn1","Tyrosine-protein phosphatase non-receptor type 1",758898.729945856,639056.504920547,562666.80671266,747060.406138642,671778.712286924,625241.942639962,656655.158030648,595600.947029609,660157.021642698,690060.186754265,668942.409618732,673634.899769783,644978.840230889,612116.253021399,666139.516434267,645942.546933683,0.143901630241577,19.95,4206
"P35831","Ptpn12","Tyrosine-protein phosphatase non-receptor type 12",85257.938516575,56802.8143973069,66965.0483443158,90894.8840165698,70247.5837284564,74164.2887413003,79174.1143475191,93991.0735704996,71951.4040828763,103773.392725608,65552.8463368309,79578.5828533068,73603.9027419717,64005.7594235784,61908.3453359052,87961.0099437158,0.184125796212024,12.45,4088
"P35917","Flt4","Vascular endothelial growth factor receptor 3",40803.4913723473,20595.7031093423,46883.658207182,50732.9748592934,28811.2781764029,34482.3625381577,47829.9262067138,55936.6138340046,32853.214941837,41431.9582868291,54878.0268901173,53782.2236749067,20764.3526558976,28044.6417440199,54845.0859773878,50792.1339671711,0.169240514608877,13.84,3264
"P35918","Kdr","Vascular endothelial growth factor receptor 2",45339.5418049312,47088.1158778362,79683.6399094226,92138.386708272,46795.0893952645,86377.2182498873,75214.7529235508,70965.335944429,33637.1320547116,16805.6242362386,75420.4881384751,80512.9912799976,58087.2162327306,141636.511353627,75222.3895313199,81100.197140188,0.133396167882644,2.83,9518
"P35979","Rpl12","60S ribosomal protein L12",8859628.56283653,7254424.67337545,9039189.52478458,10633690.689042,8720929.36614273,8409355.73284188,9051008.61745505,9129997.69617621,8103906.2276039,8860170.63494381,10125848.5710154,10688219.0765244,9154172.85245035,8523650.35010593,8915630.95707053,9754397.28463036,0.219906178338852,17.5,243512
"P35980","Rpl18","60S ribosomal protein L18",3559968.67454437,3285524.10991941,4734248.64407486,3594064.2092637,3025935.86308924,2601593.64937846,3746128.28850297,3878788.96303821,2580916.7720248,3323500.15640133,4891067.63555347,5660811.805361,2605150.08870913,2714774.36534148,5095426.00592418,3504079.00375111,0.317435108737141,18.58,235752
"P36371","Tap2","Antigen peptide transporter 2",1099451.91461186,803558.014033986,1016044.38515216,1312091.02188154,767964.228219415,870548.582548894,975025.22399471,859015.486819017,836862.645431516,804934.319000946,927384.476071769,1016291.01059207,782844.901005041,719971.754368462,950507.426300498,1005513.49810172,0.133396167882644,3.69,58666
"P36423","Tbxas1","Thromboxane-A synthase",121897.841357198,101336.91725515,125200.502675858,110553.856801616,86102.325246475,105783.760743587,172260.605144651,122318.619094618,103401.078994026,107265.302622954,133358.23280733,152424.803605346,106607.542083799,84300.6003669335,114823.541252593,92654.3029826566,0.122991117852334,11.94,10364
"P36536","Sar1a","GTP-binding protein SAR1a",1030667.18951008,938826.812625448,1037364.86667538,858046.632498177,870535.983293994,734044.984720805,872342.262781205,919500.448742438,969237.307767306,823370.399779541,1174282.8412869,1056803.17898553,816156.794683018,1005687.59499243,1128843.36594974,904443.006271406,0.114972930685014,20.77,90942
"P36552","Cpox","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",7717361.52131855,6805666.72854046,6575111.52179679,7247115.81197653,7091883.28755916,6994182.29614221,8921583.68491,7324655.68868551,7434006.6730439,6303700.81151672,7097547.54618825,6545169.67503082,7195260.36225613,6135396.89488808,6372533.91923049,8135451.54347951,0.143901630241577,8.71,284560
"P36916","Gnl1","Guanine nucleotide-binding protein-like 1",728297.6746609,761888.657012698,638177.909447293,728605.400937974,688598.132226302,732849.439193849,695479.264758872,665654.512888944,726576.190615217,699191.169734379,697786.079790263,730178.368711541,798619.87044678,758522.92066703,706087.458273678,759367.423210559,0.0664949120775167,22.33,23054
"P36993","Ppm1b","Protein phosphatase 1B",1283727.44129573,1257078.72279147,1119172.78866829,1086028.09172712,1104858.24463165,1329890.30625366,1246213.61980065,1239362.31449709,1190796.19880495,1183127.05922255,1190045.3613187,1303957.42081287,1203083.02100433,1238617.43760218,1170560.29496689,1214782.91317085,0.239425905032043,13.25,17834
"P37040","Por","NADPH--cytochrome P450 reductase",13933067.4638876,12696448.1999837,13521610.0719416,11903708.7989351,15691792.5027801,14924923.8214728,16690921.4501081,13311804.1875406,14183159.1851769,19868432.4378724,12745060.8186331,10925002.7386614,15523802.136813,13466899.6624269,12943193.1456339,14626470.9419246,0.114972930685014,12.5,790094
"P37804","Tagln","Transgelin",554778.992475361,711000.572704752,647345.877339555,1275799.85043156,523899.016090725,803372.910194339,646745.148356674,530518.826393761,591203.869680998,1323631.88280713,1228249.00353152,535166.306397686,1235417.11926758,582342.511061925,1218644.74849743,726181.229447742,0.133396167882644,21.04,149840
"P38060","Hmgcl","Hydroxymethylglutaryl-CoA lyase, mitochondrial",15194159.9226307,14637135.214993,14724149.274444,14725036.868567,13295472.7541415,14577587.5279492,14998896.2659245,14929018.1748782,15233272.8905248,13281042.6210075,14570188.9436327,13733803.8556771,15010375.2033501,13434401.6277078,14005595.3270166,15117696.6453557,0.155780990214867,3.93,226613
"P38532","Hsf1","Heat shock factor protein 1",10222.7217035892,11381.7793725849,17380.1439129374,22797.9302132932,11000.3005328488,14520.232682319,15571.1223950255,9016.9915338558,11602.1812890659,15591.0943139833,15588.7439770956,21456.8969639922,11541.57734102,12017.0674386349,26198.0249611887,14459.2263313066,0.122991117852334,20.81,1987
"P38647","Hspa9","Stress-70 protein, mitochondrial",22156907.2876942,20586490.7771296,21849745.2748077,22331674.2284157,20427309.1276199,22129832.0609631,20509065.0210696,22495837.6095962,21622120.085344,25285206.4072409,21328016.9187301,21265579.3937581,20714670.1126263,20895274.712162,19835249.0520108,21625970.2195275,0.155780990214867,13.98,395086
"P39039","Mbl1","Mannose-binding protein A",94807.0064292665,80567.4507435504,114199.082134982,146290.870689042,100527.269288634,100867.83746241,128863.622174695,179298.78446825,101917.583197171,78361.9016910943,235901.079471985,170995.669852057,77296.6958625453,74336.9318135612,83461.5001202971,84278.5993636969,0.0539461393503313,12.26,27210
"P39061","Col18a1","Collagen alpha-1(XVIII) chain;Endostatin",509307.803159573,567587.16190208,427268.946328893,489560.820111208,558908.604187442,514319.163023766,434038.024384804,372444.417158939,440136.528428116,498480.770624511,305260.757758893,361657.560511209,497142.516299913,357204.026968577,341808.266324244,381407.042506427,0.0749192288467448,6.33,34700
"P39098","Man1a2","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",135095.064258342,174361.721382836,164628.842902313,182466.902777622,170858.994709623,151911.515401965,249568.432791719,189266.944781413,162049.603767534,193070.15849612,208678.006393429,186091.88808528,162468.680908559,165758.591991336,122112.061705206,173237.732450609,0.0807674488098014,12.48,18446
"P39447","Tjp1","Tight junction protein ZO-1",2314663.81230847,1904004.47852542,1967094.12042097,1965837.05652837,2268635.14537031,2261611.08885718,2114491.16042381,2251146.4075977,2121227.65774747,2604902.11227125,1956613.88029317,2191844.98050221,2128441.66090493,1987865.82712714,2080442.27689239,2022219.51391571,0.0697961097033575,12.94,110991
"P39749","Fen1","Flap endonuclease 1",40909.2207765017,53830.6390319355,53866.4683757996,44788.8574451279,34239.3402973109,49515.1151085342,51439.3165555515,51839.9427927656,36024.8965872651,45596.0073740737,51836.5534210503,63029.8454165457,32331.8522458605,46252.2970090794,43023.8596786143,38896.4137982325,0.133396167882644,10.46,2522
"P40124","Cap1","Adenylyl cyclase-associated protein 1",3705411.93883286,3226906.00465531,3564186.96933229,3905388.91376487,3370138.66927127,3357035.61710071,4003396.45781564,3109640.11619225,3481477.06361674,3732842.80074906,3869659.37936742,3617659.70296056,3596605.28610988,3001438.3325662,3888573.51977872,3989112.76647735,0.201155483439201,20.14,78831
"P40142","Tkt","Transketolase",20266242.6614482,21492984.2598256,19350048.9125533,18371156.9874342,18668953.8364594,20206687.3626752,17318147.5754497,20223049.5280299,18176141.039549,17628479.6598051,17254120.8445066,19149510.9114381,21715755.8699741,18676745.4581297,19135262.9821371,15709593.3405819,0.105578694433708,4.62,704257
"P40201","Chd1","Chromodomain-helicase-DNA-binding protein 1",32644.1472926534,19984.405015224,28007.1879166887,26342.9238098475,34627.0457025452,25176.2991814267,24177.6389003017,32364.1885200684,36544.2927112429,33601.7325029161,32734.2330520419,34347.4941144087,29071.1631625496,30247.2469759436,41984.256276849,29143.8244803924,0.0585976261075685,17.17,2724
"P40237","Cd82","CD82 antigen",1332335.92647071,1275754.07788223,1606420.59616462,1579772.9634929,1180633.70846085,1393236.58326993,1454593.85625989,1596070.57942784,1108834.08065042,1073830.24778414,1520151.81238266,1538865.69289331,1173243.38168875,1186739.87697069,1625372.83121302,1322804.73995973,0.143901630241577,5.7,46680
"P40336","Vps26a","Vacuolar protein sorting-associated protein 26A",1042858.48838046,873198.450406617,1159584.34501933,1254766.53221762,1106368.28644176,1095721.02693546,1369008.73041969,1226232.64573265,1065629.95270002,1209120.58319848,1234035.08444684,1323281.82487883,969426.956370887,950612.033657381,1209891.17904997,1217994.73450428,0.133396167882644,13.16,74777
