"uniprot","main_gene","protein_name","U1_V3_1","U1_V3_2","U1_V9_1","U1_V9_2","U1_V15_1","U1_V15_2","U1_V21_1","U1_V21_2","U1_I3_1","U1_I3_2","U1_I9_1","U1_I9_2","U1_I15_1","U1_I15_2","U1_I21_1","U1_I21_2","U2_V3_1","U2_V3_2","U2_V9_1","U2_V9_2","U2_V15_1","U2_V15_2","U2_V21_1","U2_V21_2","U2_I3_1","U2_I3_2","U2_I9_1","U2_I9_2","U2_I15_1","U2_I15_2","U2_I21_1","U2_I21_2"
"P46664","Adss","Adenylosuccinate synthetase isozyme 2",3011814.91759198,3274614.96742656,3384166.74996288,3066200.07471503,3161478.13940701,3185323.5241297,3340555.36627936,3267210.97074476,3127820.12899429,3380580.82908078,3177622.78992642,3119396.29989227,3408322.17505338,2926549.11932038,3037178.99079925,2764897.90515789,2849609.60363763,2988225.2594161,3001237.74808739,2773187.24570201,3110473.00823603,2987326.31020624,2953905.87071394,2841460.10067963,2621136.48306609,2779522.29419221,2913443.75176204,2971269.24487391,2928624.6192423,3154602.40267143,3074806.38978194,2995308.6802142
"P46718","Pdcd2","Programmed cell death protein 2",72928.4744823991,107949.467548922,106447.004818875,89480.6450810924,86269.5445282299,114727.15490507,108224.543497839,86857.3657267389,79593.7947002052,88994.314042052,103902.996209055,85179.0356583058,110618.049192861,93381.4439192696,62189.2259721517,78187.1463346539,120660.800064331,155407.901668102,104475.83085838,130748.013833799,111894.872227958,159914.88848801,109408.516105262,117195.389836561,159674.805383782,153899.091018182,173545.022413803,147132.157447295,146911.145216668,128701.9777136,138446.807294083,155478.319867383
"P46735","Myo1b","Unconventional myosin-Ib",6130855.86156718,6159731.87323956,6157900.25614057,6031838.2685058,6638404.74264323,6401748.79364195,6364550.80089318,6376589.05163849,7203240.69664257,7321192.00571827,7330597.96830373,6941253.32506604,7146993.56953954,8393479.68995791,6885059.69655081,7333537.6687333,6210377.15416816,6169143.91957097,6372642.47753721,5813777.68234754,6489592.02692109,6168076.78028735,6359194.52963788,6251536.89322345,7127187.15265165,7122795.01207917,7317597.37861458,7354585.93589249,7348050.6008039,7844892.79059685,7837180.47589662,7240368.82770016
"P46737","Brcc3","Lys-63-specific deubiquitinase BRCC36",771656.859380106,750709.48867358,831426.536420927,746572.380589894,697438.556453988,578710.801183982,703064.624506533,606760.219379758,828622.539292802,584024.529065667,719557.688730619,768755.58223053,696460.168626464,811752.314206638,631015.098469204,682692.745273627,805914.997379093,863643.29868271,805651.152345943,796197.067120935,934444.357022737,851390.254893658,766352.493258925,807522.724875964,668864.791006505,813157.487938869,922853.135596497,786370.514056918,846081.433528742,876009.936074983,850540.876397765,867617.988670921
"P46935","Nedd4","E3 ubiquitin-protein ligase NEDD4",3103931.49864943,3124787.29710691,3128362.34031687,3186176.54770178,3228809.47106844,3544981.51024305,3413201.52663512,3044067.36762463,3049847.11712947,3663872.01313066,3856206.2515515,4108893.11701788,3781019.86873113,4171803.02285927,3268162.77997223,3007704.05808482,3167328.0822338,3043477.22847908,3258827.54781411,3512881.83862039,3382814.29896181,3252703.68040102,3168761.28820705,3180689.33566989,3109846.35647934,3450591.8325937,4150950.88543621,3938065.65049937,4089413.5918981,3901423.46578095,3734713.06819631,3452161.95733209
"P46938","Yap1","Transcriptional coactivator YAP1",104160.20731662,91139.8389119442,85842.8459827926,105691.11624541,99742.2412141877,84504.8424513725,96483.2265658827,98937.6137173865,84002.4071308574,88742.965578755,102959.286583547,98020.1819898189,87589.6353100608,95233.740382842,83045.6395666801,89527.8798240657,102589.279754224,95315.0549989429,113011.07104634,86342.8548946806,114241.823400046,94357.5297961045,93318.2295490742,68532.6579902687,66229.4260442355,97980.7357640558,72593.6017226968,81621.0205860505,90740.5274525038,88052.4292931229,98315.9934327911,88244.7345702534
"P46978","Stt3a","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A",4296424.54397499,4099987.6188196,4355749.96653797,4102313.7867824,4155987.85544085,3568741.18859152,4066918.99829215,4270104.43627591,4175227.44147627,3904027.19867053,4619077.57803272,4025533.80523592,4321281.49507855,4251101.94718678,4311146.53353488,3944885.69989874,4114720.59755906,4993627.26954233,5057348.89594048,5658944.92340051,4663921.73142383,4409622.00213643,4742946.09200609,5417010.20565092,4272401.30901089,4457450.92212468,4414895.78372647,4424657.86269215,4245148.13779963,4532430.24489427,4160853.67927327,4676718.31152281
"P47199","Cryz","Quinone oxidoreductase",10946044.4021985,12131293.1239175,12660333.2467332,12678416.2765541,12042088.4697384,12987025.3372942,12941171.537825,11593654.2251953,11787508.2819474,12906543.487807,11897462.4739312,12465765.6982787,12790533.4619756,11262739.1288678,13309053.0093163,12788950.182655,11639697.6201703,11152660.4812941,11126842.3176616,10623739.6002361,13685224.673541,13774995.6678567,11457459.3547337,10773621.4425906,11213132.8719019,12503036.0507809,12150541.6822669,13700605.5391411,13118488.7631199,12993803.7833304,12529626.4206217,11876007.6264315
"P47738","Aldh2","Aldehyde dehydrogenase, mitochondrial",116728039.24436,125802357.397786,124496593.644294,128757072.504333,129433544.076652,146835706.376381,126728300.423707,127220880.280556,128322900.391761,131108171.119113,115473517.016691,119606318.85292,129501982.349112,125596819.071162,125760021.83353,125246015.796146,135275341.037045,112168079.45772,108262294.650827,125275932.627881,134944102.281062,147063645.211267,127744201.715327,106344340.878937,122090743.603129,135166334.46632,111976804.109787,133674250.145921,128330889.706962,117808836.316104,113830519.136396,120384017.866605
"P47740","Aldh3a2","Fatty aldehyde dehydrogenase",21556834.8018211,24050055.6331411,24822485.6755555,24242282.3717525,26604530.565087,24687639.5204006,23657923.0486159,23834076.9454446,23828052.8406787,23088980.2490212,21253762.6070264,22512194.3346811,25833550.8501519,13805119.0531488,20401741.9352406,24114591.8384289,24320209.2269373,21588480.6703261,19013900.0158511,22699218.2187533,21169868.3551598,27584083.8916001,27283835.4486926,20505758.2071393,20748092.5807066,26729179.8015147,20139608.6526836,26137976.3427028,27135409.7110773,18638973.3027288,21659744.4921212,21913751.142136
"P47753","Capza1","F-actin-capping protein subunit alpha-1",1059956.32483963,1217079.01455416,1208955.61867605,1103128.12490189,1196366.68508383,1215015.59580406,1151790.00944936,1144761.07404327,1129974.50806354,1311890.91457465,1107827.78710215,1161813.89761281,1025977.79434243,1141809.08222539,1168380.37974,1072967.1106467,1028518.08188448,1056228.18572066,1104635.16547791,1086946.88542991,1087845.15745152,959659.558887033,1050272.48398847,987782.673367579,1004353.884272,1046665.89890815,1050319.0566619,954902.746685147,1032164.15162033,1079955.64452226,1108165.9235584,1055858.89157499
"P47754","Capza2","F-actin-capping protein subunit alpha-2",4187192.99077937,4661501.68597706,4497076.08477145,4311915.24212247,4259004.6151943,4542744.70789893,4777772.62599228,4808633.83565101,4436570.70575409,4748386.84765264,4567433.95256177,4667834.19157431,4829408.73994932,4871125.45404069,4964353.26530697,4332556.62209678,3934806.3193622,3670777.27715808,3833720.24888774,4172138.1993049,3728994.78936092,3816763.09034478,3881210.726318,3547944.78009722,3794205.26286567,3934130.19847007,4018741.43848894,4003861.2158778,4251188.44107316,4217468.17290086,4432837.83517487,4263066.95963479
"P47758","Srprb","Signal recognition particle receptor subunit beta",2421116.10553789,2693825.02251874,2393340.72096852,2253974.01228779,2443866.22879425,2083665.28532238,2520064.6547806,2606476.6916135,2412960.42528377,2040132.35906194,2501778.70083802,2149897.52185129,2249112.72436928,2098771.59728015,2421337.97959853,1957927.97289222,2227866.45157927,2802956.60807346,2416734.04414804,3055508.48260111,2484010.37774884,2349466.39921175,2456942.27948783,2884942.00416738,2196505.48801959,2139573.12737763,2471054.41834794,2323784.40338902,2392576.06381187,2361492.89533554,2067632.40990994,2323966.92262918
"P47791","Gsr","Glutathione reductase, mitochondrial",2709288.83962074,2847162.15763579,2972526.80544495,2904839.83265414,2737557.47936149,2743906.861242,2498807.70362033,2646063.5627359,2883356.83261765,2717576.84071488,2913263.5787167,2788612.30332376,2789425.34540863,2932527.19508225,2747627.43316664,2655127.60740834,2865924.74383477,2666699.66178008,3022804.83347518,2519049.48035969,2711981.28736032,2890074.3233536,2575814.55687733,2641849.29846238,2773132.66091228,3115474.92156809,2835280.86078867,2619157.93724954,2751452.81699329,2478688.18207656,2897750.77790837,3078932.18829449
"P47802","Mtx1","Metaxin-1",1892519.35276716,1699416.69228812,2694985.58961184,2254951.68599282,2586635.01351087,2414138.58836887,2451618.71768871,2841084.00645052,2467005.51606673,2379836.24885811,2291839.85547629,1505370.89661936,2645136.80812078,2366450.47737914,1748099.02469947,2353068.34379918,2264392.26139916,2700247.06138505,2397726.78140124,2444809.42254936,2540020.11196799,2553992.20120909,2637876.45700739,2538113.4058505,2284155.92340065,2553124.83457876,2440350.44640158,2255220.88664744,2588261.15673226,2243927.05515623,2147888.6987379,2195714.9911031
"P47809","Map2k4","Dual specificity mitogen-activated protein kinase kinase 4",889886.578341021,800066.474660681,881521.012303513,910310.598973261,953448.25874191,828319.90174682,799636.341781626,768607.153129879,948219.108776831,912025.451531113,847842.667816807,949201.427762077,936239.842380898,933822.659545229,849480.021768706,854828.428863788,1043684.27552463,1025324.05648984,1032971.97641004,983035.269170128,1004020.3423444,966942.299446022,1000912.4327278,1046648.08594037,958073.884585311,968787.712409486,976363.635502092,999361.741461989,949618.148625309,1055782.51301059,921015.260564167,980488.492559405
"P47811","Mapk14","Mitogen-activated protein kinase 14",1271313.09751474,1071093.98491113,1084459.22056426,1056815.4479371,1140951.88170512,1083978.3263323,1137147.28905108,1162572.7199856,1151366.6207593,1030792.91352832,1151498.08812368,1134756.41216639,1132919.19191993,1096519.11661799,1212740.68183823,1069793.54267671,1030085.87572361,1189209.80423571,1059962.70827982,1003247.85762197,1151829.18491189,1022651.99739797,1080909.19139721,1080175.72015729,1040577.67046276,964308.315386906,1137426.59546908,961278.929705819,1017301.17262209,1143310.09164836,984637.779049293,1084963.06425858
"P47856","Gfpt1","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1",1499744.3682855,1567435.79497856,1555930.67190944,1427799.57155593,1483883.83923935,1435189.24005535,1568261.23044379,1648735.96333737,1563820.79350789,1249875.47257944,1226958.9418881,1125233.64385078,1595352.42535725,1143837.39871204,1306977.32395846,1273648.28299694,1389241.06620269,1511274.86234439,1607014.16212338,2140439.63284656,1439154.10917853,1486370.94106791,1413300.60841658,1545250.58783282,1064698.60949151,1207280.03265907,1284528.86444958,1366894.31115583,1423872.17321634,1587530.79084228,1243203.36951953,1362658.61916423
"P47857","Pfkm","ATP-dependent 6-phosphofructokinase, muscle type",1856295.91178945,1898487.87211487,2040502.4342957,2187960.50057424,1899766.13744055,2037648.3327196,2175967.51896183,1824644.61038037,1944903.54429496,1948733.49858373,1706869.10419201,2486520.33462899,2004674.38300612,2116497.33021886,2048120.69451491,3248569.63573391,2436328.50475771,2193961.57703544,4642673.35244614,2358821.40970573,2271339.05212164,2368366.25647782,1974167.95498707,1846793.16776897,1901753.51767196,2278766.6893169,1730520.21654705,2109346.24188816,2096073.64154811,2053431.55584081,2191985.56585018,1775057.85131065
"P47877","Igfbp2","Insulin-like growth factor-binding protein 2",90975.7951144898,74137.6595378828,87719.2942767634,84388.2200394234,100163.687169561,65245.7508394649,84544.7740683571,92815.3034910444,69078.1218035706,61380.8938313427,51403.3322366105,75009.9236718883,52153.1533953754,86421.3912323168,81326.8632584614,88659.8709367554,100099.291685791,125443.609284807,119803.293733212,118583.674732002,138511.056775357,131191.921060974,112728.49787663,149832.184116415,125231.538258557,125646.799379197,170047.126741484,127940.099857248,113560.436049763,121929.988941105,83200.7885547769,120038.559392672
"P47879","Igfbp4","Insulin-like growth factor-binding protein 4",91745.0300601816,83591.2736373165,113617.955920032,126520.588595616,158900.695856671,133386.44760273,103158.045268444,150350.160630367,96742.097611646,98787.5016687406,123759.124333862,107057.964944324,132840.767270259,123055.438450645,89050.9271030421,93815.0556515897,90193.0163914774,88405.2722786551,94630.3331782093,92742.7505088633,130940.735848261,141952.068595139,101477.317714334,121548.516439244,109478.348431922,89683.9292422903,113184.264828556,100685.114372652,115232.252481103,119601.822359199,80214.541989695,112305.291177945
"P47911","Rpl6","60S ribosomal protein L6",3228326.19548638,1454407.66002292,1352451.30082338,1140484.40449926,1463848.21150041,1004745.32840347,1624478.0451833,1819814.97557015,813036.065695497,840979.332670137,1166490.2525011,976532.159368083,936534.827343453,806542.864208926,811127.065133726,1012856.17102467,1033879.84370279,1424297.90809823,1242785.54380526,443535.862962999,1090013.62150781,1128997.73974018,1140007.51974894,1627083.38487178,809748.146492114,734454.801834889,873685.873800953,776814.313248267,927015.501431974,797021.327463971,804438.703674494,999977.831693729
"P47934","Crat","Carnitine O-acetyltransferase",1582550.93956523,1699579.89905993,1657869.22216451,1793275.23307625,1903114.04799042,1597883.03568268,1736303.90211617,1756848.66725924,2189368.5328121,1512196.25662633,1703635.51092685,2081703.84032825,1768929.55944544,2244512.35895174,1671736.7201189,2231109.67105722,2571581.44884768,1676536.99098641,2128299.52397481,3039156.62287475,1852091.04025024,2343049.1092044,1973353.6400498,1515364.09783187,1995231.01886334,1993685.95166307,1571067.13385421,2313243.32067972,1951526.71028044,1500674.93078486,1748520.00437213,1738985.93954785
"P47941","Crkl","Crk-like protein",1742908.77301347,1401863.49642127,1601160.79083584,1602801.597701,1564532.91112957,1713142.68553452,1637216.71503197,1502486.69263803,1642704.7104725,1699898.56054025,1549222.07075623,1700158.28805898,1779799.6144329,1772812.56074131,1654664.6974447,1710724.15253667,1561410.82262922,1467840.5693645,1465550.67974964,1580612.02409182,1688784.68685734,1614712.09505074,1546369.59553766,1570551.45457884,1572582.63975799,1671279.09790329,1666229.14450921,1690040.78488076,1623461.63715347,1756534.66697803,1727509.49043868,1600130.26057694
"P47962","Rpl5","60S ribosomal protein L5",6004268.91447064,6448414.77936054,5615620.82649596,5299910.04828767,5744429.40502755,5779113.19954681,5274300.33983565,5829674.66340646,5341692.76075778,4840946.92602431,5703207.67245733,5106147.34535768,4923667.94190951,5221895.1970527,5246270.9956626,4766449.76188512,5464855.05664815,6318468.9047781,5897476.56891423,6745291.99433238,5944280.61529828,5622948.06142122,6247525.46332798,7026578.13597985,4865832.30555118,5326653.0956921,5283606.38875945,5467723.92694992,5501729.55760008,5689701.51088465,5101421.64805733,5305306.87485008
"P47963","Rpl13","60S ribosomal protein L13",2485030.24764898,2256812.24648066,1599356.2029027,1411784.56180507,1852373.4998754,1383783.6066492,2132959.78061588,2291164.15264272,1334720.04147761,1053366.75002388,1646302.63851004,1181407.89343259,1336459.2913914,1270103.49593045,1349501.76998891,1290388.17616727,1331960.70578043,2243067.32773429,2194570.7688161,1311445.12746793,1945301.21298212,1806570.5384226,2018934.86000789,2762138.37694174,1454663.02144859,1406400.31780623,1639906.09851982,1519889.19821631,1752398.07873676,1568870.35009749,1246018.07547451,1505157.40124515
"P47964","Rpl36","60S ribosomal protein L36",167286.080021484,190761.44418484,124328.990255632,111602.211570023,153965.752560754,87101.9106191441,150268.628254835,160807.568864926,113992.033846308,112993.639843706,134900.774561082,116560.933563533,122339.610649214,130331.067089171,131496.687689051,109240.646053479,186389.875940708,195066.126125689,172236.85232775,147808.189398083,220292.507198313,194463.434836282,226371.845824851,277407.207572487,138731.978020026,168445.530603858,150420.608306155,193006.504076099,220913.422267791,224253.114035725,127571.567079709,174663.001671915
"P48024","Eif1","Eukaryotic translation initiation factor 1",1472107.21430245,1452865.52377044,1271553.58953131,1403045.9241544,1668757.556199,1515453.80205585,1421278.17803478,1618461.10516169,1405553.55162604,1382651.03173811,1486486.81377875,1460548.99627065,1640684.96211357,1844854.98240615,1448564.14014115,1519983.54496713,1286951.25766655,1518992.92674162,1399049.00724979,1380327.77721079,1540434.30959894,1524539.5692899,1491547.58066445,1441925.46214175,1379675.41463526,1315195.74242205,1556298.79129187,1326197.53058017,1420508.67565043,1770293.54884557,1665722.47820349,1736715.16220899
"P48025","Syk","Tyrosine-protein kinase SYK",61984.6560879957,101228.22383803,96684.4285399044,109191.619119702,76799.5401260889,155759.246945716,152409.660098788,114474.560899756,93058.7009262896,151313.587104449,65552.4968219849,78605.0014421493,81085.2721875772,119115.984692428,116082.584404728,93088.2688405448,108104.250653096,76101.2303410301,113734.174490215,134448.589971579,79210.7867687983,78403.6346025731,77916.9990686081,67565.3593940236,86843.4786075119,105295.055250303,71344.3574192017,71399.6190650294,59968.7754932115,66091.6718278254,98729.5296501552,75126.399112424
"P48036","Anxa5","Annexin A5",7730901.5540811,9864931.56355243,8744038.45112449,8483064.50786448,8524348.94652285,8804163.37043766,8541592.95642492,7576633.91584838,9411410.00621417,9539230.42983304,8248585.95626295,10125103.4829342,9647499.94474681,9742644.36384034,8748946.4261712,8826721.14565288,10059644.8555144,8910733.9836084,9357050.59643667,10785441.3853433,10113024.0376648,8935995.39900593,9515292.54617412,7673388.53325066,9135147.00574899,9277915.73842177,8544082.91186334,9343495.28501664,9227616.99787686,9825536.64899159,10549874.4953067,8968608.09038858
"P48193","Epb41","Protein 4.1",2167932.30399124,1895535.48243674,2277517.96988606,2368079.32569754,2003069.32551392,2686144.59330824,2511445.32087056,2415663.07906451,2462759.16347475,2884207.89217298,2448393.49179813,2586862.20008274,2593310.06961176,2700006.48510947,2460024.10842424,2621190.70609935,2346780.125431,2305813.6335917,2414438.9590604,2116789.59437829,2116689.24882158,2339587.66337598,2480017.17347718,2412655.67153753,2936594.03411961,2511262.70106942,2765890.73069319,2670635.73429614,2426024.50518925,2556107.06948813,3080266.61357042,2488491.59266328
"P48377","Rfx1","MHC class II regulatory factor RFX1",18978.8432323761,17885.4712416662,12417.7571108451,16864.9736396393,14575.0975519737,18122.4517725797,16569.5645885846,18496.6845773915,19325.2769502935,15686.0252062899,18945.2517788653,18064.9516046046,16426.6583313797,22715.2944447554,18546.7303536187,14129.2321253187,13495.4572794587,18177.3916817967,16507.8585279356,16800.0560735392,17244.0759657592,15107.0020868479,14364.6046538887,15056.258982123,15861.0209995726,15948.3360913853,18144.5315431035,18068.4518007056,16935.0928894024,19478.6413571445,16992.4497962224,15312.475075844
"P48410","Abcd1","ATP-binding cassette sub-family D member 1",495630.194437245,498361.77392316,532849.701246721,489050.537207294,543357.277927638,516936.616106131,413441.731687467,568920.622868203,536804.379182367,502091.935607847,553581.895562868,464367.845258355,484086.883505296,496029.630317732,457589.769065879,487360.800345429,411729.832040567,456637.459997007,431556.900296756,435319.22968209,402876.678758518,381514.648781555,461329.401136415,400439.570792354,428498.54920487,411114.607036915,457098.803347411,399874.831326972,450040.358422378,411667.858993889,373628.913421609,475828.294219119
"P48428","Tbca","Tubulin-specific chaperone A",317460.440958417,287141.007956827,280749.606566131,250398.833100585,210174.200955635,271730.562797581,191438.129843734,226447.516333945,256443.217137039,195980.829626427,259123.00474794,249857.438959728,262378.43908588,249257.971595409,250294.570423265,225356.682881214,269088.880396653,295709.235611874,309426.239079604,303170.808067013,273238.619270048,280208.189285877,331566.436915173,301770.135975424,249467.761200894,265813.072405332,281203.732014505,303213.823949792,270816.507522755,251055.701473354,235261.287814575,305508.930608376
"P48437","Prox1","Prospero homeobox protein 1",527070.117522274,547085.473218937,524237.19484794,512879.316257377,510591.84980179,581246.748388906,530049.260098963,566866.099359534,661482.319398601,584304.03448017,634967.07834811,586083.080321313,618544.208141438,553983.043006596,633660.112013765,597306.441214043,463743.562527184,418246.210275754,431593.686403638,409289.806956212,467199.648317476,471865.897876352,486078.182724707,324111.001779422,414829.244238215,525612.773617454,562537.570287649,467141.431111877,503997.658199028,433214.028584855,556214.601334681,502144.287683321
"P48678","Lmna","Prelamin-A/C;Lamin-A/C",3881305.72136037,3736170.80708529,3616995.48719495,3507919.25315003,3788950.33656756,2998538.7648032,3492950.54682079,3581764.92675099,4965991.52522722,4009572.39368822,4328549.14960616,4487015.47659968,4359141.36000715,5306656.88388343,4198812.35533486,4033545.78608514,4441355.50676041,3770725.57661159,4241850.18245075,4923214.64334308,4690513.47296036,4546449.39178487,4077503.26130657,3593003.63598837,5342566.66472176,5341781.59788626,5742218.03869127,5828494.36967506,4766250.34334654,5622118.07297255,5254373.31500114,4928860.62718751
"P48722","Hspa4l","Heat shock 70 kDa protein 4L",1461604.1438774,1427101.39952915,1408213.80253296,1425746.57993652,1320270.27723502,1417475.62054207,1661087.51347707,1673735.20271198,1304841.73812056,1285576.73143267,1304996.77458354,1303950.2977766,1137853.64527778,1349501.56915682,1314892.87731286,1323015.46003899,1346307.99879679,1563659.55673138,1367559.77573082,1381213.39113171,1334338.42378861,1391054.30191593,1465729.43962323,1634346.9950607,1244698.99398327,1189454.32399938,1281484.19706494,1052152.65957557,1191808.97302477,1213590.66382306,1144252.28515768,1265156.38948948
"P48725","Pcnt","Pericentrin",360283.604304298,437644.278179329,317237.509011158,331987.273573246,333008.193750464,276651.663849124,378981.064105517,331827.447891398,334814.225691323,247260.135167188,322854.922443437,306673.029024413,283666.652667281,364408.690349124,308014.972659881,275664.736706304,340761.583762945,238233.104803978,515468.854697347,485711.711542298,467636.637735439,382247.512794183,371362.585700876,281292.702977199,419297.062380931,448444.292899025,651108.902766191,339796.352707462,462141.18432661,332947.02897779,421232.285718335,436368.392909962
"P48758","Cbr1","Carbonyl reductase [NADPH] 1",6431366.46929227,6207991.4084984,6044810.92186689,6819717.96567704,6180285.9276426,6300331.72290728,5837779.52391259,6062989.5947449,6719947.72389853,6457513.97697642,6023119.95297918,6755874.71966986,6871320.69209659,8573721.85458666,7038004.23755014,6833634.0028378,7491995.6246742,5650816.16407657,5579723.75523173,6475240.74198097,6367007.00562818,6882755.03406363,5482170.73197457,4538621.88860892,6772654.2670149,6478682.2075953,6595553.15934121,7047402.50025707,6101504.45229222,5932840.27537157,7182733.60420372,6047964.83851218
"P48760","Fpgs","Folylpolyglutamate synthase, mitochondrial",65484.3735026705,77915.9537610879,53672.19851221,50311.879517904,43418.6909337893,57052.0513084776,79683.6781779144,46122.7518108014,59816.919583702,66601.920332669,53614.1026417095,41576.8639848308,51790.663574773,38227.7766908829,68552.0051994451,61184.7710336963,65979.0463932947,59001.1265917523,49040.7129291006,49152.9754536124,37456.7082380566,40744.4711524953,47615.9066471113,57812.2053321417,54926.8846088698,53381.1156064367,47004.0541871842,45173.1090224143,39667.0123338648,37996.4284890988,45298.825380703,45100.9388148907
"P48771","Cox7a2","Cytochrome c oxidase subunit 7A2, mitochondrial",14637265.6862518,14694102.9398868,15288471.7013022,15553081.2924544,14565324.1768112,10761703.5979502,14270067.3889659,14101909.2909195,15285369.1135652,11749967.2080755,14833195.5127309,14091086.885576,13378740.853207,17661069.1383092,11108072.9106708,15990820.670811,14583362.5965023,16793225.3491522,14596767.5746099,14370800.4135113,16016383.7125975,15810669.296831,14647598.1112025,16608255.5827763,14971721.3782419,16746228.6044203,14969021.6168083,13678250.8532785,13713800.5953118,14407060.0034139,15257146.6671476,15683106.6484739
"P48774","Gstm5","Glutathione S-transferase Mu 5",1027105.66176277,1253058.47987985,1293986.80035137,1246286.8314266,1002721.98612027,1290102.15665108,1160653.97450861,1267157.46389659,1172161.56249386,1305211.71344302,1195548.25251372,1286425.63165289,1375149.75681846,1041910.33173594,1412773.85661047,1155195.57269328,1163831.79673104,1263097.40501715,1234639.38508453,1218709.22679074,1322106.8906438,1033206.24474811,1076287.84376189,1104379.63015893,1011636.82442044,1103884.28949862,1083581.67895501,1167829.39080521,1085484.01327086,1055653.95256586,1313226.28417928,1156453.73699402
"P48776","Tdo2","Tryptophan 2,3-dioxygenase",2308125.79986072,2252909.15011769,3190915.35069784,2983110.98183149,3747487.00676301,3707579.78369917,3052832.14881083,3259792.07913256,2311037.75624523,1620178.56389318,3180046.14877384,2390246.78899371,3474784.17293085,4650601.01266363,2174701.88512279,1980894.05643492,2265459.21066566,3128985.32914612,3273337.98006736,3231403.30214666,3739662.86055141,3700048.64982423,3442463.03229743,2887001.60961721,1639373.0428379,1978983.84486597,2597620.63813591,2886975.37156029,3356701.52125919,3451754.57604635,1948635.33153629,2545658.52203377
"P48962","Slc25a4","ADP/ATP translocase 1",749299.429046061,515474.668169576,732642.876103019,647842.954827676,580956.555122804,827634.486273784,1653025.42181056,599752.89357891,502194.827094334,375790.9115936,659119.389572853,3405666.14351395,607557.610458306,768307.954131471,1329097.34228855,5858731.27552539,495343.379274089,563946.03756406,6558326.85480445,1523731.81338581,539407.275444812,683083.852544042,532948.123550714,572038.636797945,545617.359776401,567055.936829859,460349.122111771,463577.618621169,548336.678566034,728838.612212255,661263.153064895,556141.842673476
"P49117","Nr2c2","Nuclear receptor subfamily 2 group C member 2",30080.6457284825,38877.3463530544,33568.4706071018,37922.6265138023,30085.3498131162,54807.0703344579,34070.6097491905,34544.2849804007,38694.8271900552,44855.9616184653,36471.9409164159,38056.1047145538,35017.1652128239,40774.4442611826,39527.8880989946,43988.3558289674,29063.9942610251,45300.5193452183,38021.7918958853,44878.5670556047,31461.8538423778,45393.2809190362,34963.4114335995,30879.9819725185,39908.3045426737,39639.4235849111,46770.5245557602,39132.8913041824,36367.0871818969,48725.4245481125,48462.6761489829,39324.228289411
"P49135","Ercc3","TFIIH basal transcription factor complex helicase XPB subunit",68291.8691144847,88423.4801579222,65670.1523984978,72136.3914801876,81978.9951358548,92749.3150977867,78371.9283555758,84171.2329469355,74001.1503798382,80903.4628174822,68149.471635741,74191.7127464256,90194.5429143786,81203.3507588273,83637.9928884186,80177.2555756636,79574.162508645,65948.4219583604,81026.0054329564,69411.547259856,60668.041268264,71451.6125455618,62173.9967772194,71315.7071187001,72954.8317247588,87399.817655264,74506.4219385225,67674.8490341624,79434.796007119,74986.3734305218,78956.9433532704,69671.7271004938
"P49138","Mapkapk2","MAP kinase-activated protein kinase 2",343103.80553415,341373.721963763,258616.989133874,308451.642349512,284762.81168782,121073.478114795,222021.525051171,213900.311011524,243952.358111606,144617.306621757,279476.616921636,261848.801974453,249262.190605044,265070.8804419,270803.241008236,226628.00319452,361053.40196823,356017.616685872,362889.63031903,336130.626510051,319259.763374219,292445.104465002,367918.445823955,323006.067760284,300523.749997876,310728.687107377,376723.660310401,323357.523841851,337463.246414562,330878.877202706,313255.85966527,325119.275345528
"P49182","Serpind1","Heparin cofactor 2",977430.596961944,975935.40164729,1040994.25616613,1048689.41559008,960432.707854639,1030258.26545803,990093.158718951,935012.916598425,1109084.96832963,1173097.39597553,1122730.30342317,1178982.96973226,1053238.53667856,1006958.98204478,987808.297482944,960950.030846074,982582.298677569,832846.526329166,967739.368814215,859156.415148494,765629.965274714,875559.938736187,826937.613682345,861250.860505285,1001681.50571355,958228.749170205,1032594.92794736,900640.958788544,835058.315335341,898469.2563008,1057045.40963113,859001.151335711
"P49222","Epb42","Erythrocyte membrane protein band 4.2",427721.178282389,289270.008882115,461489.718893811,642660.572836045,241908.063577829,683488.795864412,588054.482505278,485860.912839332,302396.140553323,696213.773624774,527287.603815385,721688.56738389,420762.400406123,283688.789516925,551187.484607399,526722.013557975,299894.55839592,376296.822134167,336420.716921856,308852.314627883,208933.891662251,254674.88954056,315284.430035142,308047.401454307,455701.370663601,303040.940153508,255087.217631609,225600.614251229,274320.137054385,316649.933404611,604927.496161993,298495.626411279
"P49290","Epx","Eosinophil peroxidase;Eosinophil peroxidase light chain;Eosinophil peroxidase heavy chain",123260.93693644,85280.5101463604,67262.4772010984,65570.0259140999,27152.9138335109,36937.1093264123,17882.8310323123,28828.150319408,108551.120424883,70127.8689806868,54373.5490222656,40609.2448598557,22214.444786889,32956.4436759907,41762.4210995086,25940.9217695711,149512.305255566,85058.0284341956,104862.402313071,110572.28248177,46143.3445817696,55903.5094121672,64119.2366589502,48791.8726725963,93180.1981697839,187878.196095497,99578.8173955131,125187.931760981,39648.4982542077,60214.7036944127,75305.3841011747,60128.877549785
