"uniprot","main_gene","protein_name","U1_V3_1","U1_V3_2","U1_V9_1","U1_V9_2","U1_V15_1","U1_V15_2","U1_V21_1","U1_V21_2","U1_I3_1","U1_I3_2","U1_I9_1","U1_I9_2","U1_I15_1","U1_I15_2","U1_I21_1","U1_I21_2","U2_V3_1","U2_V3_2","U2_V9_1","U2_V9_2","U2_V15_1","U2_V15_2","U2_V21_1","U2_V21_2","U2_I3_1","U2_I3_2","U2_I9_1","U2_I9_2","U2_I15_1","U2_I15_2","U2_I21_1","U2_I21_2"
"Q9D3U0","Pus10","Putative tRNA pseudouridine synthase Pus10",361302.066462125,369808.188409618,354630.396631994,376045.39408054,313556.697558385,370692.775684957,333747.279904624,352779.732450822,378021.664113417,374926.248753413,400928.066734227,437803.001858137,365400.383054799,374937.533130488,382766.700879706,331984.030826593,272620.852245385,236564.066663355,302277.824409705,268061.078105172,279602.275833364,256733.131153987,255747.909941318,316397.745986312,249340.142611137,297063.421686833,273821.028062535,323195.337394058,237497.448802985,297004.170577977,261980.167204605,274870.087695989
"Q9D3W4","Gpn3","GPN-loop GTPase 3",94166.0469642161,102105.782197608,100076.557028434,96768.8130305118,91918.4931036721,109439.19494693,74041.9560524016,111877.818803229,92989.0034792271,82350.4086968588,90391.4859331969,77205.7742469004,85924.0466709805,90626.4628270099,100095.582860938,82471.8937177043,115778.126021122,99920.9368359924,81821.3866430475,92234.4905548372,91221.8325754896,98444.9200692856,86544.871053569,94073.9644642541,80066.9904193726,90219.3377465737,97025.7609940522,86122.3409867493,98995.8249199749,102773.711723059,86349.5811164248,79655.2031959542
"Q9D404","Oxsm","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",1729140.70106234,1856134.22308918,1905646.5863083,1842595.26051455,1837785.55863908,1568143.48481773,1933467.43007589,1708871.76149802,1978602.13004871,1527018.54107773,1925588.35684932,1894588.90735226,2066904.75563327,2107566.25777717,1905280.79100311,1874865.3552716,1896903.50798311,1629173.91997915,1533054.17718848,1732239.92934292,2017034.60693502,1782638.50644255,1630782.52370423,1431081.24140459,1942716.27777607,1924957.733504,2040521.46842843,2209785.95424996,1656819.55470198,1753939.02893787,1667356.76171035,1825578.25133111
"Q9D4F8","Tubgcp4","Gamma-tubulin complex component 4",73957.5713839561,60128.6194987284,60655.922880528,57728.8097575604,67784.7857010111,52249.6626402816,61499.2206905253,56342.9600132524,68101.1374273067,43241.8782398917,54094.5297730395,44269.2297452495,47436.4554039399,57829.6637800149,46460.2591478859,58136.8066251985,86591.9641333547,91272.7239487974,79533.1102054298,112086.921334996,77521.4592425689,63116.9025062802,81356.7520770612,68501.083016207,88113.9860211702,82709.0476209918,79883.2243642892,51618.5811967416,72295.5729190269,94691.4484058282,79711.366788467,68446.4781023324
"Q9D4H1","Exoc2","Exocyst complex component 2",704394.637383604,668515.041276066,710081.812878617,676794.307469213,692097.322150868,762994.972442113,620297.852201063,600743.508576028,712913.063617784,676451.788919415,709327.614997829,728433.255697278,670157.735908079,705897.220384788,695808.920178471,646060.108438078,707611.656305444,742817.702283449,758041.383198132,705947.205621595,711833.651568129,659910.693420524,636982.980150116,680660.238587002,693101.446686491,747954.235577861,728574.621279229,685991.508530894,658206.139398294,717679.507590142,729237.188327228,699636.484347132
"Q9D4H2","Gcc1","GRIP and coiled-coil domain-containing protein 1",267237.831881543,164434.264286364,229017.248477764,204311.562137962,189710.162159179,140826.032812938,205829.116051639,247217.92756567,216032.210430653,164716.4293414,143056.102393103,145961.934105214,185088.938672198,234241.880629288,154600.427557721,138935.091206128,313426.806788804,352964.499351656,326616.130239262,306917.640858553,318043.911796573,316919.327542354,349211.84114602,378442.31612684,283160.242877605,283780.013422647,292359.078275005,296206.629521689,282804.352727991,277334.34769469,270701.656182215,298022.778374594
"Q9D4H8","Cul2","Cullin-2",1474574.2342092,1567563.33246243,1381768.42877298,1334825.56823161,1396711.4403993,1237182.78423027,1415656.88067445,1509458.33434594,1336466.53902186,1235958.87734669,1412941.63431623,1243223.55474746,1252933.14497926,1319333.93259168,1240360.68357267,1180752.08354251,1485579.84341341,1536952.63003561,1394697.74487799,1396602.52732373,1406498.69794835,1357163.84486246,1399448.92022854,1468377.68693255,1142758.81457791,1354771.99220371,1210540.98600449,1361549.26575449,1299496.86781215,1316249.20819898,1197065.44019168,1208398.71106203
"Q9D517","Agpat3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma",797388.51813616,770555.484266786,738181.302114105,761384.958087426,908019.369576817,624110.989565434,860478.061612783,780773.426886938,846553.751211062,647327.440581219,831972.206646713,791637.884701222,765365.983402198,641021.723827228,770183.853219149,690357.918770423,947923.667322718,956722.356318894,844207.344131206,839309.359590798,784804.473919591,802840.059747785,815665.268978577,918555.204468441,789921.58458642,770873.248364787,1057525.65534245,911036.425017255,839441.766373776,829237.776688735,745083.503937203,792012.925475206
"Q9D554","Sf3a3","Splicing factor 3A subunit 3",2408686.06815613,2175990.71342176,2399742.1641563,2398956.96209594,2457763.3408143,2672873.9831255,2505946.88832712,2206955.25077447,3096802.88696905,2900469.49471139,2665394.60173754,3027612.03545424,2701937.6909962,2913547.1471882,2884801.64330319,2797131.87219669,2433649.98969487,2371843.4114194,2571049.29797797,2572293.7403834,2430288.47995292,2441148.76936624,2242020.59144068,2318687.1534665,2782066.99147755,2593770.93472825,2726123.90259242,2484000.46432988,2388293.08390433,2796646.75100668,2971854.43837901,2570876.39250943
"Q9D5J6","Shpk","Sedoheptulokinase",2821807.68038892,3471855.17912833,3433222.51000434,3408443.32785303,3193868.96620612,3574260.63721059,3167182.48006583,3235855.66029687,3306356.43224426,3600686.42071095,3093733.30347818,3406169.49570057,3641757.81213056,3545048.53031469,3437456.41736456,3256124.78632459,3199137.94032733,2957430.37198736,2861681.5882217,2776449.70039422,3294356.86545464,3378625.19695149,3038455.92919391,2773165.35672609,3344409.70834757,3228171.74945222,3371840.49172813,3399589.5017372,3233761.80604357,3363479.24872222,3231135.28218191,3613393.34830354
"Q9D5T0","Atad1","ATPase family AAA domain-containing protein 1",1688886.14180699,1623689.98343083,1382232.74515484,1535882.06561465,1817950.24559209,1358458.5048735,1514773.50339197,1619742.12257422,1562117.1448197,1053476.38810441,1477716.8123084,1270041.13382537,1395208.7477245,1719044.45237197,1461940.29645284,1218989.40298759,1792370.48212386,1781697.56006749,1550420.22561886,1616074.97181187,1798906.24914939,1650419.09740866,1807917.76624389,1821548.74826261,1558261.24194293,1685183.45905249,1899588.57552314,1785644.13144384,1703963.83390241,1610381.13258449,1613115.19241349,1799893.99894502
"Q9D5V5","Cul5","Cullin-5",3024099.45294011,3106769.55258757,3153263.78010675,3051227.98528846,3107448.32213548,2911525.07260176,3140872.61134965,3020092.16183676,3190710.55965779,2892962.44119874,3225635.34570557,3109340.50679899,3236853.02359295,3154303.46082992,2938426.24120506,2851738.13747708,3457977.70866246,3466638.52476016,3512149.57553217,3458959.58681815,3320189.16217259,3317489.26733062,3310402.47025923,3488166.18477719,3342086.74430729,3154025.79262362,3365511.5879092,3366288.62554213,3222761.93818261,3406832.54820638,3492592.96568999,3447288.85975411
"Q9D5V6","Syap1","Synapse-associated protein 1",1080628.35278735,1072463.01294189,994258.910205318,991434.765362012,1098143.78060123,935645.485509086,1027696.73846752,976259.24653381,869961.334795043,749620.672860256,979179.431874586,756777.815041777,791041.799424613,903114.509011958,821453.43998594,931302.562556426,1051585.5891963,929864.169487808,838709.509926574,945003.075508775,1041991.64143685,1010212.62153552,1035503.20047825,1009840.36588324,790983.28539431,774369.502298647,855189.254718591,945518.204113611,968324.157246532,897330.22455742,778719.829848308,837726.988772804
"Q9D662","Sec23b","Protein transport protein Sec23B",1432602.14729888,1455748.06553405,1487822.30920662,1418298.22098301,1383744.07370849,1462448.63332694,1390884.53609132,1485504.70741302,1624050.52261007,1159378.32223272,1331420.36203235,1324897.16790295,1455642.3338565,1117517.66392712,1484625.59167331,1223852.36574821,1454528.90462419,1663191.05580923,1537178.00603935,2077862.71765142,1499427.47517585,1308294.05679789,1309822.65359772,1737814.90045456,1331006.21089122,1237113.44463863,1313701.23614065,1081008.8216585,1465866.42787265,1509349.53647697,1295459.33865828,1330164.85781221
"Q9D665","Sdr42e1","Short-chain dehydrogenase/reductase family 42E member 1",921905.389818667,956600.542075916,1136430.18343628,1094995.7424758,665221.69671602,754426.319036961,653583.629353768,621393.046710194,887066.527932846,1441473.97865681,1521212.09709256,1325374.943198,1016641.17036409,675217.101577945,975306.399576398,993064.422117873,952876.840209214,896738.930459104,1087987.03767622,970528.153828707,786054.714323018,884796.945374998,698060.405548866,836268.345982625,1284416.91379283,1358602.53453647,1679800.6571999,1580851.308013,1202262.71634098,1006011.42548242,1119411.15942639,1040178.37296346
"Q9D666","Sun1","SUN domain-containing protein 1",60437.9233738798,77972.4645859356,63277.1938550718,64378.1436352279,77578.6056756461,43422.702952521,64191.4684813271,48416.3453898614,57230.3298061826,40746.5628740117,76951.7376173946,66004.3371940255,73298.2140676393,66830.4113231321,64384.3987421057,82154.2541474773,54326.4465020903,62235.1856574744,60355.5910056039,85919.2766515198,50982.2847216629,54915.6144493702,52682.8446037312,45669.1973780078,70088.4796742318,66877.5692608714,80524.4254385048,67484.178526388,59018.4650477648,62292.0982805221,72409.6914337961,60625.9403035688
"Q9D6H2","Hspb11","Intraflagellar transport protein 25 homolog",108790.400521345,112533.349560166,110873.504036262,121980.870986285,121912.337499166,112823.057565073,109296.97240409,112202.332948022,117464.68261697,116279.764965761,116028.586585906,111208.398548322,121738.918715019,117834.549195767,109813.262425384,111185.142652878,115633.260789721,135078.474336045,116060.691073081,107365.245663449,126228.981619419,110886.465064902,113178.312710236,107725.625177146,94547.1799019089,132376.488094203,112307.6633103,112222.715711449,144954.38380161,120938.308817164,124007.402647723,121071.196995825
"Q9D6J5","Ndufb8","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",875206.531523293,868931.696030257,813005.291152951,771883.032945773,919026.961990074,710693.955660271,834605.322215936,767292.76871268,794804.505999414,742385.881510608,790187.184254019,847135.585040978,749851.888770898,869475.568447291,725623.652877637,924598.331281017,774065.860090819,858572.053615423,848768.951663266,717854.997989837,781887.370990667,810113.757511605,769443.630993922,767897.937438719,814494.449775341,800101.968554244,857129.128418225,833140.591720856,880395.285637541,825772.075079814,950394.532071886,846816.226705225
"Q9D6J6","Ndufv2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",3364307.45937758,3352408.05967004,3695567.60388872,3496514.91691464,3576572.91377399,3702225.9584693,3394260.45776467,3493346.85488133,3626176.68640301,3699513.75713521,3787465.94877608,3717166.19053056,3614648.72215878,3655066.69472862,3699079.65517497,4024472.01015584,3226228.1998045,3330076.23258547,3397496.13410188,3081195.3958456,3736452.25595247,3238772.44009427,3327739.00546876,3131704.06678127,3366595.9176813,3552178.43614158,3338625.58566581,3358150.18261085,3187462.06147867,3240340.36146402,3583673.26883607,3505942.5093048
"Q9D6K5","Synj2bp","Synaptojanin-2-binding protein",2205885.26925766,2352651.24180182,2043245.07348383,2104281.20625213,2313247.85309419,2158063.65526209,2474754.48867802,2466454.04778063,2171639.47397949,2019009.59682467,2226138.30984915,2013688.20725712,1980025.61956987,2252484.73951395,2211506.54658887,1980838.01493875,2192997.87617724,2016029.85270119,2159525.87485584,1907892.07616743,2101749.33107054,2097483.13889358,1963610.22406753,2179604.67686869,2019232.67073464,2211615.28528966,2023513.2167813,2234572.60330198,2244127.59938028,2064644.58027221,2175361.81930311,2188141.70414785
"Q9D6K8","Fundc2","FUN14 domain-containing protein 2",260172.271251747,300810.827046424,269280.672579553,321991.495279275,236473.057386061,296698.584203583,267058.028669927,286512.821827132,214504.622081922,207203.502747422,221775.788196865,363022.547926738,252955.957099509,265928.203755353,366669.676465102,318864.901559518,215458.691344556,275091.181245422,425629.749137725,324735.657756986,222537.000726936,190442.601836814,213235.799502639,216582.714199515,167672.888989817,214508.129151421,210164.216055103,192846.298360047,264967.687467357,243554.035600697,210738.631189881,263490.664871601
"Q9D6L8","Ppil3","Peptidyl-prolyl cis-trans isomerase-like 3",393137.745546078,453370.794432166,497656.443621614,450189.210601961,440844.637299313,422643.576494042,399125.281384751,363337.218825883,516925.20354016,546002.100674858,542854.111596461,579062.267999654,479589.273977252,489851.164406734,510095.51019919,444467.036810315,507812.97301422,448847.128094596,508845.936561146,518363.588045515,377329.550013948,447932.678969611,359839.827884942,378702.382458837,509593.025892153,499837.590218463,577090.084360943,511826.84537264,479820.983149482,445363.525787428,592948.22971803,446959.95035085
"Q9D6M3","Slc25a22","Mitochondrial glutamate carrier 1",3032167.67019468,3599635.49279342,3213343.51379473,3389649.32918495,3763440.27934582,3152970.13344229,3497846.95769602,3755748.09534723,3181127.5750252,2911734.84784091,3235360.36915886,3154904.15157908,2997927.53838263,3811535.15553681,3435371.10245301,3352860.88387338,3108440.53951802,3155321.33617966,3016383.59343387,2938326.67946933,2899788.09540788,2784448.10511751,3037543.880956,3194219.89101122,3085927.92811305,3000438.63135055,3214503.89522868,3090509.83753596,2852536.92840742,2616343.94958775,2560906.02195359,3131985.50843212
"Q9D6N5","Drap1","Dr1-associated corepressor",63263.6223943822,75966.2694949665,75153.0197767093,81032.6275096693,71314.1288831662,49043.2964900192,79425.3656646365,83654.6793217055,94739.8382872803,94408.60942765,61906.5862271857,89804.2464983208,100367.894455453,81313.5267451143,104498.670745599,95716.2603662492,81279.7139798623,81377.0899510462,56026.3072135749,55391.294849119,78898.4951291691,72514.9422602581,49824.9565512131,64739.3722357946,83645.047963908,59443.3460164474,87079.222081862,73022.817457158,81463.1997236843,85593.398970037,97945.857368288,79137.023574156
"Q9D6R2","Idh3a","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",1650409.47659307,1424867.10285291,1419919.92581221,1494950.35774842,1608258.74695827,1366704.12166779,1559779.97300767,1476586.49119063,1502150.27313279,1234924.59097452,1619586.95797797,1550989.48796213,1374563.38340676,1622553.82119203,1409209.03452361,1719823.5613238,1584532.10419625,1610079.88417767,2072253.25806687,2051627.73473919,1620801.37850422,1389935.82643211,1493376.04504656,1796034.84709324,1657019.59245737,1537995.85103119,1792928.174392,1580348.33995602,1668743.49638059,1569660.23794139,1544050.89673429,1578509.95298021
"Q9D6S7","Mrrf","Ribosome-recycling factor, mitochondrial",952432.901901841,935574.114569124,908491.261829297,855980.983663547,922270.893025669,967912.839314079,883069.653375816,931653.076433488,831285.375146445,1014833.48256823,888266.611803553,855280.019040838,802724.964535124,898847.509912743,890513.01767938,839626.704686514,680204.746150398,679134.207040155,713417.729411832,708777.291193635,751175.470402037,704905.071173469,730714.993184832,631891.223556607,674372.371906509,832778.665160655,702216.750592877,690897.439797914,735317.482934776,589864.790133531,692235.701399847,653389.907703508
"Q9D6T0","Nosip","Nitric oxide synthase-interacting protein",286009.627598881,331381.663955414,305024.033308624,290219.399811768,318116.509089955,252061.663214782,252267.089627722,296521.365005893,324113.967596878,275874.706359859,290563.180357614,336673.157393076,294876.825852611,389472.237864452,282390.70271673,246282.042796877,315820.170185189,284222.105346049,291079.498083026,381276.829711932,298807.236929807,344846.83939388,255268.613726825,307865.375102461,307299.80884243,281857.099899317,388697.450211701,344831.655273497,330084.706757876,388012.84917578,281996.160061354,306065.893750848
"Q9D6U8","Fam162a","Protein FAM162A",869386.647516148,1180885.88833707,905518.580367182,968764.252729783,1024049.38367987,1033433.89731548,1086154.00920564,1266603.80414312,946954.724233931,972506.154064625,952162.554533182,902149.625873092,1008270.52483129,1070623.13991199,1135787.55585514,935388.59875065,1000898.60813953,1275380.46098167,1083987.45196037,1028245.40154226,1031798.41631983,1027581.12479149,978795.326642278,1299483.64460343,897168.395445089,982205.3036421,1102679.43362159,1003710.72317142,1117320.54463529,984467.47836971,941406.420251552,926943.876099238
"Q9D6V8","Paip2","Polyadenylate-binding protein-interacting protein 2",53729.2487205041,86925.4165801448,70820.1741050772,71755.0433064092,79462.5258148845,89485.9032850848,92369.6498414569,114657.504573894,54320.8899493076,85338.7569085419,76498.567953324,63149.909646372,103246.492078777,99645.8579941677,82915.4801154484,57874.3828102857,46964.6348047054,51653.7381087821,57913.4527411295,63903.1329568297,64704.357315982,49811.2916046493,53402.6512739126,77728.2922581523,49103.4938591736,52584.8881059067,43919.3151653966,56797.4851514358,56592.0712470125,65284.9694430313,63736.2611927926,64953.7589917705
"Q9D6Y7","Msra","Mitochondrial peptide methionine sulfoxide reductase",2799036.12986551,3029857.75991803,2952936.626048,2884868.72863611,2965650.50384213,2514953.96756668,2687561.90232333,2822527.63824783,2945759.48025687,2518051.66761375,2621476.33673412,2698812.61569801,2807857.4297271,2713617.59191916,2704696.67864523,2801969.50392223,3344230.58214681,2717517.76380971,2661394.87694373,3148228.01649494,3123150.57294781,2755151.75872393,3156974.04391504,2977689.47906194,2785268.11355862,3063363.27368564,3247259.91313983,3071691.76725423,2902205.83745274,2875966.18929097,2629534.12419702,3159641.68747547
"Q9D6Y9","Gbe1","1,4-alpha-glucan-branching enzyme",5494159.37013668,5859047.98486987,5964406.83500094,6494088.36143341,6321106.67086571,6450929.59426488,5909140.08463406,5067916.04501525,7539253.22535725,7338592.97095092,5750534.69097738,6906696.40961063,6925043.03848556,4770166.56870821,7585862.72997453,6905907.45030941,6544996.96746466,5211969.00154839,4904836.18608407,5992127.94857531,6591321.94300364,6849107.32532571,5564472.37342128,4048813.15077882,6753235.88086948,6626635.18933178,6115400.65777388,7718676.39714054,6332776.614721,6631493.49154299,6603941.39774664,6257936.71215769
"Q9D6Z0","Alkbh7","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",55889.8825751109,64690.4291692348,56922.3055936661,58180.5615662752,58313.7966792821,55763.4733544153,46049.0030673011,60767.9835856784,67124.3110703164,73782.0588547768,72492.516849717,59247.6995398063,39880.7982044825,49254.2592468004,64633.8962283884,55689.1738873969,58209.0722644061,61705.8737533937,44323.6454911424,60540.1493017978,56896.5769931567,52438.4066393439,58952.2009081599,58181.1624264708,57311.7689808589,56463.0586501597,63928.4664602259,52786.2460676127,52412.380437619,48567.4826104108,41903.4272439913,45798.9063092309
"Q9D6Z1","Nop56","Nucleolar protein 56",1894393.4759885,1895022.56952354,1537138.34488236,1558231.60011223,1836029.52858037,1849536.00283405,1544204.51690783,1620834.69958115,1999595.81903157,2081047.52614079,1944551.52159011,1467578.79530387,1738318.58892319,2194005.99601927,1565058.13562292,1562580.14685478,1730357.66457159,2227647.57315505,1516864.30172088,2758074.8795737,2123320.31228595,1819209.02514823,1699843.40893513,1780975.75570337,1997919.2384257,1675890.28662254,1548029.59534382,1492386.49212993,2122924.63275741,2906648.70761829,2642697.1521314,1949638.09933788
"Q9D706","Rpap3","RNA polymerase II-associated protein 3",659604.896786233,716977.528847321,656198.148378812,625250.607673791,615123.174926771,684406.86695162,687369.28792636,684721.04530226,661816.909056385,647184.831071459,650422.910060498,670560.33948218,679630.513580144,689964.281168728,635043.218342221,589101.264254094,603072.415437018,693487.544790306,685026.136067513,547461.618362631,592588.423296894,595102.82980167,572988.865556617,702493.138033434,474615.950243512,591576.092443805,551462.761294204,565460.19623813,593162.990372995,605902.554279818,596021.15509729,593675.180225432
"Q9D710","Tmx2","Thioredoxin-related transmembrane protein 2",645487.03610544,757875.615861367,595718.03504006,512848.639018579,591989.571711205,473764.360755099,512021.142303629,636566.345450466,547449.964988646,359452.10141155,467826.119173338,397724.776095945,422896.014340647,479797.463177059,480718.46751978,418680.295310399,572483.946195593,612062.929335234,677796.334772058,599452.388720255,577478.734084512,575036.754911615,660999.256976227,598778.727692569,426652.395069184,556296.706426541,441867.646061057,493675.575291876,642189.641057057,499009.597342244,524631.592227497,504023.682434084
"Q9D711","Pir","Pirin",2251167.29011412,2436277.60679051,2397478.41096745,2355159.10560567,2380677.54454157,2451000.05263556,2170907.13258922,2174836.28354095,2839216.37151581,2809636.21966821,2511198.03015304,2836232.8269304,2842963.95314881,3473765.86734691,2645891.51748891,2654532.61951901,2486854.02344558,1972815.04727393,2180336.21713077,2159913.32344521,2226736.85384691,2556821.50911118,2139540.70756245,1986520.61874338,2359217.17858648,2456068.74758659,2043370.19698215,2554905.30214751,2301279.54686768,2443131.11609659,2363400.5198758,2211291.25337778
"Q9D753","Exosc8","Exosome complex component RRP43",307493.050615539,309130.004425357,338938.687941033,286508.464880184,282998.500514233,268697.545390268,300021.973395138,292336.681766363,324369.049056213,297620.860030962,314231.225543385,347456.41932074,347222.205036066,334501.321639833,336458.744846348,267612.738950958,304430.015266103,327051.811510523,310994.563553446,340625.689957184,317273.73944295,327617.82969076,299210.375906098,388759.621236868,320231.391449876,364426.971512394,351489.625162056,386723.08156448,349126.706786264,366791.220433986,332589.459314483,331648.072566469
"Q9D773","Mrpl2","39S ribosomal protein L2, mitochondrial",100282.827841218,105538.07316997,109514.169656927,114062.038022273,106177.234425699,91431.6203304493,106340.340178427,117461.200512945,65757.5842272673,75006.5028675595,85716.0596617018,97244.2705379357,85901.8746687192,89553.6424176177,97001.2606403126,91571.9128876063,97663.1001665885,115263.564548495,111493.818998964,86058.4247700134,100989.424392597,112938.280394571,95931.2253618816,104744.867991574,78639.6362953244,96022.6622909898,112095.712237196,102882.369770652,94808.0887674888,92598.5760504998,94437.3518829435,109396.480045142
"Q9D787","Ppil2","Peptidyl-prolyl cis-trans isomerase-like 2",276909.485141226,280805.866843736,253722.363898349,251614.060074211,296868.925717207,203255.531534256,244635.725167774,231017.684194661,303177.803989731,263769.920158219,254528.01936133,270557.076479153,242948.970949023,301616.310089583,252056.733056826,260701.264483407,345339.989216331,304429.752155952,281683.361219614,335303.555780489,305103.447872081,344888.382981529,288352.167864669,259586.63052942,305719.934350117,344981.537653889,334734.600554417,332273.455945622,291133.072686473,292981.847998795,315609.825948582,299232.806694958
"Q9D7A6","Srp19","Signal recognition particle 19 kDa protein",1020228.82835995,1035539.51021122,1204875.53084279,1010157.71125563,964498.72170931,1167907.62491286,972830.567086689,909783.179260522,1029011.36206314,1160949.653664,1026731.8402381,1026760.07748438,1041333.97956703,802491.091638722,1127194.89647929,951304.534799092,774263.095707524,1134148.36332269,1162908.86179807,1141931.22254294,1026044.4201202,1010387.20070007,1076557.48501173,1133923.03684805,1142168.33108471,872827.633963665,1173868.05325117,907755.334035799,1042142.76662992,1055493.41173757,963897.998133664,1211445.51815317
"Q9D7A8","Armc1","Armadillo repeat-containing protein 1",1328448.09470489,1514587.83451583,1233026.20767033,1282210.24258732,1435868.34800175,1157440.82210707,1410322.70764525,1455464.54277151,1369828.75006167,1102285.915295,1388338.59321712,1246722.07033623,1253781.07616337,1293801.53451581,1276727.35108142,1241520.22320826,1225325.81268257,1293420.17866025,1248367.86577256,1324878.29279108,1290268.68868725,1246178.75017551,1324696.72226445,1267494.54456873,1289988.68766935,1243191.27437189,1247132.131235,1275667.62319306,1378779.48785285,1224299.08000484,1209652.4314099,1212987.76792604
"Q9D7B6","Acad8","Isobutyryl-CoA dehydrogenase, mitochondrial",4162614.84802697,4700842.2409663,3797688.98078266,3633359.63706993,4344802.97322269,3490533.86774426,3947888.60548498,3807377.31756394,4435807.50386898,3553591.82636085,3921356.06765715,4008002.97858053,3736463.07861561,4538232.29873978,4140553.54306253,3820634.95271753,4347540.78585018,4052127.51768705,3987658.82833216,4418256.70544702,4605456.60345067,4125277.46244764,4415365.02716315,4105992.17753645,4494491.83977144,4481479.2758014,4658997.82996928,4833602.31562007,4131071.02822795,4471262.92013328,3900608.76054821,4270108.14343506
"Q9D7G0","Prps1","Ribose-phosphate pyrophosphokinase 1",2559074.85931056,2946214.5572537,2804987.31924926,2772205.89632117,2725445.73479746,2970844.34734358,2756436.39688809,2538337.76555712,2635549.42124517,2709760.99014174,2567597.0953034,2615817.06537766,2899769.24995987,2636627.44441468,2776649.26799714,2557323.92184943,2502451.03024637,2609929.96801184,2274109.79691647,2359197.95171827,2753516.26233213,2618266.24531491,2474333.18552417,2263542.55223986,2522148.71769314,2542125.87906989,2498421.95567338,2557553.41081356,2489346.11547692,2557368.20420844,2441497.00611797,2675034.34367251
"Q9D7I5","Lhpp","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase",1538534.93297794,1652079.06019885,1814775.16177231,1605474.31429225,1700282.29774253,1707787.83369929,1559590.45125005,1640951.1288164,1604816.7852619,1694608.75301703,1637172.00256864,1534077.43636279,1973602.80008497,1578798.62636373,1348383.46386296,1550899.75407298,1646218.282427,1397419.74569166,1467640.01579238,1810709.66820348,1614472.73802435,1862325.95982917,2091919.41216141,1445138.37862403,1823148.78511767,2002468.72291707,1777853.2754086,1919816.13852737,2048133.39185077,1539121.30119274,1538117.59436325,1978929.76352658
"Q9D7J4","Cox20","Cytochrome c oxidase protein 20 homolog",126790.439600125,106666.500995095,106943.532199439,109660.605000697,115999.776997679,129270.003635141,111520.626466734,132218.013662758,104759.958069564,95030.5375504623,91828.4449686457,123779.369784335,95868.4470775558,130151.056341397,134323.160135374,94239.790597915,118218.956434329,144452.582438915,114710.430869187,184131.531951323,126160.165257225,119017.442076239,108029.464187247,117467.436664099,148854.281082622,118559.007737973,104885.806971932,116254.311187544,106859.059921043,137887.962960125,147272.012504491,133051.094376458
"Q9D7J9","Echdc3","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",3424973.18959054,3291888.14079566,3350245.08381964,3305609.9024529,3515968.81606668,3185161.89095173,3334884.73192184,3245050.2482148,3610339.75898665,3046495.50455961,3236071.80117681,3405413.66201674,3342755.85320925,4375751.00229539,3524644.46108789,3295316.89846841,3370472.55805182,3087828.10546593,2925055.67974101,3339600.01791862,3375771.03115967,3391256.32745569,3402467.22637159,3002938.55244318,3651803.43748471,3291032.31468578,3463858.58103491,3365613.57860904,3293702.76903169,3251651.1799753,2994750.3657843,3637393.68505281
"Q9D7M1","Gid8","Glucose-induced degradation protein 8 homolog",309853.935216625,302800.92746947,301391.134678134,319023.08302454,311353.513516416,324828.256888207,354697.702307928,280940.059272208,310052.982142609,315812.880955713,288803.334391224,292420.433334776,351655.88136051,283815.054475508,270098.047483125,260593.277143194,249295.990779357,318363.50755166,285818.411217192,222769.832361255,281336.09217819,282749.042590198,271795.973557434,280424.899156156,262914.864365892,210466.014347081,261044.935727581,258678.706223512,295419.054716733,242215.989447259,249197.142292504,253597.510258606
"Q9D7M8","Polr2d","DNA-directed RNA polymerase II subunit RPB4",117066.711720186,123551.268614924,119081.524253164,138021.858695903,100454.257648883,113058.336282392,133283.849816664,110466.905708957,145377.770621078,140302.988485977,162730.391602157,156566.063385747,142486.468514305,133600.768036521,156695.104995291,152025.186824389,112986.837611786,131162.255662709,117616.391405114,119683.398543408,125240.660035188,140001.337503704,119184.400650927,143773.093448611,115613.715141219,113161.850982511,164298.71600707,113619.822864923,111932.077021532,135783.879257855,139448.632180108,127927.796094689
"Q9D7N3","Mrps9","28S ribosomal protein S9, mitochondrial",2509475.77988082,2611417.01304421,2545984.52534814,2384371.40327525,2671337.05823416,2737023.71183843,2554032.61111556,2627617.21966885,2373878.75602552,2753965.70631034,2618748.62519928,2616462.00283525,2538939.25049993,2453714.97174265,2285341.85853542,2494307.72876301,2321482.01250781,2235962.70621059,2269281.40735414,2169082.11675513,2392712.74343373,2216772.95006911,2163381.03937276,2433474.29741449,2115634.71256227,2313605.80875563,2339842.97804653,2513314.5912735,2103076.66622722,2262973.43954979,2225554.09296589,2346142.04951583
