"uniprot","main_gene","protein_name","V3_1","V3_2","V3_3","V3_4","V9_1","V9_2","V9_3","V9_4","V15_1","V15_2","V15_3","V15_4","V21_1","V21_2","V21_3","V21_4","I3_1","I3_2","I3_3","I3_4","I9_1","I9_2","I9_3","I9_4","I15_1","I15_2","I15_3","I15_4","I21_1","I21_2","I21_3","I21_4"
"Q60738","Slc30a1","Zinc transporter 1",459773.384087629,500363.023323922,554055.561234426,454144.796843,519512.010621678,503750.674384547,527642.814037347,534600.033213673,508512.421314333,514293.487361481,506935.369340306,468004.558032455,434165.071071311,487966.219645595,354563.417262351,573201.019806589,476560.637929407,463452.593019506,426812.377658857,399020.095399695,456820.266416197,524173.050572139,435657.705588946,530153.641473045,459096.732478708,470984.606413804,438491.351404975,483315.230280793,425094.234180694,433792.337356265,448331.687265205,482206.099851533
"Q60739","Bag1","BAG family molecular chaperone regulator 1",144511.136133714,159911.019250864,161155.419122813,163140.599932256,156359.464335055,152761.78743378,165605.024175554,167077.96893295,157894.854839312,173476.511448704,161815.65118102,162466.170487926,146121.051134568,159928.072493954,179347.469894332,143797.933089384,138118.793076763,156084.438244271,153729.917538268,143635.744825718,139736.345534046,165386.873271341,138615.507301508,137773.455770567,145914.759297866,133708.031674345,136348.281732929,147777.388755478,138696.202698053,147056.476455767,157700.707729966,135626.228647138
"Q60749","Khdrbs1","KH domain-containing, RNA-binding, signal transduction-associated protein 1",329711.228175065,385744.707780403,363979.921602038,409258.608654188,372483.419240547,382399.775397713,392475.514214317,398482.218477944,347649.824163684,381007.072226019,402538.517894998,377289.731585268,365560.909628769,372459.331904984,395114.666821098,333596.575142649,355159.304230794,378322.238520732,285557.026643999,419018.194322411,386563.089076616,382240.380735935,395115.735297456,273508.998743115,401665.976682088,387579.806410202,351086.104692124,341187.659423213,400920.46962066,343077.40404632,382274.587163393,235420.716187805
"Q60751","Igf1r","Insulin-like growth factor 1 receptor;Insulin-like growth factor 1 receptor alpha chain;Insulin-like growth factor 1 receptor beta chain",22775.3031612474,19381.900460636,24342.3481364462,20519.3319210098,24793.5779445192,25405.7283910209,20468.8414401334,23702.6233786765,21042.8063810786,22586.1122467192,27557.3857402622,22735.065857216,22330.264432968,25013.1205324609,17010.7692657424,18311.7949734457,26000.8043031679,24614.7339394498,23816.1110119974,27474.0108879845,26741.5847846036,23920.0500213373,28653.5127931656,29679.0401694873,24188.4213887828,22723.8317627852,28301.8144499737,22205.5571808871,25314.4542532824,24820.4450309832,27260.0917156157,28415.5119368048
"Q60759","Gcdh","Glutaryl-CoA dehydrogenase, mitochondrial",125218.913642908,134204.951910321,127320.575779009,131267.943649708,138264.186309535,122446.704273108,135249.965121077,138628.011305005,129466.882375606,130841.174929398,134297.71196732,128213.64016184,127230.482390718,128298.871548827,144021.756329632,140173.48001597,158063.914479231,141651.910896594,131215.79921494,158580.752510522,141286.225214731,149466.929776092,146178.219436079,137622.260737735,131626.53350335,143899.488643169,138779.369802606,143858.397299831,145667.678204767,136460.335566713,122725.836878066,126234.290681174
"Q60760","Grb10","Growth factor receptor-bound protein 10",8503.41130179994,12011.3139520447,9371.69253961789,10842.6592162909,10973.5795260103,12508.2330252997,15856.7224706137,11472.5781926377,11826.3441559491,16344.8245344312,11879.8450875144,11512.7063825931,10498.0304956252,12265.2219321798,12266.0924970414,14927.1118138562,11693.8905248847,12498.0073860253,15935.541664296,9785.44597282176,10708.0536576729,14912.9031639855,12303.5766460036,8518.36536929217,12198.0815965354,15491.8720061308,11804.8439211474,14322.5188296661,11341.2533661606,13873.5325101921,13392.6391299514,12021.7067766826
"Q60766","Irgm1","Immunity-related GTPase family M protein 1",23830.1626790911,22174.6811182646,20770.0299577762,24823.9035494906,22874.5645319975,23824.3717345022,21485.1641529748,22447.1881615543,26361.5224283006,23518.0990676615,26225.9945358083,29452.4695061741,23863.3911737741,21544.9276255473,26853.3150697618,26727.1564698875,23797.4772701846,25504.383211723,26854.2480371682,26534.7556930678,22478.9212327024,24689.9960424331,27918.5532162771,9042.3948497482,21637.5817809426,24089.4812858126,26929.2905897742,25638.2606783831,23827.9795265434,25698.5519413652,23481.6313138455,19378.1941116194
"Q60770","Stxbp3","Syntaxin-binding protein 3",368432.96756135,413969.283300059,423209.148448958,384193.585458424,399596.950866023,407312.902715971,400715.669157284,426763.444301627,433569.833135451,380913.204425399,383161.417007713,490434.924407294,372786.226163736,418438.473401506,581891.963588411,463849.079842494,407312.490770296,451848.652068802,641457.807464087,446651.843290073,374690.871190424,423513.479395497,414072.899040021,551437.197746188,456683.147400248,397899.373897778,484029.380956355,447493.984769686,419008.161644894,473011.294117293,455652.505247163,454328.733751214
"Q60771","Cldn11","Claudin-11",145738.30151982,161791.980286551,197502.743087961,184305.962799372,140642.092502134,205330.549161655,166452.739426727,175849.150789106,209240.810612664,164617.599740289,165354.578974851,176719.722668222,172094.918261468,220270.053285242,176769.764934986,206148.775440664,110752.805905543,139519.109614386,132155.640019661,104308.825245351,90682.3559785803,132037.16190146,94894.0870009809,126066.168802638,115450.481479205,132918.705701101,125625.272986029,116189.151697981,108699.638984883,91732.6142817909,163172.837751585,76575.2027530818
"Q60778","Nfkbib","NF-kappa-B inhibitor beta",5948.65293318215,6837.54446379891,6358.63998234877,6552.39384770672,6828.22463530963,5839.83770929806,5809.98266364504,6413.03759564552,6809.10645357423,5079.79219596794,6833.3725035575,6603.61131216344,6995.96946081829,6557.65639403956,6038.73466837221,6735.78250256881,7480.99695290794,7782.90729365259,1556.58406920554,8302.74075507887,6970.0254646032,5948.25390274088,6593.00616176386,581.249007810872,6964.53229772269,6353.38481451107,4502.06206501204,5207.30687429419,6882.08926016497,5396.69278967544,5811.92457704125,1654.68936568168
"Q60780","Gas7","Growth arrest-specific protein 7",1344576.92386177,1453546.60545087,1454773.21156059,1453717.83086333,1506464.92849093,1390385.04856445,1081770.90550783,1280049.95907847,1489019.9667611,1282282.96839811,1471562.5982837,1232509.71710704,1409383.22450203,1261294.34405718,1013415.07819498,1255361.04251175,1280958.36694711,1139579.89410566,781766.328217497,1306744.4293291,1488637.34717578,1179577.20570401,1271829.20562816,1041579.82826519,1233896.53277411,1143328.67046015,1166555.78564643,1349927.81648269,1127581.34724963,1112947.70614594,1226846.49664265,1169907.72789417
"Q60790","Rasa3","Ras GTPase-activating protein 3",533755.84790165,600468.909278821,607666.318913233,666536.374239885,609883.529387303,605519.649138534,678305.469809189,671727.973020545,580403.841530443,645350.086556096,664938.611034915,673429.029019947,580259.601686778,628511.926969486,780881.173727955,611094.629184029,610646.761429765,596274.627104905,694857.391903738,707337.81854729,567018.333949049,620568.190527324,650931.922831525,529383.251078235,657360.092080771,615204.713822404,630452.985135079,629907.086824755,637882.242103976,604564.301060767,640144.159298381,534767.691017428
"Q60803","Traf3","TNF receptor-associated factor 3",276880.476733934,388666.771242708,351860.33426455,333779.548879597,334476.188364785,400653.798734541,508276.593613645,432825.153517783,378323.323641911,511175.234498585,318616.48564387,397003.158865013,360465.851051516,360587.108923849,567959.511538502,568407.437779943,418745.274838342,439540.421606024,807113.159336307,340454.678922702,318878.587372638,529911.657810234,325937.15736352,517749.65446119,458548.245575294,501536.78365248,552454.270573427,413710.24935672,480449.328544569,519086.721681445,505582.546778203,412642.366352195
"Q60805","Mertk","Tyrosine-protein kinase Mer",211796.583225079,251485.306551992,225860.61768897,237117.95049841,230512.609842826,225757.454000178,216029.332008325,215701.362664323,240317.697943298,223761.80728351,229775.916337417,208908.470269345,229233.782924379,210826.255331997,216743.910583969,232385.425686086,207836.812206374,203430.296555127,180381.928865743,208273.457316612,229874.90763968,196029.648590606,204542.04362666,202402.462819098,205290.579339789,216759.422299632,198989.91903451,211309.971274058,219677.042738545,204332.027985471,213367.585326674,214458.79339175
"Q60809","Cnot7","CCR4-NOT transcription complex subunit 7",39839.1822978915,40366.480543594,37658.4413998977,41420.0727427246,44251.5790797683,39225.4651295692,36419.0780466844,42216.6423804205,44256.1755023322,36415.4213041382,39979.7191968988,38434.3239322303,35494.7641677423,40092.9570358539,40497.8131168324,38140.7714443655,25717.1521950952,31088.2413699034,25287.9051855808,27452.6624705595,31527.1456698364,28748.7088022661,26825.5719735791,37782.8766571059,20578.2900875464,24620.16069191,20299.3187149119,27132.3672249878,44735.5639748568,30222.5582876204,32368.0519339074,34457.1454013209
"Q60817","Naca","Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form",713163.861455775,736311.839276862,673070.986229705,738219.578066578,763004.279881635,732819.485619493,777869.93929458,758038.691577032,679270.883293032,705037.517023711,764510.040004164,713833.618487434,772612.592185782,730526.157704506,666153.32354164,713526.918199131,766478.219644023,644649.864142196,733191.336131877,687954.653148356,769041.065872055,720771.781254774,751843.282141359,797890.543063801,661915.526435685,677384.387714487,688424.612246896,763509.468743256,740165.932153569,709057.4522961,721688.472082132,727222.249740689
"Q60823","Akt2","RAC-beta serine/threonine-protein kinase",200377.434236592,246949.604390092,208820.250814405,225145.459441728,234083.03311784,220241.522894682,159861.996585116,210862.750483595,231318.969385008,197811.865480427,261563.599477205,214278.302888748,251050.574175037,225455.770852472,225302.30143627,203850.906507017,198157.363693059,181606.024336051,147934.77179041,212711.603089557,198616.232986708,171177.958653866,207017.951926158,154157.514975708,183218.940241672,181628.821253445,177623.51807633,194275.566889147,180078.191965632,189780.208438678,191171.020645645,195935.310077895
"Q60829","Ppp1r1b","Protein phosphatase 1 regulatory subunit 1B",162958.367622649,403960.329089322,383741.614775385,312838.661494073,294961.951752305,243541.804847965,267533.164853947,372035.385871225,392530.04750225,321378.66914301,279006.227645617,339311.185496956,255304.062589117,265148.567381227,134496.630414954,280829.882515702,454309.018240761,358565.019297063,200066.830259762,268869.976228901,295031.607911206,341526.71675886,282378.325815356,439659.116471033,411488.393545199,328618.546249837,184843.157106292,437439.218305268,263160.947463378,221450.340296935,156078.682409381,502610.542973566
"Q60841","Reln","Reelin",22855.0901816349,21391.1680481726,27529.7864192508,25955.6349399588,25345.6842849706,24511.9746371678,29953.6477900812,31432.1233076366,24704.2111964347,30965.068776704,24048.3058997448,26615.6092038238,22590.8800295187,24911.909775014,38719.1076108898,24969.2480694747,29361.6598072135,18762.1388770527,22405.8144955729,24796.1218745337,21135.9753446548,26977.9687025543,21515.8999901198,26747.4313693796,26413.9503476992,25152.7225045111,24555.6659914455,29500.7547032667,28430.9790158907,21407.8598284658,25840.0801495678,21980.8224733555
"Q60847","Col12a1","Collagen alpha-1(XII) chain",37295.5213725707,44024.4209763029,38848.7599489968,51150.2207666547,35550.5505878693,39969.2659254684,55327.5973112447,54255.8097868264,37569.2461839701,41624.2495096596,65870.9441703172,50705.541647393,44388.1754617159,37639.6141122172,48752.0782507173,38027.2344890069,35311.8183638851,35646.8252214541,57455.1773452182,49902.7123116039,31236.7851800387,39381.510513739,40469.7581710033,39039.5745518772,38751.3268429786,41572.7135879047,41358.8707107929,44720.294885713,36927.6362087701,39765.4243323474,43935.5035225316,40071.9431172139
"Q60854","Serpinb6","Serpin B6",955527.687962902,1097706.54934544,1105503.24068987,1107968.44887839,1044265.21971928,1114083.74759967,1099282.72253454,1178397.59738949,1008340.59762776,1022881.80758464,1091450.97259805,1056117.72770114,1042053.48744399,957091.791775828,1166326.72063157,1123420.48803485,1021888.69801412,1058671.59318171,1262231.44665511,1064579.91268268,1041991.90080684,1050947.06331697,1137015.5598449,1042676.97688765,1007716.68439306,1151176.87790083,1025640.63009214,1116090.96232754,1015174.97264969,1011320.68509344,1014435.04693234,1044584.73401532
"Q60857","Slc6a4","Sodium-dependent serotonin transporter",7101.78066034291,10068.0168250782,11756.2231644849,8672.75878725579,11456.1543255627,9692.83158973733,11746.8896277715,10654.939367835,9416.16813779927,15761.6004425831,10517.0716576324,11243.7570154276,7952.28367173264,12265.1068496764,9192.73277518172,13512.9284071166,7731.79150965507,7755.23471815265,9038.63276791452,7269.37899244051,6311.94048590941,11237.9499944645,9105.44438744164,15453.266853811,11833.225188977,7874.88702245715,10792.7780257065,10671.8308737464,13050.9643237899,10644.649403782,11171.5077426592,10113.6988009223
"Q60864","Stip1","Stress-induced-phosphoprotein 1",3161122.697597,3653489.47171392,3706166.65700469,4173554.40381141,3546214.81141929,3665448.37262108,4072130.60138601,3805806.14356723,3608132.42090989,3772760.66140064,3687383.85292007,3701077.58232581,3746474.04472574,3656295.68369756,4055955.29462171,4171541.91007883,3922490.596907,3719182.78633305,4222710.5189726,3487334.95505854,3995672.13418342,3660144.89716467,3843072.95493091,3317130.6924224,3441040.55337152,3648732.19408473,3440209.05787964,3786305.754787,4014689.84220865,3738533.77794076,3580919.40942115,3437985.17458515
"Q60865","Caprin1","Caprin-1",562092.085556792,584380.865719991,636706.91653424,651492.135929182,649507.335002783,659010.240174867,658923.527606249,611600.165964376,609490.765751803,631948.513511149,614160.209382499,590924.928097288,618777.755774534,628941.70936855,568697.568133509,621543.286539775,558076.126377586,506156.260641275,516397.492487404,518622.705110892,497588.271539377,497816.935296793,504047.094690212,546205.065340287,466348.411535633,474216.261678579,526510.060162298,490289.147085305,488399.520059629,505675.434421926,465309.342686193,524150.243896445
"Q60866","Pter","Phosphotriesterase-related protein",1459.5873305836,1097.22602381021,811.21219964076,1258.82410545449,1520.42064835601,783.061159745909,768.622941396244,1307.46701006491,1218.77603488439,1371.57089620176,1329.20212874878,1475.32680645144,567.352034702783,1300.97836770268,1339.76825763133,1540.9027297759,1751.50098828979,1921.31442724879,1961.72102653047,1602.5880244004,1407.82179855572,1387.71039643377,1006.26218903772,2275.54535925823,1957.38280976365,1378.76476955916,1418.08920338106,1514.31403648865,1271.20282566574,2097.41890310591,1767.71406057756,1915.50381426119
