"uniprot","main_gene","protein_name","V3_1","V3_2","V3_3","V3_4","V9_1","V9_2","V9_3","V9_4","V15_1","V15_2","V15_3","V15_4","V21_1","V21_2","V21_3","V21_4","I3_1","I3_2","I3_3","I3_4","I9_1","I9_2","I9_3","I9_4","I15_1","I15_2","I15_3","I15_4","I21_1","I21_2","I21_3","I21_4"
"Q5SWT3","Slc25a35","Solute carrier family 25 member 35",7669.04070494243,9436.17298807566,7423.75152733518,9567.1149851444,7682.6954823299,8856.76915839303,8407.8159760114,9305.80189022829,9192.33487977329,8630.70552251438,11849.3016810873,10618.4394670039,7544.04771360995,9642.89965320569,6751.6094064164,7004.12438016951,10811.6279184629,7621.85767155849,4137.35854161387,11487.2544461141,9872.36238551284,9316.03260259522,9338.69769416006,4080.40336281366,9118.33826293243,8325.94569870488,7363.23845499142,7714.36711817774,9464.39869033468,6252.98401634887,6534.75362470816,3896.66370386005
"Q5SWU9","Acaca","Acetyl-CoA carboxylase 1;Biotin carboxylase",486774.412465632,593804.619445933,545877.868032556,567368.627232622,576830.78218306,601091.908956363,591335.063194892,577352.234260083,551058.214700323,592712.097895172,557504.492803566,578166.712808139,552272.363010016,589421.470168991,595568.03253689,634223.430893591,544631.114570922,572370.235819184,654662.323831539,509476.441591131,524518.547118528,556151.507469089,518821.483119646,626982.745584226,542378.826000285,518992.324820697,564432.572153817,549683.657695081,522703.313596832,544825.875270721,540368.730433715,578092.852015805
"Q5SX79","Shroom1","Protein Shroom1",4145.11708403744,5286.51791685151,4243.83247980454,6359.98569904897,5354.95404120336,3740.84293587587,3956.01921430752,4671.9941088757,5906.59807613359,5293.09316808925,5694.63348153871,5359.49877813203,4371.08541335377,5328.13458709183,5328.45960308352,4265.91537823128,5157.23502316017,5902.81225933813,4952.97670243874,4667.14674615226,5047.83707593437,5195.66602589692,5369.5667827406,2509.84423180585,4641.4197394992,3953.87756476087,4201.42945697376,4929.58193222111,4795.44541778697,4385.4789396948,3879.27700128387,3278.51566932178
"Q5SXA9","Wwc1","Protein KIBRA",46790.8726178099,52163.8192789829,48919.4838656117,54418.4488997814,55475.1286436068,41689.2899392885,46564.9493056558,49938.4119793859,52709.357192672,53292.5279566134,54394.9620795838,56353.0368681691,48657.4598477696,53412.4659790966,46109.6589528703,51935.4448927509,43718.4349750583,55545.8041099406,27917.7970733922,54237.5933716209,53913.001612386,49578.3251136134,54902.749758613,21778.0635159734,42950.3700017316,45064.1126963774,50843.901570401,44789.176403287,44664.3979857656,42694.0344418729,45679.0712148973,34458.9234269893
"Q5SXY1","Specc1","Cytospin-B",365178.00033943,412367.166313063,408004.937142021,421399.424604566,416164.32347839,398864.174673825,407439.948757142,386333.944793627,414416.870121404,398406.211532213,384643.55621473,400833.713277447,414176.00720286,400842.37514215,395297.007465914,420544.608690605,400135.466638896,392075.822965828,321102.082885149,386651.806062183,385664.155388477,390094.594527554,358773.870529105,296544.212139892,374116.188118069,397274.436936946,385288.068602543,360726.854787506,373908.174154586,389866.556118547,392594.235291169,310218.001460013
"Q5SYD0","Myo1d","Unconventional myosin-Id",1155954.31653485,1349956.52041414,1544269.30171201,1281898.86372058,1394753.33805334,1461699.46444109,1564057.22335543,1403640.35938415,1517757.44609908,1265830.50406917,1153547.11024358,1559875.09155279,1492806.79572804,1536541.01872744,2116887.25415184,1572928.09151378,1298804.64468893,1737172.54545152,3090153.59397948,1506811.48818349,1191834.12187104,1381289.26957703,1461308.53404255,1954345.39913195,1622139.22187394,1509297.950504,1927563.83729223,1592134.44267279,1348260.97431142,1795814.87579127,1737117.16195034,1532837.38638873
"Q5SYH2","Tmem199","Transmembrane protein 199",9975.49901962278,9976.12945611766,9150.63137246132,10242.0294148836,8846.29948833126,9167.81344131137,10770.0709513114,9320.49594828401,8540.98052470666,10486.014247173,9636.04775170333,8701.62490457779,8508.27249981753,10732.5064455968,11018.4034803335,9997.16068065075,8367.47534919494,9403.85295740307,10354.2677735136,11651.5379936899,6969.07445951569,8918.80120492008,10313.4138605073,10907.128653647,9214.56078658767,10010.9286257763,11508.3202771134,9608.92104494789,10641.9156431289,10719.3674080553,10060.6474065966,10481.3847059972
"Q5SYL3","Kiaa0100","Protein KIAA0100",54431.4851280763,62140.8266571472,58917.8654712309,59265.6162269537,62938.6623060885,50061.0717128692,61210.0057211109,59379.4492151881,60588.4096808155,57580.8039050488,57339.892495714,57117.9604885378,56045.4229355204,58251.9701174274,63768.0678034957,57565.6796024507,61242.9900149167,62700.8116431954,62937.3007496315,58617.9918727145,61860.1247071592,61424.3197714575,62300.1743202322,65831.4588348763,60018.2112982161,60797.5181514501,63957.1609125364,64832.98546987,58047.9372780443,60881.2560361254,59231.0341265543,60224.8761710475
"Q5U3K5","Rabl6","Rab-like protein 6",306565.478751018,354643.787367188,355410.670090617,366216.082900517,344361.819711673,348173.169592422,350149.89395419,357224.834752448,349692.899342759,371844.764650562,348008.885300378,325544.191654772,347662.5332529,329239.27885327,304604.538446978,366161.665088168,316497.721369262,296002.598858375,299235.540719358,325821.149204162,313001.19669244,304722.014661067,324921.821154992,350956.7966634,303690.44348683,320581.829661031,322428.196581906,316239.818695798,310112.550697224,314333.279685186,311002.710642619,355332.858422337
"Q5U430","Ubr3","E3 ubiquitin-protein ligase UBR3",120749.010718819,144289.307486095,133246.487427472,145157.449317831,146735.623388006,136867.200187643,125568.849831139,147133.051503895,143585.399219948,138071.601369126,146172.564550214,143646.677292635,133232.643240027,136242.06886297,131728.191788685,135024.399594253,140123.310675699,130476.117758393,125852.131872117,138371.722492092,136302.352875206,130069.532116262,135290.10606456,125481.405277603,125358.228139686,135710.669493537,126532.891837372,132101.407353656,135168.688960255,122858.24281878,133988.900941195,118307.628607926
"Q5U458","Dnajc11","DnaJ homolog subfamily C member 11",574707.281673873,668081.275032273,632003.393764049,673236.823548108,653252.577377392,632267.357265209,612797.955444806,646686.029821469,692529.254558602,628748.136127427,662832.359696176,637559.476966505,673309.321536672,682577.977914257,595161.000958563,667569.83375902,651668.168452741,606796.1220867,582200.785891766,622134.857141188,602057.47816106,637716.364969704,664686.454597922,711464.748690273,630591.006091426,612595.319983683,591569.941365647,614703.123138801,643439.954177177,622702.459176492,595180.61768701,671104.757765308
"Q5U4C1","Gprasp1","G-protein coupled receptor-associated sorting protein 1",152836.366087306,183547.444966284,170818.729221401,176418.902888328,189759.875815301,185954.230695788,197478.887706965,198250.962135405,181869.145494563,234647.841526754,179305.019420967,212918.373670521,151502.701848147,167231.532093924,165317.04388291,208566.891955064,173518.549085766,181439.771305375,145826.553901051,156254.393503743,160395.214552048,191744.826231647,152061.542523139,148167.685641704,178325.272852792,182000.390957605,152866.546921858,159287.293598738,163003.102947578,165041.969618068,160631.470333427,138525.721627055
"Q5U4C3","Scaf1","Splicing factor, arginine/serine-rich 19",225633.199540179,206445.799281981,231984.636233261,236186.651439656,208235.396592713,255741.681789787,202421.112191985,222803.051730013,197986.094235152,203175.355987166,222244.946162007,185176.85509548,220613.310068001,203159.01086449,149944.124811015,203194.942450745,258016.677042964,263705.74302916,175037.39502019,274222.48001339,303414.059511975,238874.016890171,302478.231674648,270680.011485654,277789.764279737,281939.478847016,208612.701099651,254036.829459973,269942.730104206,264077.558654689,285523.764459322,298117.197318022
"Q5U4D9","Thoc6","THO complex subunit 6 homolog",12881.392339051,13797.1511713299,12528.3909857281,13104.6360467604,13527.3868871769,12771.5587297991,12364.6971269057,13351.631400929,12371.0743366698,12373.1430782539,14900.3784921156,14384.7261799561,13019.629345901,12388.5738465816,16442.2790151204,14906.2682516314,13248.6392009438,12856.6807539669,10294.2402370379,20184.5909081865,13644.5589454955,14548.3252109409,14634.1547793066,11889.8947546678,12575.7337714858,12499.7102055264,9590.40228412118,13923.8260337746,11962.5048417931,10493.1576127409,12091.0796151619,14808.1705159298
"Q5U4E0","Lhfpl4","Lipoma HMGIC fusion partner-like 4 protein",47275.0011883795,62633.6488789478,49521.0311589341,49805.7247264789,53955.179504567,58768.3849822266,52081.588983593,43988.2885643028,65828.0620843765,56633.7410571557,67176.107259676,62842.2562997393,59394.6353389096,68707.8866488333,43494.4604406008,84837.2282194364,28858.2247046852,28604.6601584466,24838.4659419471,23489.7510477255,22528.0544681543,27360.1494825896,26847.6793468522,26827.8755285241,24604.0206832407,26558.5409273213,22930.7015833815,25685.040363997,22719.549289161,20693.701117959,24859.5933069492,33699.8394430289
"Q5U4F6","Wdr34","WD repeat-containing protein 34",36741.5254601242,46587.5971282987,46222.2590317664,46063.8464869415,41536.1544782804,46462.1699799196,45943.4716851692,51891.2148750789,45891.3561024962,50521.4243038436,59276.8677050936,46281.0643788478,37725.9177654478,44092.7075941157,34707.7995034344,47541.7861710869,42870.5554385189,42809.2452299347,42284.4949655927,46641.5960769239,42046.8856907621,49283.7941801652,45722.9289914314,42357.3164822521,44769.5679386798,44566.3426066458,45040.3338621971,50567.3183967598,36080.141997623,44044.6264957201,40522.234752814,44846.6232261161
"Q5XG69","Fam169a","Soluble lamin-associated protein of 75 kDa",121856.342900203,133587.893026367,119424.35597134,140585.669596194,146096.139936516,126848.974334168,125957.256868261,135216.260863348,136306.893786595,127865.372440872,146044.437994508,134870.536554771,130152.578166432,146306.146394184,113173.043126426,129844.547102989,131275.536870701,137269.692889953,99373.8073944257,160423.164725522,132900.662321431,134495.947919511,142497.4339938,119709.790212605,129065.433791638,136684.927738538,145023.644746679,136166.203416457,145032.343435507,135772.28435233,146771.53365585,116516.703004308
"Q5XG73","Acbd5","Acyl-CoA-binding domain-containing protein 5",8561.19614966418,11965.8853716241,8469.18667463436,11136.7806377781,9681.44277976834,12758.8293352862,9785.7490759679,11640.9496899381,10975.5769969759,8676.8700144071,11100.1357513319,10383.6188975948,9808.18763475061,10067.2113297304,12696.4631002466,9608.80501856511,9249.61997032321,11758.8000865787,8803.3632623646,11750.6236447352,10072.9009272085,9325.38289365872,8913.33736876786,5883.82907605517,7681.65149505641,8763.06963931341,10616.4457358048,9845.00224091402,10312.7759141899,9104.12165905042,10568.504092396,5925.7022077076
"Q5XJE5","Leo1","RNA polymerase-associated protein LEO1",41155.8270814506,43588.3799453673,43270.8967197851,48347.3400417547,47247.8918357505,50356.1318928251,48464.8055353222,49096.6076057397,41493.5184584482,46092.6809771229,46831.6546566532,43640.0852234827,44309.1928875241,46473.9092219883,62631.2651571447,46000.7984098949,43084.1959334942,44315.5270445078,45988.9321490303,43483.4688665829,45038.7841153138,42798.4498947577,43124.2945929357,38583.7402696608,46879.3616530216,35873.5318844857,42280.175360429,39507.4918356922,52478.601850118,45227.6756275651,42679.7785961814,42014.3472796237
"Q5XJV6","Lmtk3","Serine/threonine-protein kinase LMTK3",125252.475275611,145160.214587432,135389.849011621,131443.823795906,151999.689431988,134056.994136004,130910.889635846,132445.058050962,141974.685158463,134793.536137522,152537.234431843,134433.188339881,131626.136803385,136081.11691586,113066.623261502,131666.202221298,130508.333622978,122701.242132932,109228.424651902,127915.175405689,129865.111278729,125037.738667094,120041.14115214,132313.544667146,135063.095658555,105165.944540206,137203.810917483,130628.826711992,122169.260096981,123797.732922646,124037.29202744,127413.901795166
"Q5XJY4","Parl","Presenilins-associated rhomboid-like protein, mitochondrial;P-beta",63887.9294310162,78680.1248883374,77308.1999476185,76902.6864634195,76495.7937354204,77658.4171123593,76041.6426866519,80908.487296061,82588.36275124,82881.0042546782,74690.1804665128,79933.1899093298,77763.2359609386,77576.6506737255,89664.7835863248,78987.652948927,86161.7068122082,91148.2557667978,85009.0110346924,78389.0353038898,87408.1134280195,70647.5863019916,87800.8390527374,74482.9352249234,74933.8641009726,98352.4275016093,74720.3127262486,74625.0893160054,84452.7134825764,81431.6755088034,77460.5885852346,78417.9375309587
"Q5XJY5","Arcn1","Coatomer subunit delta",669119.003859625,748900.57118887,704264.841445046,715444.156692081,730349.267715265,685768.315967565,685396.747152114,707703.435627562,736675.496121844,728860.775286231,711519.276481705,734698.650989626,712049.209601688,749280.73190487,737539.366392404,725264.474174974,712991.314762627,753683.755966061,678464.062281354,682800.21800919,778702.245470198,664982.94498062,642878.653554914,758940.761901881,703003.314000856,676350.744801413,694801.730015705,740457.713072675,677649.261495165,666922.910327201,701264.853814195,723136.35743391
"Q5XKN4","Jagn1","Protein jagunal homolog 1",111168.467032234,133408.763097307,115856.263080627,139868.585687446,146930.109976303,137125.003301765,135117.078991901,134418.879479923,140492.148878414,132395.250304966,133272.668095765,121718.313775985,123245.523921368,143850.666379702,147540.911724073,146588.884127855,117080.717374989,128103.660200173,146113.253733475,86502.2371237996,101906.095129815,109019.61549814,109213.079666036,126732.691725583,112092.583811713,113085.038051642,95727.058733578,114359.380632449,118628.007731849,111011.409951826,118664.317899176,117172.309880372
"Q5XPI3","Rnf123","E3 ubiquitin-protein ligase RNF123",211484.274595633,188359.178971355,198989.931459474,200005.125216993,182774.852490754,185080.016713866,189495.601994552,201785.936152167,190966.602903188,184233.159982631,209255.034900511,196361.576951693,185139.04049697,184703.330725228,213211.462518149,192652.517833905,179186.31729627,185023.358265059,202846.5046093,185679.190315149,178880.21902115,174783.022064115,178395.704540909,196983.186197841,189109.117587922,181202.974799093,182227.400401899,173407.467686302,167376.321210907,184704.084589445,168505.000367619,197804.937964036
"Q5Y5T1","Zdhhc20","Probable palmitoyltransferase ZDHHC20",23500.0148820653,25935.8105151565,25582.860393993,23186.6155227532,22347.2404811345,25814.9225173657,28146.2958805384,25187.9505779091,27112.067197973,27332.8341952177,22453.446087893,27176.4898253905,24825.8342794843,28320.5750909813,30671.6911449846,30136.6556929317,23862.5102983972,27219.9502302181,36920.4601687505,17158.4761421394,22862.2821344071,30097.6278744732,25443.3487614121,29744.0901379962,34170.1343679188,28295.7777509643,24905.286767138,20356.8543220358,29521.5650306022,27380.5885950649,24813.9897672287,21961.4559775392
"Q5Y5T2","Zdhhc18","Palmitoyltransferase ZDHHC18",893.845971333002,1962.68209373914,1375.51825579627,1161.59754737224,852.826623389547,1447.90928119747,881.079899724011,1517.19001511574,1226.79148750514,1648.58857575985,779.013367408707,1106.23385073068,724.248190326686,1493.96091532691,1390.18111170945,1589.77797392104,2048.9170478959,2156.80428341098,2001.63403730331,1970.85756959105,2344.5468270405,1900.92379215826,1933.81653404453,1641.00037507792,2050.47430208439,2575.4268112101,1731.82960861087,2193.89104047127,2000.90899723403,2696.11810607457,1724.43763736729,1112.37482664746
"Q5Y5T5","Zdhhc8","Probable palmitoyltransferase ZDHHC8",29290.4483558621,29137.4654884481,29043.8098869915,26768.4842976265,30054.0410241052,29310.0722775959,21077.0442919852,28438.2438030098,34208.5097978388,25288.1074476586,33083.9712107241,27080.6628029073,30102.2057020444,27400.3167603589,17084.1412579799,24979.9993005278,31742.5185856858,20973.1762456317,20288.7021596087,30404.4549362572,27396.7648748588,23887.2509302205,26269.4422314868,30761.8979915114,24665.0020888664,24779.0588878981,25700.4790964622,28909.3890899657,23030.1533100476,28812.8350995176,30559.7074399754,30309.878665717
"Q60520","Sin3a","Paired amphipathic helix protein Sin3a",128342.737318043,119561.769644045,123280.064261821,116448.838705232,109932.982796663,111696.288230538,117137.931424986,125417.786393994,110680.593919712,124138.413741671,135953.38380204,114642.768229013,118397.916205096,121115.775450195,153812.679933215,112775.690792873,168885.255467463,159907.734526522,136578.046742299,180162.313434421,199626.543878976,174247.076530591,156425.503840469,192430.12731344,169322.808328527,200696.834560571,187102.395921773,196965.78487566,183261.286384385,144182.526693953,117927.339096181,187506.716734006
"Q60571","Crhbp","Corticotropin-releasing factor-binding protein",53120.452908957,49898.5855997465,62932.6491171549,48889.1358235201,63446.9796264551,61278.4397563202,58247.3940435834,58626.3541703541,50245.4639670386,63339.1399753168,47737.4814895936,44983.0228604075,43761.159052327,44794.0454359513,46429.2887603521,64517.6723275426,45788.3824293098,38386.9109024949,49499.4584830839,51225.924159202,59661.2459101076,63791.4813248633,45120.6641193907,46868.9408996763,50111.3452809043,56021.0344689879,55792.3434483664,48775.8753505216,47566.3966890798,51823.1669498161,61564.7245140256,42659.9811084437
"Q60575","Kif1b","Kinesin-like protein KIF1B",143330.183992769,168166.009041821,159303.725664826,153480.232482919,178653.415063413,169881.93711952,151195.943554839,163466.908648141,167772.844475982,152582.653202668,159226.671187275,162222.119882629,151091.116640475,149044.432897115,147101.996253109,157234.020600107,174175.754293609,160242.319063512,159214.730457903,195753.685058625,181645.268336922,157974.572641902,164152.596459282,149387.16315277,184580.412266013,143083.877824155,163492.44331726,136261.274864546,145692.230292174,182187.32015068,150947.018698437,148572.315823127
"Q60597","Ogdh","2-oxoglutarate dehydrogenase, mitochondrial",1448579.69743423,1719140.23890858,1751602.39723137,1760612.72365426,1691833.69649977,1706771.48796061,1741982.52580334,1717948.17174837,1700514.57501256,1608109.18198631,1710821.19292611,1765147.24028271,1745696.32562253,1629982.88029525,1961514.58136397,1739227.92390891,1585352.0714841,1644037.00204411,1793989.99634622,1772914.03972167,1602957.21685491,1603035.59474801,1674279.72937174,1633773.95292377,1631565.38038565,1655186.45325674,1784057.27399474,1652052.49994179,1679231.2808991,1641663.42572907,1656750.53641094,1578023.02920898
"Q60598","Cttn","Src substrate cortactin",1262145.67464265,1314971.63813695,1375224.89110782,1338008.28134185,1542953.15693148,1414443.41912749,1303819.16242687,1293377.84525181,1307359.67416907,1301783.35303459,1318947.41219171,1299218.62201765,1423706.63686212,1396509.98789176,1282575.14534419,1230832.2449573,1412747.20352911,1348623.60718027,1144820.95962268,1504520.55918807,1489970.1898833,1438853.34734391,1471403.52710866,1095986.21652872,1383103.6638673,1480586.47806011,1415218.44937031,1268069.82735143,1468864.3414467,1342162.75113941,1473952.59152363,1228770.52406355
"Q60603","Kcnh1","Potassium voltage-gated channel subfamily H member 1",33537.1288798794,29994.9422891978,34508.2777343132,28601.5647567216,35416.694013866,28403.5189757986,25553.7871156522,30092.3111846113,33011.9103010651,32170.9236087145,37122.7190801471,35480.5668436378,29022.17823881,34365.5303402426,20851.5954781295,34790.9101242482,30505.6574720004,28901.9805184892,16861.7111483453,26995.1876476133,29637.9086582639,26467.2765079653,29091.8566868558,17183.609013084,24275.043360288,24772.3360596356,23962.764277842,26868.7724034699,22123.5971906935,25540.5111714454,26680.4067857591,22944.9619055513
"Q60605","Myl6","Myosin light polypeptide 6",524960.345122347,1273723.26132895,784805.668126897,635684.051279157,759612.824255137,862086.242982884,948630.166565879,636130.25225811,868674.778565397,936015.615699435,917878.579389624,676180.55839921,752075.028807698,944577.599122876,1687398.84599935,773766.804206439,800305.729174651,835049.768252094,653808.571695859,863941.523651568,805178.061785125,893193.194124684,866720.526742182,443316.064837463,782153.69279487,821384.485334752,819606.722805033,825037.30497754,847058.533335513,785837.998859635,804829.154960574,701265.9315865
"Q60610","Tiam1","T-lymphoma invasion and metastasis-inducing protein 1",86558.1534083861,117328.768916771,114745.48499758,116752.793617614,128411.612045536,114361.524667996,122149.339003687,123889.982252332,126861.728580197,127268.892746156,105259.276209242,112804.450036534,78934.9502019079,110522.336202384,105494.810325473,99045.3615019065,119363.465938851,94330.2404764092,87635.8350708898,108088.262343648,101840.467557411,118127.574248007,114186.379092131,113433.851986271,114642.13730369,118483.595929248,100670.319969986,114379.997558673,102653.567920619,86972.3033926172,109423.982716806,110818.553736496
"Q60612","Adora1","Adenosine receptor A1",32035.3417374035,34278.5301257685,32464.7849605982,32554.1086515748,38920.5696700416,32976.8031951478,32444.3645928562,30882.9426712463,36910.3025030309,32388.4668047676,36547.6693863332,31730.5513907479,36225.0564013445,34147.8015981027,30305.3760119734,33021.206807932,27003.0283974128,31480.2683664702,25736.6226992691,26826.2380148171,34388.4782316964,26764.8215491801,29498.8442169902,25472.997112263,25750.9232400888,28486.5106259665,29577.1235278948,26914.3799376547,27243.3276622067,28590.2640199834,29336.0107277108,26156.698129821
"Q60625","Icam5","Intercellular adhesion molecule 5",282576.482979494,294943.176396459,336672.611040517,319021.194056518,369589.1928908,311563.95429299,262382.329791311,289341.89505668,317652.076303252,351499.435806726,333852.33551954,273344.454268902,288186.310133568,308617.200710217,165146.283870202,255881.672946834,347031.90727676,271287.12135825,201156.734068646,330767.364616859,367972.025086848,303543.491495021,304254.469713063,292014.598036238,298919.892924927,315600.970052651,281315.864446297,288444.816925468,279283.763038782,266722.317259937,307953.817644201,290576.899745001
"Q60629","Epha5","Ephrin type-A receptor 5",122030.146250651,134802.637302686,137576.836392958,144696.279372814,137193.71751281,150769.384845313,161921.940443259,146696.219064323,137026.690974373,138627.666334971,137797.790375233,137040.360932977,141467.207343083,138024.80698405,168365.980239502,153055.501682387,151104.170999205,132692.955126527,117410.881755663,139931.511569952,143938.630666077,132815.288820581,139870.117289166,145645.683030093,134958.530207115,122901.007992613,129736.949618823,147526.915443011,120063.49775174,133501.503899273,130280.176216492,125369.832603413
"Q60631","Grb2","Growth factor receptor-bound protein 2",1017654.28473075,1113861.3947479,1172823.68288363,1265077.6748699,1206456.5902317,1185625.32787891,1236519.28140003,1316781.63565606,1124454.09663745,1188684.23801007,1253407.68306722,1201174.80827205,1159497.19620522,1196838.86226472,1097933.74934649,1069282.62868472,1363279.57097946,1209326.07154217,888425.727544484,1439414.9865007,1368060.08016749,1344394.51952198,1375579.43576048,918901.468550856,1239525.69947135,1399309.79058783,1048892.58277346,1193428.85414254,1317335.20503888,1188468.74378672,1006239.50330267,994573.878312004
"Q60634","Flot2","Flotillin-2",1300590.15256944,1408309.79848563,1538017.21784252,1364475.97577662,1470925.23013006,1560587.39713474,1443220.52910198,1417626.54293253,1489956.15566879,1607866.9166701,1397924.65390194,1558210.28266909,1395935.44260155,1450466.42180088,1255052.43142641,1644256.67211936,1588167.35045924,1433029.45418262,1560823.16892611,1453834.08464916,1437117.10965386,1683493.57649102,1529107.31965624,1800199.26551491,1485751.24721311,1650935.98032982,1623979.746804,1656164.86312434,1399745.06476984,1629467.59778523,1625289.85242137,1726622.82932704
"Q60648","Gm2a","Ganglioside GM2 activator",224822.453815225,287506.936319006,270715.979987223,251434.214505013,277188.352513333,252541.433587125,238355.354264591,267995.360526125,288983.69654537,251233.433174351,253090.183851939,279983.299951577,256915.671361014,249319.747189549,288400.499830728,248921.833082231,253860.235980085,245953.223458201,134865.904461923,271636.841818266,266091.973616936,284386.260389495,234464.705356888,67469.4135419734,241287.676819338,265332.094256318,232736.268939465,217875.534100051,268209.596554294,207196.751001144,249489.84836243,95435.3970296206
"Q60649","Clpb","Caseinolytic peptidase B protein homolog",229426.949853661,286913.052224019,267654.466945901,266846.603478101,271556.885788228,264072.087259936,281162.920307023,262948.544238884,266046.948085292,286868.804746677,263597.813579286,264976.234109044,257146.124733718,264931.760755365,257977.778929565,281312.42316757,261955.709473073,255831.761902443,265571.501850416,252664.420993409,249152.918742519,271606.105869863,272450.362745409,242693.816001833,240311.465139115,239237.301350983,245040.146647092,261359.183482696,250555.420310211,259724.893563411,251176.861353978,246140.057317454
"Q60668","Hnrnpd","Heterogeneous nuclear ribonucleoprotein D0",3592212.8926894,4008613.45684664,3912860.10475074,4546147.02297982,4007127.1677774,3991975.48464444,3920906.4356269,4255835.7529644,3876349.84936603,4227833.05353385,4369948.45638873,4041366.26697242,4060127.64160833,3938355.05191816,4493097.62321401,3605715.87178563,3902387.91283512,4003009.94438319,3604499.85955624,4359483.40700353,3858670.08415121,4040336.89469865,4281695.89661476,4246131.30526993,3910979.49272321,3909417.75703374,3861013.33715957,3846409.84643146,4200540.55424329,3859645.53341397,3855716.73976305,4018719.10608969
"Q60673","Ptprn","Receptor-type tyrosine-protein phosphatase-like N",115610.840347438,182275.650463566,157570.34372669,166980.059998437,131665.193998241,208529.142056037,233378.063776102,219649.292801398,165814.5821808,262155.222031523,160087.480859435,201874.634661196,118723.252335438,150141.757207738,131896.710102587,246068.673784706,207519.913676272,220407.669402429,223949.055614871,121996.143868427,158714.861754083,270606.565120008,162520.542737256,270689.607346936,220080.883469723,199394.582962194,183182.004708153,239045.437484882,184679.923940125,211460.801011621,182019.064837899,246252.459848677
"Q60675","Lama2","Laminin subunit alpha-2",290406.41288102,374346.57497299,339985.043948811,362669.807537492,348759.814233844,342166.06830508,357578.00928354,363746.065568269,351769.362350291,339510.831285439,345006.028505838,320397.027555594,353590.010163947,319548.149732946,552797.608711258,305545.718785972,342921.794466612,369370.669034998,476627.299263548,359045.249911191,321771.511125051,348347.660112007,360911.071844992,369898.945435396,347261.431153425,341853.674521573,263324.872531198,277070.206297459,357564.412061142,374705.060241318,331440.614647331,344420.930920675
"Q60676","Ppp5c","Serine/threonine-protein phosphatase 5",1489621.83944418,1630062.33945092,1680271.93203638,1586224.8580671,1660915.80280964,1649233.74469166,1624834.31789237,1623821.20449105,1692278.6125097,1630976.61762905,1755872.63804226,1607668.13123837,1649374.16741384,1685490.09220576,1523954.58471149,1704996.77889821,1349265.58133509,1399108.03338431,1387454.98771811,1429354.91177657,1401072.30545007,1365565.00347487,1489296.66993938,1481991.93618333,1349988.43493648,1346105.88222323,1401927.6866671,1495024.94046226,1363723.93010403,1415848.05605986,1508944.01253282,1604371.94112602
"Q60692","Psmb6","Proteasome subunit beta type-6",981000.411564083,1208300.16812189,1185830.22568862,1162022.31888405,1392537.63438939,1219971.9483636,1118846.52722113,1203977.47330177,1221067.62558929,1298000.44729594,1219522.87186555,1198999.9902107,1167783.23973018,1252013.91158544,1131597.37591986,1080953.6246744,1383520.40082454,1210920.42097741,1305068.49644722,1397134.20028466,1361674.03304,1230058.08311096,1428038.00038764,1399909.50680826,1311324.38045867,1341639.91707318,1310047.74577884,1408988.35494523,1418260.99210703,1270963.3617531,1263947.3573378,1352221.13460031
"Q60710","Samhd1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1",173944.899008754,191137.2773726,199150.143099014,214472.275592469,180651.344087022,205931.060507181,209650.382474076,198389.897927582,202132.540058078,209780.978405428,222496.117187215,190243.948743709,172980.652920514,188012.897339769,224052.841059428,212408.855437944,175486.203713455,199381.836440928,220433.317704533,176376.43931913,168173.485199176,188511.177123914,187079.444404865,205161.918560767,187381.792628102,184394.823569578,197681.867221285,193759.21378099,198868.897569285,173389.689608724,196268.810231828,212657.392557357
"Q60714","Slc27a1","Long-chain fatty acid transport protein 1",371046.167402363,446429.247870167,435501.513712052,409769.340069467,426571.228419259,438511.27767334,433844.960409446,467389.989395426,424358.139727668,437104.30173582,432794.117743449,449051.0952808,394450.017584074,383994.99253916,538456.403853201,472620.861922425,475819.573375419,466443.051456494,618741.676477089,502609.883431368,442248.124977912,515299.420116017,486049.261352271,543540.799783019,497152.59745675,480246.490426133,547345.369657994,483144.578612679,503854.87591319,486255.210260024,556326.226862417,484230.387606352
"Q60715","P4ha1","Prolyl 4-hydroxylase subunit alpha-1",87203.8672256197,103654.196566642,99643.8975768116,108304.277718563,121369.672471937,101867.72819142,97253.0042052966,102395.496711654,88693.6861460923,93409.3441248739,92268.9080155979,92442.5675657335,114311.818009337,104476.347065717,114901.69964368,94640.4661445662,97533.4652016706,112701.547913796,105120.079888372,104190.326384554,93897.5660629341,93451.9505123649,93490.3346180253,81489.0289318328,88099.8516176021,79963.1242765649,89219.3031892514,85978.7260935953,91103.0587247307,99361.1396252907,85012.2637295082,85915.335918783
"Q60737","Csnk2a1","Casein kinase II subunit alpha",1541154.19333779,1793882.98498884,1708194.19706534,1789715.87840622,1684404.64462321,1737260.7545503,1505240.77818841,1780711.51369566,1702294.49273256,1688445.00460805,1783725.24249982,1741251.04481395,1680548.10035602,1655491.77047247,1356994.54766298,1672419.0812657,1804215.37986832,1653699.96372353,1484113.78336178,1787225.06798372,1818383.77132441,1614555.73757732,1787527.90184158,1835930.0567656,1622236.1918432,1812398.19975317,1772594.1941731,1693011.32347603,1634591.09982661,1734078.93536254,1678785.00041109,1683486.86302186
