Experiment ID,22141.0,
Experiment name,Liver digitonin prot log2,
Job,9e336919-5e29-48b2-a126-7133a830f7db,
Submitted,2022-08-22T16:31:46.852642503,Finished,2022-08-22T16:31:52.364037939,
Method,MFourFit,
Params,amp&baseline dtr min-48.0 p(23.0-25.0),


Summary statistics,
Phase/Amplitude method,by fit,

Group Label,N,,Period,Period Std,,Circ. Phase To Zero,Circ. Phase To Window,Circ. Phase Std,Abs Phase To Zero,Abs Phase To Window,Abs Phase Std,,Amplitude,Amplitude Std,,GOF,ERR,
1239. [B1240],P61967,,,23.1,0.0,,5.29,5.29,0.0,5.09,5.09,0.0,,0.08,0.0,,1.0,1.0,
1240. [B1241],P61971,,,23.1,0.0,,13.6,13.6,0.0,13.09,13.09,0.0,,0.03,0.0,,1.0,1.0,
1241. [B1242],P61979,,,23.1,0.0,,15.79,15.79,0.0,15.2,15.2,0.0,,0.02,0.0,,1.0,1.0,
1242. [B1243],P61982,,,23.1,0.0,,3.62,3.62,0.0,3.48,3.48,0.0,,0.11,0.0,,1.0,1.0,
1243. [B1244],P62046,,,23.1,0.0,,8.25,8.25,0.0,7.94,7.94,0.0,,0.12,0.0,,1.0,1.0,
1244. [B1245],P62071,,,23.1,0.0,,12.37,12.37,0.0,11.91,11.91,0.0,,0.03,0.0,,1.0,1.0,
1245. [B1246],P62073,,,23.1,0.0,,17.6,17.6,0.0,16.94,16.94,0.0,,0.0,0.0,,1.0,1.0,
1246. [B1247],P62075,,,23.1,0.0,,14.78,14.78,0.0,14.23,14.23,0.0,,0.01,0.0,,1.0,1.0,
1247. [B1248],P62077,,,23.1,0.0,,8.49,8.49,0.0,8.17,8.17,0.0,,0.04,0.0,,1.0,1.0,
1248. [B1249],P62082,,,23.1,0.0,,10.16,10.16,0.0,9.78,9.78,0.0,,0.03,0.0,,1.0,1.0,
1249. [B1250],P62137,,,23.1,0.0,,21.14,21.14,0.0,20.35,20.35,0.0,,0.02,0.0,,1.0,1.0,
1250. [B1251],P62141,,,23.1,0.0,,9.18,9.18,0.0,8.84,8.84,0.0,,0.04,0.0,,1.0,1.0,
1251. [B1252],P62192,,,23.1,0.0,,17.48,17.48,0.0,16.82,16.82,0.0,,0.02,0.0,,1.0,1.0,
1252. [B1253],P62196,,,23.1,0.0,,8.09,8.09,0.0,7.79,7.79,0.0,,0.06,0.0,,1.0,1.0,
1253. [B1254],P62242,,,23.1,0.0,,22.98,22.98,0.0,22.12,22.12,0.0,,0.2,0.0,,1.0,1.0,
1254. [B1255],P62245,,,23.1,0.0,,9.45,9.45,0.0,9.1,9.1,0.0,,0.01,0.0,,1.0,1.0,
1255. [B1256],P62254,,,23.1,0.0,,15.53,15.53,0.0,14.95,14.95,0.0,,0.02,0.0,,1.0,1.0,
1256. [B1257],P62257,,,23.1,0.0,,23.91,23.91,0.0,23.01,23.01,0.0,,0.04,0.0,,1.0,1.0,
1257. [B1258],P62259,,,23.1,0.0,,12.77,12.77,0.0,12.29,12.29,0.0,,0.01,0.0,,1.0,1.0,
1258. [B1259],P62264,,,23.1,0.0,,4.52,4.52,0.0,4.35,4.35,0.0,,0.07,0.0,,1.0,1.0,
1259. [B1260],P62267,,,23.1,0.0,,1.12,1.12,0.0,1.08,1.08,0.0,,0.14,0.0,,1.0,1.0,
1260. [B1261],P62270,,,23.1,0.0,,5.93,5.93,0.0,5.71,5.71,0.0,,0.05,0.0,,1.0,1.0,
1261. [B1262],P62281,,,23.1,0.0,,1.51,1.51,0.0,1.45,1.45,0.0,,0.18,0.0,,1.0,1.0,
1262. [B1263],P62301,,,23.1,0.0,,2.86,2.86,0.0,2.75,2.75,0.0,,0.07,0.0,,1.0,1.0,
1263. [B1264],P62307,,,23.1,0.0,,2.35,2.35,0.0,2.26,2.26,0.0,,0.13,0.0,,1.0,1.0,
1264. [B1265],P62309,,,23.1,0.0,,10.07,10.07,0.0,9.69,9.69,0.0,,0.06,0.0,,1.0,1.0,
1265. [B1266],P62311,,,23.1,0.0,,10.6,10.6,0.0,10.2,10.2,0.0,,0.1,0.0,,1.0,1.0,
1266. [B1267],P62313,,,23.1,0.0,,22.66,22.66,0.0,21.81,21.81,0.0,,0.12,0.0,,1.0,1.0,
1267. [B1268],P62315,,,23.1,0.0,,7.68,7.68,0.0,7.39,7.39,0.0,,0.06,0.0,,1.0,1.0,
1268. [B1269],P62317,,,23.1,0.0,,4.29,4.29,0.0,4.13,4.13,0.0,,0.02,0.0,,1.0,1.0,
1269. [B1270],P62320,,,23.1,0.0,,8.45,8.45,0.0,8.13,8.13,0.0,,0.04,0.0,,0.99,0.99,
1270. [B1271],P62322,,,23.1,0.0,,7.8,7.8,0.0,7.51,7.51,0.0,,0.08,0.0,,1.0,1.0,
1271. [B1272],P62331,,,23.1,0.0,,21.77,21.77,0.0,20.95,20.95,0.0,,0.05,0.0,,1.0,1.0,
1272. [B1273],P62334,,,23.1,0.0,,13.44,13.44,0.0,12.94,12.94,0.0,,0.03,0.0,,1.0,1.0,
1273. [B1274],P62342,,,23.1,0.0,,5.36,5.36,0.0,5.16,5.16,0.0,,0.11,0.0,,1.0,1.0,
1274. [B1275],P62488,,,23.1,0.0,,9.17,9.17,0.0,8.83,8.83,0.0,,0.02,0.0,,1.0,1.0,
1275. [B1276],P62500,,,23.1,0.0,,3.37,3.37,0.0,3.24,3.24,0.0,,0.13,0.0,,1.0,1.0,
1276. [B1277],P62627,,,23.1,0.0,,18.29,18.29,0.0,17.6,17.6,0.0,,0.02,0.0,,1.0,1.0,
1277. [B1278],P62700,,,23.1,0.0,,23.66,23.66,0.0,22.77,22.77,0.0,,0.12,0.0,,1.0,1.0,
1278. [B1279],P62702,,,23.1,0.0,,3.82,3.82,0.0,3.68,3.68,0.0,,0.03,0.0,,1.0,1.0,
1279. [B1280],P62715,,,23.1,0.0,,11.09,11.09,0.0,10.67,10.67,0.0,,0.15,0.0,,1.0,1.0,
1280. [B1281],P62717,,,23.1,0.0,,2.94,2.94,0.0,2.83,2.83,0.0,,0.1,0.0,,1.0,1.0,
1281. [B1282],P62743,,,23.1,0.0,,23.49,23.49,0.0,22.61,22.61,0.0,,0.04,0.0,,1.0,1.0,
1282. [B1283],P62746,,,23.1,0.0,,5.32,5.32,0.0,5.12,5.12,0.0,,0.05,0.0,,1.0,1.0,
1283. [B1284],P62748,,,23.1,0.0,,7.57,7.57,0.0,7.29,7.29,0.0,,0.06,0.0,,1.0,1.0,
1284. [B1285],P62751,,,23.1,0.0,,0.63,0.63,0.0,0.61,0.61,0.0,,0.12,0.0,,1.0,1.0,
1285. [B1286],P62754,,,23.1,0.0,,21.92,21.92,0.0,21.1,21.1,0.0,,0.23,0.0,,1.0,1.0,
1286. [B1287],P62774,,,23.1,0.0,,12.28,12.28,0.0,11.82,11.82,0.0,,0.11,0.0,,1.0,1.0,
1287. [B1288],P62806,,,23.1,0.0,,8.22,8.22,0.0,7.91,7.91,0.0,,0.03,0.0,,1.0,1.0,
1288. [B1289],P62814,,,23.1,0.0,,10.63,10.63,0.0,10.23,10.23,0.0,,0.04,0.0,,1.0,1.0,
1289. [B1290],P62821,,,23.1,0.0,,1.4,1.4,0.0,1.35,1.35,0.0,,0.04,0.0,,1.0,1.0,
1290. [B1291],P62827,,,23.1,0.0,,6.89,6.89,0.0,6.63,6.63,0.0,,0.03,0.0,,1.0,1.0,
1291. [B1292],P62830,,,23.1,0.0,,16.64,16.64,0.0,16.02,16.02,0.0,,0.01,0.0,,1.0,1.0,
1292. [B1293],P62835,,,23.1,0.0,,8.44,8.44,0.0,8.12,8.12,0.0,,0.04,0.0,,1.0,1.0,
1293. [B1294],P62843,,,23.1,0.0,,2.58,2.58,0.0,2.48,2.48,0.0,,0.07,0.0,,1.0,1.0,
1294. [B1295],P62849,,,23.1,0.0,,2.76,2.76,0.0,2.66,2.66,0.0,,0.02,0.0,,1.0,1.0,
1295. [B1296],P62852,,,23.1,0.0,,21.97,21.97,0.0,21.15,21.15,0.0,,0.03,0.0,,1.0,1.0,
1296. [B1297],P62858,,,23.1,0.0,,2.87,2.87,0.0,2.76,2.76,0.0,,0.04,0.0,,1.0,1.0,
1297. [B1298],P62862,,,23.1,0.0,,16.3,16.3,0.0,15.69,15.69,0.0,,0.04,0.0,,1.0,1.0,
1298. [B1299],P62869,,,23.1,0.0,,23.51,23.51,0.0,22.63,22.63,0.0,,0.15,0.0,,1.0,1.0,
1299. [B1300],P62874,,,23.1,0.0,,5.38,5.38,0.0,5.18,5.18,0.0,,0.06,0.0,,1.0,1.0,
1300. [B1301],P62876,,,23.1,0.0,,21.97,21.97,0.0,21.15,21.15,0.0,,0.49,0.0,,1.0,1.0,
1301. [B1302],P62878,,,23.1,0.0,,14.75,14.75,0.0,14.2,14.2,0.0,,0.1,0.0,,1.0,1.0,
1302. [B1303],P62880,,,23.1,0.0,,10.05,10.05,0.0,9.67,9.67,0.0,,0.04,0.0,,1.0,1.0,
1303. [B1304],P62889,,,23.1,0.0,,9.02,9.02,0.0,8.68,8.68,0.0,,0.1,0.0,,1.0,1.0,
1304. [B1305],P62897,,,23.1,0.0,,3.53,3.53,0.0,3.4,3.4,0.0,,0.03,0.0,,1.0,1.0,
1305. [B1306],P62900,,,23.1,0.0,,0.35,0.35,0.0,0.34,0.34,0.0,,0.12,0.0,,1.0,1.0,
1306. [B1307],P62908,,,23.1,0.0,,7.9,7.9,0.0,7.6,7.6,0.0,,0.09,0.0,,1.0,1.0,
1307. [B1308],P62911,,,23.1,0.0,,21.62,21.62,0.0,20.81,20.81,0.0,,0.07,0.0,,1.0,1.0,
1308. [B1309],P62915,,,23.1,0.0,,14.38,14.38,0.0,13.84,13.84,0.0,,0.07,0.0,,1.0,1.0,
1309. [B1310],P62918,,,23.1,0.0,,0.36,0.36,0.0,0.35,0.35,0.0,,0.25,0.0,,1.0,1.0,
1310. [B1311],P62960,,,23.1,0.0,,19.1,19.1,0.0,18.38,18.38,0.0,,0.06,0.0,,1.0,1.0,
1311. [B1312],P62983,,,23.1,0.0,,14.1,14.1,0.0,13.57,13.57,0.0,,0.03,0.0,,1.0,1.0,
1312. [B1313],P62996,,,23.1,0.0,,5.77,5.77,0.0,5.55,5.55,0.0,,0.02,0.0,,1.0,1.0,
1313. [B1314],P63001,,,23.1,0.0,,18.84,18.84,0.0,18.13,18.13,0.0,,0.08,0.0,,1.0,1.0,
1314. [B1315],P63005,,,23.1,0.0,,1.75,1.75,0.0,1.68,1.68,0.0,,0.09,0.0,,1.0,1.0,
1315. [B1316],P63011,,,23.1,0.0,,10.41,10.41,0.0,10.02,10.02,0.0,,0.32,0.0,,1.0,1.0,
1316. [B1317],P63017,,,23.1,0.0,,23.67,23.67,0.0,22.78,22.78,0.0,,0.06,0.0,,1.0,1.0,
1317. [B1318],P63024,,,23.1,0.0,,17.12,17.12,0.0,16.48,16.48,0.0,,0.04,0.0,,1.0,1.0,
1318. [B1319],P63028,,,23.1,0.0,,15.73,15.73,0.0,15.14,15.14,0.0,,0.02,0.0,,1.0,1.0,
1319. [B1320],P63030,,,23.1,0.0,,2.54,2.54,0.0,2.44,2.44,0.0,,0.17,0.0,,1.0,1.0,
1320. [B1321],P63037,,,23.1,0.0,,20.84,20.84,0.0,20.06,20.06,0.0,,0.16,0.0,,1.0,1.0,
1321. [B1322],P63038,,,23.1,0.0,,22.64,22.64,0.0,21.79,21.79,0.0,,0.03,0.0,,1.0,1.0,
1322. [B1323],P63044,,,23.1,0.0,,15.46,15.46,0.0,14.88,14.88,0.0,,0.19,0.0,,1.0,1.0,
1323. [B1324],P63073,,,23.1,0.0,,2.96,2.96,0.0,2.85,2.85,0.0,,0.1,0.0,,1.0,1.0,
1324. [B1325],P63085,,,23.1,0.0,,5.96,5.96,0.0,5.74,5.74,0.0,,0.02,0.0,,1.0,1.0,
1325. [B1326],P63101,,,23.1,0.0,,17.87,17.87,0.0,17.2,17.2,0.0,,0.0,0.0,,1.0,1.0,
1326. [B1327],P63147,,,23.1,0.0,,13.37,13.37,0.0,12.87,12.87,0.0,,0.15,0.0,,1.0,1.0,
1327. [B1328],P63154,,,23.1,0.0,,23.18,23.18,0.0,22.31,22.31,0.0,,0.06,0.0,,1.0,1.0,
1328. [B1329],P63158,,,23.1,0.0,,1.39,1.39,0.0,1.34,1.34,0.0,,0.05,0.0,,1.0,1.0,
1329. [B1330],P63168,,,23.1,0.0,,1.6,1.6,0.0,1.54,1.54,0.0,,0.04,0.0,,1.0,1.0,
1330. [B1331],P63242,,,23.1,0.0,,12.18,12.18,0.0,11.72,11.72,0.0,,0.01,0.0,,1.0,1.0,
1331. [B1332],P63260,,,24.98,0.0,,4.56,4.56,0.0,4.75,4.75,0.0,,0.04,0.0,,0.7,0.7,
1332. [B1333],P63276,,,23.1,0.0,,1.92,1.92,0.0,1.85,1.85,0.0,,0.1,0.0,,1.0,1.0,
1333. [B1334],P63280,,,23.1,0.0,,12.97,12.97,0.0,12.48,12.48,0.0,,0.04,0.0,,1.0,1.0,
1334. [B1335],P63321,,,23.1,0.0,,13.94,13.94,0.0,13.42,13.42,0.0,,0.09,0.0,,1.0,1.0,
1335. [B1336],P63323,,,23.1,0.0,,5.78,5.78,0.0,5.56,5.56,0.0,,0.08,0.0,,1.0,1.0,
1336. [B1337],P63325,,,23.1,0.0,,5.07,5.07,0.0,4.88,4.88,0.0,,0.04,0.0,,1.0,1.0,
1337. [B1338],P63328,,,23.1,0.0,,20.24,20.24,0.0,19.48,19.48,0.0,,0.07,0.0,,1.0,1.0,
1338. [B1339],P63330,,,23.1,0.0,,13.65,13.65,0.0,13.14,13.14,0.0,,0.03,0.0,,1.0,1.0,
1339. [B1340],P67778,,,23.1,0.0,,17.98,17.98,0.0,17.31,17.31,0.0,,0.05,0.0,,1.0,1.0,
1340. [B1341],P67871,,,23.1,0.0,,23.36,23.36,0.0,22.48,22.48,0.0,,0.03,0.0,,1.0,1.0,
1341. [B1342],P67984,,,23.1,0.0,,4.1,4.1,0.0,3.95,3.95,0.0,,0.07,0.0,,1.0,1.0,
1342. [B1343],P68033,,,23.52,0.0,,8.62,8.62,0.0,8.45,8.45,0.0,,0.17,0.0,,0.64,0.64,
1343. [B1344],P68037,,,23.1,0.0,,0.81,0.81,0.0,0.78,0.78,0.0,,0.03,0.0,,1.0,1.0,
1344. [B1345],P68040,,,23.1,0.0,,8.37,8.37,0.0,8.06,8.06,0.0,,0.05,0.0,,1.0,1.0,
1345. [B1346],P68134,,,23.1,0.0,,9.6,9.6,0.0,9.24,9.24,0.0,,0.15,0.0,,1.0,1.0,
1346. [B1347],P68181,,,23.1,0.0,,20.89,20.89,0.0,20.11,20.11,0.0,,0.03,0.0,,1.0,1.0,
1347. [B1348],P68254,,,23.1,0.0,,10.03,10.03,0.0,9.65,9.65,0.0,,0.04,0.0,,1.0,1.0,
1348. [B1349],P68368,,,23.1,0.0,,6.86,6.86,0.0,6.6,6.6,0.0,,0.05,0.0,,1.0,1.0,
1349. [B1350],P68372,,,23.1,0.0,,8.49,8.49,0.0,8.17,8.17,0.0,,0.03,0.0,,1.0,1.0,
1350. [B1351],P68373,,,23.1,0.0,,15.82,15.82,0.0,15.23,15.23,0.0,,0.05,0.0,,1.0,1.0,
1351. [B1352],P68510,,,23.1,0.0,,4.71,4.71,0.0,4.53,4.53,0.0,,0.02,0.0,,1.0,1.0,
1352. [B1353],P69566,,,23.1,0.0,,4.11,4.11,0.0,3.96,3.96,0.0,,0.07,0.0,,1.0,1.0,
1353. [B1354],P70121,,,23.1,0.0,,6.57,6.57,0.0,6.32,6.32,0.0,,0.04,0.0,,1.0,1.0,
1354. [B1355],P70122,,,23.1,0.0,,16.94,16.94,0.0,16.3,16.3,0.0,,0.02,0.0,,1.0,1.0,
1355. [B1356],P70158,,,23.1,0.0,,11.06,11.06,0.0,10.65,10.65,0.0,,0.07,0.0,,1.0,1.0,
1356. [B1357],P70168,,,23.1,0.0,,6.28,6.28,0.0,6.04,6.04,0.0,,0.05,0.0,,1.0,1.0,
1357. [B1358],P70170,,,23.1,0.0,,2.52,2.52,0.0,2.43,2.43,0.0,,0.09,0.0,,1.0,1.0,
1358. [B1359],P70175,,,23.1,0.0,,14.47,14.47,0.0,13.93,13.93,0.0,,0.05,0.0,,1.0,1.0,
1359. [B1360],P70182,,,23.1,0.0,,23.01,23.01,0.0,22.15,22.15,0.0,,0.01,0.0,,1.0,1.0,
1360. [B1361],P70188,,,23.1,0.0,,12.72,12.72,0.0,12.24,12.24,0.0,,0.06,0.0,,1.0,1.0,
1361. [B1362],P70194,,,23.1,0.0,,2.63,2.63,0.0,2.53,2.53,0.0,,0.14,0.0,,1.0,1.0,
1362. [B1363],P70195,,,23.1,0.0,,17.26,17.26,0.0,16.61,16.61,0.0,,0.01,0.0,,1.0,1.0,
1363. [B1364],P70202,,,23.1,0.0,,10.37,10.37,0.0,9.98,9.98,0.0,,0.24,0.0,,1.0,1.0,
1364. [B1365],P70236,,,23.1,0.0,,6.19,6.19,0.0,5.96,5.96,0.0,,0.04,0.0,,1.0,1.0,
1365. [B1366],P70245,,,23.1,0.0,,1.79,1.79,0.0,1.72,1.72,0.0,,0.15,0.0,,1.0,1.0,
1366. [B1367],P70255,,,23.3,0.0,,3.2,3.2,0.0,3.11,3.11,0.0,,0.06,0.0,,0.7,0.7,
1367. [B1368],P70261,,,23.1,0.0,,12.66,12.66,0.0,12.19,12.19,0.0,,0.04,0.0,,1.0,1.0,
1368. [B1369],P70265,,,23.1,0.0,,0.88,0.88,0.0,0.85,0.85,0.0,,0.1,0.0,,1.0,1.0,
1369. [B1370],P70266,,,23.1,0.0,,21.32,21.32,0.0,20.52,20.52,0.0,,0.04,0.0,,1.0,1.0,
1370. [B1371],P70268,,,23.1,0.0,,19.34,19.34,0.0,18.61,18.61,0.0,,0.03,0.0,,1.0,1.0,
1371. [B1372],P70274,,,23.1,0.0,,19.66,19.66,0.0,18.92,18.92,0.0,,0.04,0.0,,1.0,1.0,
1372. [B1373],P70288,,,23.1,0.0,,7.53,7.53,0.0,7.25,7.25,0.0,,0.11,0.0,,1.0,1.0,
1373. [B1374],P70290,,,23.1,0.0,,16.71,16.71,0.0,16.08,16.08,0.0,,0.04,0.0,,1.0,1.0,
1374. [B1375],P70295,,,23.1,0.0,,23.92,23.92,0.0,23.02,23.02,0.0,,0.02,0.0,,1.0,1.0,
1375. [B1376],P70296,,,23.1,0.0,,13.76,13.76,0.0,13.24,13.24,0.0,,0.05,0.0,,1.0,1.0,
1376. [B1377],P70297,,,23.1,0.0,,14.24,14.24,0.0,13.71,13.71,0.0,,0.03,0.0,,1.0,1.0,
1377. [B1378],P70302,,,23.1,0.0,,5.54,5.54,0.0,5.33,5.33,0.0,,0.01,0.0,,1.0,1.0,
1378. [B1379],P70303,,,23.1,0.0,,6.31,6.31,0.0,6.07,6.07,0.0,,0.06,0.0,,1.0,1.0,
1379. [B1380],P70315,,,23.1,0.0,,9.39,9.39,0.0,9.04,9.04,0.0,,0.08,0.0,,1.0,1.0,
1380. [B1381],P70318,,,23.1,0.0,,4.95,4.95,0.0,4.76,4.76,0.0,,0.03,0.0,,1.0,1.0,
1381. [B1382],P70324,,,23.1,0.0,,7.64,7.64,0.0,7.35,7.35,0.0,,0.17,0.0,,1.0,1.0,
1382. [B1383],P70333,,,23.1,0.0,,15.9,15.9,0.0,15.3,15.3,0.0,,0.06,0.0,,1.0,1.0,
1383. [B1384],P70335,,,23.1,0.0,,11.4,11.4,0.0,10.97,10.97,0.0,,0.01,0.0,,1.0,1.0,
1384. [B1385],P70336,,,23.1,0.0,,8.6,8.6,0.0,8.28,8.28,0.0,,0.03,0.0,,1.0,1.0,
1385. [B1386],P70340,,,23.1,0.0,,22.98,22.98,0.0,22.12,22.12,0.0,,0.06,0.0,,1.0,1.0,
1386. [B1387],P70349,,,23.1,0.0,,4.7,4.7,0.0,4.52,4.52,0.0,,0.07,0.0,,1.0,1.0,
1387. [B1388],P70362,,,23.1,0.0,,5.51,5.51,0.0,5.3,5.3,0.0,,0.03,0.0,,1.0,1.0,
1388. [B1389],P70372,,,23.1,0.0,,12.8,12.8,0.0,12.32,12.32,0.0,,0.02,0.0,,1.0,1.0,
1389. [B1390],P70375,,,23.1,0.0,,2.93,2.93,0.0,2.82,2.82,0.0,,0.08,0.0,,1.0,1.0,
1390. [B1391],P70380,,,23.1,0.0,,10.1,10.1,0.0,9.72,9.72,0.0,,0.21,0.0,,1.0,1.0,
1391. [B1392],P70387,,,23.1,0.0,,13.0,13.0,0.0,12.51,12.51,0.0,,0.06,0.0,,1.0,1.0,
1392. [B1393],P70388,,,23.1,0.0,,10.76,10.76,0.0,10.36,10.36,0.0,,0.06,0.0,,1.0,1.0,
1393. [B1394],P70389,,,23.1,0.0,,20.68,20.68,0.0,19.9,19.9,0.0,,0.12,0.0,,1.0,1.0,
1394. [B1395],P70398,,,23.1,0.0,,15.66,15.66,0.0,15.07,15.07,0.0,,0.02,0.0,,1.0,1.0,
1395. [B1396],P70404,,,23.1,0.0,,6.93,6.93,0.0,6.67,6.67,0.0,,0.06,0.0,,1.0,1.0,
1396. [B1397],P70441,,,23.1,0.0,,23.14,23.14,0.0,22.27,22.27,0.0,,0.14,0.0,,1.0,1.0,
1397. [B1398],P70444,,,23.1,0.0,,12.03,12.03,0.0,11.58,11.58,0.0,,0.07,0.0,,1.0,1.0,
1398. [B1399],P70445,,,23.1,0.0,,9.58,9.58,0.0,9.22,9.22,0.0,,0.01,0.0,,1.0,1.0,
1399. [B1400],P70451,,,23.1,0.0,,13.59,13.59,0.0,13.08,13.08,0.0,,0.01,0.0,,1.0,1.0,
1400. [B1401],P70452,,,23.1,0.0,,12.83,12.83,0.0,12.35,12.35,0.0,,0.03,0.0,,1.0,1.0,
1401. [B1402],P70459,,,23.1,0.0,,11.56,11.56,0.0,11.13,11.13,0.0,,0.07,0.0,,1.0,1.0,
1402. [B1403],P70460,,,23.1,0.0,,8.14,8.14,0.0,7.83,7.83,0.0,,0.05,0.0,,1.0,1.0,
1403. [B1404],P70663,,,23.1,0.0,,11.19,11.19,0.0,10.77,10.77,0.0,,0.07,0.0,,1.0,1.0,
1404. [B1405],P70665,,,23.1,0.0,,13.23,13.23,0.0,12.73,12.73,0.0,,0.11,0.0,,1.0,1.0,
1405. [B1406],P70670,,,23.1,0.0,,3.62,3.62,0.0,3.48,3.48,0.0,,0.07,0.0,,1.0,1.0,
1406. [B1407],P70671,,,23.1,0.0,,14.39,14.39,0.0,13.85,13.85,0.0,,0.17,0.0,,1.0,1.0,
1407. [B1408],P70677,,,23.1,0.0,,13.81,13.81,0.0,13.29,13.29,0.0,,0.09,0.0,,1.0,1.0,
1408. [B1409],P70694,,,23.1,0.0,,17.0,17.0,0.0,16.36,16.36,0.0,,0.05,0.0,,1.0,1.0,
1409. [B1410],P70697,,,23.1,0.0,,0.14,0.14,0.0,0.13,0.13,0.0,,0.04,0.0,,1.0,1.0,
1410. [B1411],P70698,,,23.1,0.0,,3.5,3.5,0.0,3.37,3.37,0.0,,0.07,0.0,,1.0,1.0,
1411. [B1412],P70699,,,23.1,0.0,,13.95,13.95,0.0,13.43,13.43,0.0,,0.01,0.0,,1.0,1.0,
1412. [B1413],P70700,,,23.1,0.0,,5.5,5.5,0.0,5.29,5.29,0.0,,0.04,0.0,,1.0,1.0,
1413. [B1414],P70704,,,23.1,0.0,,13.72,13.72,0.0,13.21,13.21,0.0,,0.03,0.0,,1.0,1.0,
1414. [B1415],P80313,,,23.1,0.0,,14.45,14.45,0.0,13.91,13.91,0.0,,0.01,0.0,,1.0,1.0,
1415. [B1416],P80314,,,23.1,0.0,,2.18,2.18,0.0,2.1,2.1,0.0,,0.02,0.0,,1.0,1.0,
1416. [B1417],P80315,,,23.1,0.0,,0.77,0.77,0.0,0.74,0.74,0.0,,0.02,0.0,,1.0,1.0,
1417. [B1418],P80316,,,23.1,0.0,,12.05,12.05,0.0,11.6,11.6,0.0,,0.0,0.0,,1.0,1.0,
1418. [B1419],P80317,,,23.1,0.0,,0.39,0.39,0.0,0.38,0.38,0.0,,0.03,0.0,,1.0,1.0,
1419. [B1420],P80318,,,23.1,0.0,,3.94,3.94,0.0,3.79,3.79,0.0,,0.01,0.0,,1.0,1.0,
1420. [B1421],P81069,,,23.1,0.0,,10.28,10.28,0.0,9.89,9.89,0.0,,0.15,0.0,,1.0,1.0,
1421. [B1422],P81117,,,23.1,0.0,,7.64,7.64,0.0,7.35,7.35,0.0,,0.23,0.0,,1.0,1.0,
1422. [B1423],P82198,,,23.1,0.0,,15.48,15.48,0.0,14.9,14.9,0.0,,0.06,0.0,,1.0,1.0,
1423. [B1424],P83093,,,23.1,0.0,,0.3,0.3,0.0,0.29,0.29,0.0,,0.07,0.0,,1.0,1.0,
1424. [B1425],P83741,,,23.1,0.0,,1.06,1.06,0.0,1.02,1.02,0.0,,0.05,0.0,,1.0,1.0,
1425. [B1426],P83870,,,23.1,0.0,,1.51,1.51,0.0,1.45,1.45,0.0,,0.17,0.0,,1.0,1.0,
1426. [B1427],P83877,,,23.1,0.0,,6.9,6.9,0.0,6.64,6.64,0.0,,0.05,0.0,,1.0,1.0,
1427. [B1428],P83887,,,23.1,0.0,,3.15,3.15,0.0,3.03,3.03,0.0,,0.04,0.0,,1.0,1.0,
1428. [B1429],P83917,,,23.1,0.0,,14.44,14.44,0.0,13.9,13.9,0.0,,0.03,0.0,,1.0,1.0,
1429. [B1430],P83940,,,23.1,0.0,,7.26,7.26,0.0,6.99,6.99,0.0,,0.04,0.0,,1.0,1.0,
1430. [B1431],P84084,,,23.1,0.0,,2.69,2.69,0.0,2.59,2.59,0.0,,0.02,0.0,,1.0,1.0,
1431. [B1432],P84089,,,23.1,0.0,,16.18,16.18,0.0,15.57,15.57,0.0,,0.1,0.0,,1.0,1.0,
1432. [B1433],P84091,,,23.1,0.0,,5.31,5.31,0.0,5.11,5.11,0.0,,0.01,0.0,,1.0,1.0,
1433. [B1434],P84096,,,23.1,0.0,,2.28,2.28,0.0,2.19,2.19,0.0,,0.11,0.0,,1.0,1.0,
1434. [B1435],P84099,,,23.1,0.0,,0.32,0.32,0.0,0.31,0.31,0.0,,0.3,0.0,,1.0,1.0,
1435. [B1436],P84104,,,23.1,0.0,,22.42,22.42,0.0,21.58,21.58,0.0,,0.15,0.0,,1.0,1.0,
1436. [B1437],P84228,,,23.1,0.0,,11.35,11.35,0.0,10.92,10.92,0.0,,0.2,0.0,,1.0,1.0,
1437. [B1438],P85094,,,23.1,0.0,,13.46,13.46,0.0,12.96,12.96,0.0,,0.04,0.0,,1.0,1.0,
1438. [B1439],P97290,,,23.1,0.0,,13.79,13.79,0.0,13.27,13.27,0.0,,0.0,0.0,,1.0,1.0,
1439. [B1440],P97298,,,23.1,0.0,,15.56,15.56,0.0,14.98,14.98,0.0,,0.02,0.0,,1.0,1.0,
1440. [B1441],P97300,,,23.1,0.0,,6.17,6.17,0.0,5.94,5.94,0.0,,0.02,0.0,,1.0,1.0,
1441. [B1442],P97304,,,23.1,0.0,,2.75,2.75,0.0,2.65,2.65,0.0,,0.03,0.0,,1.0,1.0,
1442. [B1443],P97311,,,23.1,0.0,,22.26,22.26,0.0,21.43,21.43,0.0,,0.06,0.0,,1.0,1.0,
1443. [B1444],P97313,,,23.1,0.0,,15.58,15.58,0.0,15.0,15.0,0.0,,0.06,0.0,,1.0,1.0,
1444. [B1445],P97314,,,23.1,0.0,,6.33,6.33,0.0,6.09,6.09,0.0,,0.07,0.0,,1.0,1.0,
1445. [B1446],P97315,,,23.1,0.0,,8.33,8.33,0.0,8.02,8.02,0.0,,0.19,0.0,,1.0,1.0,
1446. [B1447],P97325,,,23.1,0.0,,22.17,22.17,0.0,21.34,21.34,0.0,,0.09,0.0,,1.0,1.0,
